leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
75,530,A,LOWER PLIOCENE,,125.0,134.5,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
75,530,A,UPPER PLIOCENE,,134.5,144.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
75,530,A,PLIOCENE,,144.0,163.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  1.8,    5,  3.4,DSDP INITIAL REPORTS
75,530,A,LOWER PLIOCENE,,163.0,172.5,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
75,530,A,PLIOCENE,MIOCENE,172.5,182.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  1.8, 22.5,12.15,DSDP INITIAL REPORTS
75,530,A,LOWER PLIOCENE,,182.0,191.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
75,530,A,UPPER MIOCENE,,191.5,267.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
75,530,A,UPPER MIOCENE,MIDDLE MIOCENE,267.5,277.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    5,   16, 10.5,DSDP INITIAL REPORTS
75,530,A,UPPER MIOCENE,,277.0,296.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
75,530,A,MIDDLE MIOCENE,,296.0,334.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
75,530,A,LOWER MIOCENE,,334.0,353.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
75,530,A,UPPER OLIGOCENE,,438.5,457.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
75,530,A,UPPER EOCENE,MIDDLE EOCENE,467.0,476.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 37.5,   49,43.25,DSDP INITIAL REPORTS
75,530,A,LOWER EOCENE,,476.5,495.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
75,530,A,UPPER PALEOCENE,,495.5,533.5,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
75,530,A,MIDDLE PALEOCENE,,533.5,571.5,,NO AGE GIVEN,,NO AGE GIVEN,   58,   60,   59,DSDP INITIAL REPORTS
75,530,A,LOWER PALEOCENE,,571.5,590.5,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
75,530,A,DANIAN,,590.5,592.6,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
75,530,A,MAESTRICHTIAN,,592.6,638.0,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
75,530,A,MAESTRICHTIAN,CAMPANIAN,638.0,647.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   65,   78, 71.5,DSDP INITIAL REPORTS
75,530,A,MAESTRICHTIAN,,647.5,685.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,DSDP INITIAL REPORTS
75,530,A,CAMPANIAN,,685.5,885.0,,NO AGE GIVEN,,NO AGE GIVEN,   70,   78,   74,DSDP INITIAL REPORTS
75,530,A,SANTONIAN,CONIACIAN,885.0,999.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,   86,   82,DSDP INITIAL REPORTS
75,530,A,CENOMANIAN,UPPER ALBIAN,999.0,1103.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   92,  104,   98,DSDP INITIAL REPORTS
