Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
165,1000,A,Initial Reports          ,       2.550,    0.248000,FO Emiliania huxleyi (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      13.920,    0.408000,LO Pseudoemiliania lacunosa (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      25.050,    0.880000,LO Reticulofenestra asanoi (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      26.550,    0.940000,FO Gephyrocapsa parallela (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      28.050,    1.170000,FO Reticulofenestra asanoi (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      32.010,    1.230000,LO large Gephyrocapsa spp. (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      36.050,    1.260000,LO Helicosphaera sellii (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      36.550,    1.700000,LO Globigerinoides fistulosus (Planktonic Foramini
,,,,,,
165,1000,A,Initial Reports          ,      36.553,    2.000000,FO Truncorotalia truncatulinoides (Planktonic Fora
,,,,,,
165,1000,A,Initial Reports          ,      36.556,    2.200000,LO Menardella exilis (Planktonic Foraminifer) (+.0
,,,,,,
165,1000,A,Initial Reports          ,      39.050,    1.480000,FO large Gephyrocapsa spp. (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      40.980,    1.640000,FO Gephyrocapsa oceanica (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      40.985,    1.645000,LO Calcidiscus macintyrei (Nannofossil)  (+.005 m)
,,,,,,
165,1000,A,Initial Reports          ,      44.050,    1.710000,FO Gephyrocapsa caribbeanica (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      52.050,    1.950000,LO Discoaster brouweri (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      55.550,    2.300000,LO Menardella miocenica (Planktonic Foraminifer)
,,,,,,
165,1000,A,Initial Reports          ,      55.553,    2.300000,Reappearance of Pulleniatina (Atlantic) (Planktoni
,,,,,,
165,1000,A,Initial Reports          ,      55.556,    2.600000,LO Menardella pertenuis (Planktonic Foraminifer) (
,,,,,,
165,1000,A,Initial Reports          ,      61.550,    2.360000,LO Discoaster pentaradiatus (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      67.550,    2.510000,LO Discoaster surculus (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      77.050,    2.820000,LO Discoaster tamalis (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,      93.550,    3.000000,LO Menardella multicamerata (Planktonic Foraminife
,,,,,,
165,1000,A,Initial Reports          ,      93.555,    3.000000,LO Dentoglobigerina altispira (Planktonic Foramini
,,,,,,
165,1000,A,Initial Reports          ,     109.150,    3.620000,LO Sphenolithus spp. (Nannofossil)
,,,,,,
165,1000,A,Initial Reports          ,     112.550,    3.600000,FO Menardella miocenica (Planktonic Foraminifer)
,,,,,,
165,1000,A,Initial Reports          ,     112.555,    4.400000,LO Globorotalia plesiotumida (Planktonic Foraminif
,,,,,,
