Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
108, 659,A,Post Moratorium          ,       7.950,    0.460000,LO Pseudoemiliania lacunosa
,,,,,,
108, 659,A,Post Moratorium          ,      50.550,    1.450000,LO Calcidiscus macintyrei
,,,,,,
108, 659,A,Post Moratorium          ,      55.300,    1.890000,LO Discoaster brouweri
,,,,,,
108, 659,A,Post Moratorium          ,      60.550,    2.070000,FO acme Discoaster triradiatus
,,,,,,
108, 659,A,Post Moratorium          ,      70.700,    2.350000,LO Discoaster pentaradiatus
,,,,,,
108, 659,A,Post Moratorium          ,      71.000,    2.450000,LO Discoaster surculus
,,,,,,
108, 659,A,Post Moratorium          ,      79.250,    2.650000,LO Discoaster tamalis
,,,,,,
108, 659,A,Post Moratorium          ,     108.250,    3.450000,LO Sphenolithus spp.
,,,,,,
108, 659,A,Post Moratorium          ,     124.050,    3.700000,LO Amaurolithus spp.
,,,,,,
108, 659,A,Post Moratorium          ,     139.750,    4.600000,FO Ceratolithus rugosus
,,,,,,
108, 659,A,Post Moratorium          ,     149.950,    5.000000,FO Ceratolithus acutus
,,,,,,
108, 659,A,Post Moratorium          ,     169.300,    6.500000,FO Amaurolithus primus
,,,,,,
108, 659,A,Post Moratorium          ,     183.700,    8.200000,FO Discoaster quinqueramus
,,,,,,
108, 659,A,Post Moratorium          ,     190.000,    8.900000,LO Discoaster hamatus
,,,,,,
108, 659,A,Post Moratorium          ,     195.400,   10.000000,FO Catinaster calyculus
,,,,,,
108, 659,A,Post Moratorium          ,     199.900,   10.800000,FO Catinaster coalitus
,,,,,,
108, 659,A,Post Moratorium          ,     212.300,   11.600000,LO Cyclicargolithus floridanus
,,,,,,
108, 659,A,Post Moratorium          ,     213.650,   14.400000,LO Sphenolithus heteromorphus
,,,,,,
108, 659,A,Post Moratorium          ,     230.700,   16.000000,LO Helicosphaera ampliaperta
,,,,,,
108, 659,A,Post Moratorium          ,     240.550,   17.100000,FO Sphenolithus heteromorphus
,,,,,,
108, 659,A,Post Moratorium          ,     246.000,   21.500000,FO Sphenolithus belemnos
,,,,,,
108, 659,A,Post Moratorium          ,     247.650,   23.200001,FO Discoaster druggii
,,,,,,
108, 659,A,Post Moratorium          ,     253.450,   25.200001,LO Sphenolithus ciperoensis
,,,,,,
