Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Paragloborotalia acostaensis,Turborotalita quinqueloba,Paragloborotalia continuosa,Neogloboquadrina pachyderma (dextral),Globorotalia cf. Gr. zealandica,Globigerina praebulloides,Globigerina officinalis,Catapsydrax unicavus,Neogloboquadrina atlantica (sinistral),Neogloboquadrina atlantica (dextral),Globorotalia scitula,Globigerinoides ruber,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina sp. juv. sinistral,Neogloboquadrina sp. juv. dextral,Globoconella inflata,Globigerina bulloides,Orbulina universa,Neogloboquadrina cf. dutertrei,Comment
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 11,H, 1, 130.00,     95.0000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,R                    ,                 ,R                             ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 11,H, 2, 130.00,     96.5000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,R                    ,                 ,R                             ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 11,H, 3, 130.00,     98.0000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,R                    ,                 ,R                             ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 11,H, 4, 130.00,     99.5000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 11,H,CC,  59.00,    101.7900,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 12,H, 2, 112.00,    104.5200,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,R                                  ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 12,H, 5, 112.00,    109.0200,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 12,H, 6, 111.00,    110.5100,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,R                             ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 12,H,CC,  40.00,    111.8100,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,                     ,                 ,R                             ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 13,H, 3, 115.00,    115.5500,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,R                             ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 13,H, 5, 115.00,    118.5500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,R                                  ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 13,H, 6, 115.00,    120.0500,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 14,H, 1, 115.00,    122.0500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 14,H, 2, 115.00,    123.5500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 14,H, 3, 115.00,    125.0500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 14,H, 7, 115.00,    129.8000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 15,H, 5, 112.00,    137.5200,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 16,X, 1, 116.00,    141.0600,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,R                                  ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 16,X, 3, 116.00,    144.0600,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,R                   ,                     ,R                ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 16,X, 4, 116.00,    145.5600,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,R                   ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 17,X, 4, 115.00,    155.0500,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 18,X, 3, 114.00,    163.1400,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,R                                  ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 18,X, 4, 114.00,    164.3800,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 19,X, 4, 115.00,    174.2500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 19,X, 5, 115.00,    175.7500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 19,X,CC,  18.00,    176.1800,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,C                        ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,A                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 20,X, 4, 114.00,    183.9400,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 20,X, 5, 114.00,    185.4400,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,C                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 21,X, 1, 105.00,    188.9500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,R                                  ,R                                ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 21,X, 5, 105.00,    194.9500,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,R                    ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 21,X, 6,  84.00,    196.2400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 21,X,CC,  63.00,    196.9600,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,R                        ,                           ,R                                    ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 22,X, 3, 116.00,    201.5900,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 22,X, 4, 112.00,    202.8600,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 22,X, 5, 104.00,    204.2800,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 23,X, 1, 113.00,    208.3300,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,R                    ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,N. pachyderma (sin.),              ,151, 911,A, 24,X, 3, 115.00,    219.8500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,up N. atlant. (dex.),              ,151, 911,A, 25,X, 1, 112.00,    227.5200,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,R                                   ,                    ,R                    ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 25,X, 2, 112.00,    229.0200,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,R                                   ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 27,X, 1, 113.00,    246.9300,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,R                   ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 27,X, 3, 113.00,    249.9300,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,R                                   ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 28,X, 2, 113.00,    258.1300,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 28,X, 6, 114.00,    264.1400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,R                    ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 28,X,CC,  33.00,    265.1000,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,R                    ,                                       ,R                                  ,R                                ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 30,X, 5,  98.00,    281.5800,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,R                    ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 31,X, 4, 116.00,    289.9600,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,R                                   ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 31,X, 6, 120.00,    293.0000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 32,X, 3, 115.00,    298.1500,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,R                                      ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 33,X, 4, 115.00,    309.2500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,R                                   ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 34,X, 2, 113.00,    315.9300,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,R                    ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 34,X, 4, 113.00,    318.9300,Spiegler ,Planktonic Foraminifers                      ,               ,                  ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 34,X,CC,  40.00,    322.1000,Spiegler ,Planktonic Foraminifers                      ,               ,G                 ,                            ,R                        ,                           ,                                     ,                               ,                         ,                       ,                    ,                                      ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 36,X, 3, 115.00,    336.7100,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 36,X, 4, 115.00,    338.2100,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 36,X,CC,  49.00,    339.8300,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 1, 115.00,    343.3500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 2, 115.00,    344.7500,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 3, 115.00,    346.1700,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,N. atlantica      ,              ,151, 911,A, 37,X, 4, 118.00,    347.5400,Spiegler ,Planktonic Foraminifers                      ,               ,M                 ,                            ,                         ,                           ,                                     ,                               ,                         ,                       ,                    ,R                                     ,                                    ,                    ,                     ,                                       ,                                   ,                                 ,                    ,                     ,                 ,                              ,From Leg 151; Ch 8; Table 1; p. 155-156
