leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
108,664,C,001,Hydraulic (Advanced) Piston Core,01,STE,000,,,058,,,"foram-bearing, siliceous, mud-bearing nannofossil ooze","gray/light gray (0-5cm), pale brown (5-24cm), light yellowish brown (24-44,45-59cm), brown/dark brown (35,44-45cm)","10yr 6/1, 10yr 6/3, 10yr 6/4, 10yr 4/3",mottling & minor bioturbation (30-60cm),,,,"nannos, forams",,,,H,0.10733,-23.22750,0000.00,0,58
108,664,C,001,Hydraulic (Advanced) Piston Core,01,STE,058,,,150,,,"clay-bearing, foram-bearing nanno ooze (58-122cm) and foram-bearing nanno ooze (122-150cm)","olive gray (58-88cm), gray (88-122cm), mottled gray/light gray to light gray (122-150cm), dark gray (88cm)","10yr 5/2(rest),10yr 5/1(88-122cm), mottled 5y 6/1 - 5y 7/1(122-150cm), n4/(88cm)","mottling (122-150cm), minor bioturbation (125-150cm)",,,,"nannos, forams",,,,H,0.10733,-23.22750,0000.00,58,150
108,664,C,001,Hydraulic (Advanced) Piston Core,02,STE,000,,,055,,,foraminifer-nannofossil ooze?,"light gray w/ dark gray lamina? @ 35cm (0-10,17-25,27-45cm), gray/light gray (10-17,25-26,45-55cm)","10y 7/1 w/ n4/ lamina? @35cm (0-10,17-25,27-45cm), 10y 6/1 (10-17,25-27,45-55cm)","mottling (16-25?cm), minor (10-23,30-38,50-55cm) to moderate (23-30cm) bioturbation, lamina? (35cm)",,,,"nannos, forams",,,,H,0.10733,-23.22750,0001.50,150,205
108,664,C,001,Hydraulic (Advanced) Piston Core,02,STE,000,,,055,,,foraminifer-nannofossil ooze,"light gray w/ dark gray lamina @ 35cm (0-10,17-25,27-45cm), gray/light gray (25-27,45-55cm)","10y 7/1 w/ n4/ lamina @ 35cm (rest), 10y 6/1 (10-17,25-27,45-55cm)","mottling, minor (10-23,30-38,50-55cm) to moderate (23-30cm) bioturbation, lamina (35cm)",,,,"nannos, forams",,,,H,0.10733,-23.22750,0001.50,150,205
108,664,C,001,Hydraulic (Advanced) Piston Core,02,STE,055,,,135,,,foraminifer-nannofossil ooze?,"light gray(rest),gray(114-116cm),gray/light gray w/ greenish layer @ 130cm (130-135cm),gray/light gray-gray burrows","10y 7/1(rest), 10y 5/1(114-116cm), 10y 6/1(130-135cm), 10y 6/1 - 10y 5/1 burrows","mottling, planolites, layer(130cm), minor (55-60,65-88,130-135cm) to moderate (97-108,114-125cm) bioturbation",,,,"nannos, forams",,,,H,0.10733,-23.22750,0001.50,205,285
108,664,C,001,Hydraulic (Advanced) Piston Core,02,STE,135,,,150,,,foraminfer-nannofossil ooze,"light gray (135-147cm), gray/light gray (147-150cm)","10y 7/1 (135-147cm), 10y 6/1 (147-150cm)","minor bioturbation (135-138,143-150cm)",,,,"nannos, forams",,,,H,0.10733,-23.22750,0001.50,285,300
108,664,C,001,Hydraulic (Advanced) Piston Core,03,STE,000,,,065,,,clay/foram-bearing nanno ooze to foram-bearing nanno ooze to foram-nanno ooze,"olive gray(rest),gray/light gray(5-18cm),light gray-light olive gray(21-49cm), white(49-60,60-65cm), greenish(60cm)","10y 5/2, 10y 6/1, 5y 7/2 - 5y 6/2, 10y 8/1","layer (60cm), minor bioturbation (5-15,28-38,45-56cm)",,,,"nannos, forams",,,,H,0.10733,-23.22750,0003.00,300,365
108,664,C,001,Hydraulic (Advanced) Piston Core,03,STE,065,,,102,,,clay/foram-bearing nanno ooze to foram-bearing nanno ooze to foram-nanno ooze,"purple (65-74cm), light gray (74-103cm)","10y 7/2 (74-85cm), 10y 7/1 (85-103cm)",minor bioturbation (70-85cm),,,,"nannos, forams",,,,H,0.10733,-23.22750,0003.00,365,402
108,664,C,001,Hydraulic (Advanced) Piston Core,CC,STE,000,,,015,,,foramininfer-nannofossil ooze,light gray,10y 7/1,,,,,"nannos, forams",,,,H,0.10733,-23.22750,0004.05,405,420
108,664,C,002,Hydraulic (Advanced) Piston Core,01,MAZ,000,,,104,,,"foram-bearing, clay-bearing nanno ooze to foram-bearing nanno ooze with mixed sediment at 0-42cm","gray (42-59cm), gray/light gray (59-87cm), light gray (87-104cm), grayish green (47cm), dark gray (104cm)","5y 5/1, 5y 6/1, 5y 7/1, 5g 5/2, 5y 4/1",moderate bioturbation (47-102cm),highly disturbed (0-42cm),,,"nannos, forams",,,,H,0.10733,-23.22750,0004.20,419,523
