Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus moriformis,Reticulofenestra umbilica,Reticulofenestra pseudogammation,Reticulofenestra hillae,Neococcolithes dubius,Ericsonia formosa,Discoaster tanii nodifer,Coccolithus pelagicus,Chiasmolithus solitus,Chiasmolithus expansus,Nannotetrina cristata,Discoaster barbadiensis,Coccolithus eopelagicus,Chiasmolithus grandis,Reticulofenestra samodurovii,Reticulofenestra hampdenensis,Reticulofenestra floridana,Reticulofenestra reticulata,Reticulofenestra hesslandii,Lanternithus minutus,Reticulofenestra oamaruensis,Discoaster tanii,Markalius inversus,Discoaster strictus,Blackites tenuis,Pseudotriquetrorhabdulus inversus,Reticulofenestra onusta,Discoaster sp. (overgrown),Discoaster distinctus,Coccolithus formosus,Blackites spinosus,Sphenolithus (all Sphenolithus taxa),Helicosphaerid (all Helicosphaerid taxa),Discoaster (all Discoaster taxa),Chiasmoliths (all Chiasmolith taxa),Reticulofenestra daviesii,Braarudosphaera bigelowii,Pontosphaera sp.,Discoaster saipanensis,Helicosphaera compacta,Chiasmolithus titus,Discoaster binodosus,Chiasmolithus altus,Clausicoccus fenestratus,Chiasmolithus oamaruensis,Scampanella sp.,Pontosphaera versa,Reticulofenestra bisecta,Helicopontosphaera reticulata,Reticulofenestra abisecta,Markalius apertus,Isthmolithus recurvus,Cyclicargolithus floridanus,Clausicoccus subdistichus,Discoaster deflandrei,Cyclicargolithus abisectus,Coccolithus pelagicus floralis,Reticulofenestra gelida,Reticulofenestra pseudoumbilica,Discoaster sp.,Helicosphaera sp.,Calcidiscus leptoporus,Reticulofenestra producta,Reticulofenestra perplexa,Calcidiscus macintyrei,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,              ,120, 748,B, 17,H, 3,  70.00,    146.3000,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,R                      ,                         ,                                ,C                      ,F                    ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,                            ,                             ,                          ,C                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,C                        ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,C. oamaruensis    ,              ,120, 748,B, 17,H, 4,  10.00,    147.2000,Wei      ,Nannofossils                                 ,V              ,G                 ,C                      ,R                      ,C                        ,                                ,                       ,R                    ,                 ,                        ,A                    ,                     ,C                     ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,C                          ,                           ,                    ,                            ,                ,R                 ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,R                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP17              ,              ,120, 748,B, 17,H, 4,  70.00,    147.8000,Aubry    ,Nannofossils                                 ,A              ,M                 ,F                      ,F                      ,                         ,                                ,C                      ,C                    ,                 ,F                       ,C                    ,                     ,F                     ,                     ,                       ,                       ,                     ,C                           ,                             ,                          ,F                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,R                     ,                      ,                   ,                    ,C                  ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,Uncertain zone assignment; from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,C. oamaruensis    ,              ,120, 748,B, 17,H, 5,  10.00,    148.7000,Wei      ,Nannofossils                                 ,V              ,G                 ,C                      ,R                      ,A                        ,                                ,                       ,R                    ,                 ,                        ,V                    ,                     ,C                     ,                     ,                       ,                       ,                     ,C                           ,                             ,                          ,V                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,3.9%                               ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP17              ,              ,120, 748,B, 17,H, 5,  70.00,    149.3000,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,                       ,                         ,                                ,C                      ,F                    ,                 ,                        ,C                    ,                     ,C                     ,                     ,                       ,                       ,                     ,C                           ,                             ,                          ,A                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,F                                ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,Uncertain zone assignment; from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,R. reticulata     ,              ,120, 748,B, 17,H, 6,  10.00,    150.2000,Wei      ,Nannofossils                                 ,V              ,G                 ,C                      ,R                      ,A                        ,                                ,                       ,R                    ,                 ,                        ,A                    ,R                    ,C                     ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,V                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,R                   ,R                 ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,R                        ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,NP16          ,120, 748,B, 17,H, 6,  70.00,    150.8000,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,                       ,C                        ,                                ,C                      ,F                    ,                 ,                        ,C                    ,F                    ,C                     ,                     ,                       ,                       ,                     ,C                           ,                             ,                          ,C                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,F                                ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,R                     ,                      ,                   ,                    ,C                  ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,R. reticulata     ,              ,120, 748,B, 17,H, 7,  10.00,    151.7000,Wei      ,Nannofossils                                 ,V              ,G                 ,C                      ,R                      ,C                        ,                                ,                       ,R                    ,                 ,                        ,V                    ,F                    ,F                     ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,A                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,R                   ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,C                        ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,NP16          ,120, 748,B, 17,H, 7,  70.00,    152.3000,Aubry    ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,                         ,                                ,C                      ,F                    ,                 ,                        ,C                    ,C                    ,                      ,                     ,                       ,                       ,                     ,C                           ,                             ,                          ,                           ,                           ,                    ,                            ,                ,R                 ,                   ,                ,F                                ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,F                     ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,NP16          ,120, 748,B, 17,H,CC,  15.00,    152.4700,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,F                      ,C                        ,                                ,C                      ,F                    ,                 ,                        ,C                    ,C                    ,                      ,                     ,                       ,                       ,                     ,                            ,                             ,                          ,C                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,F                     ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,R. reticulata     ,              ,120, 748,B, 18,H, 1,  10.00,    152.2000,Wei      ,Nannofossils                                 ,V              ,G                 ,C                      ,R                      ,C                        ,                                ,                       ,R                    ,                 ,                        ,V                    ,C                    ,F                     ,                     ,                       ,                       ,                     ,C                           ,                             ,                          ,A                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,R                   ,R                 ,.3%                                 ,.0%                                     ,.0%                             ,1.0%                               ,R                        ,                         ,                ,                      ,                      ,                   ,                    ,R                  ,R                       ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,NP16          ,120, 748,B, 18,H, 1,  70.00,    152.8000,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,                       ,C                        ,                                ,C                      ,F                    ,                 ,                        ,C                    ,C                    ,                      ,                     ,                       ,                       ,                     ,C                           ,C                            ,                          ,C                          ,                           ,                    ,                            ,                ,                  ,                   ,F               ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,F                     ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,R. reticulata     ,              ,120, 748,B, 18,H, 2,  10.00,    153.7000,Wei      ,Nannofossils                                 ,V              ,G                 ,C                      ,R                      ,A                        ,                                ,                       ,F                    ,                 ,                        ,V                    ,A                    ,F                     ,                     ,                       ,                       ,                     ,C                           ,                             ,                          ,A                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,F                 ,                                    ,                                        ,                                ,                                   ,F                        ,                         ,                ,                      ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,NP16          ,120, 748,B, 18,H, 2,  70.00,    154.3000,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,                       ,C                        ,                                ,C                      ,C                    ,R                ,                        ,C                    ,C                    ,C                     ,                     ,                       ,                       ,                     ,                            ,C                            ,                          ,C                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,F                     ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,R. reticulata     ,              ,120, 748,B, 18,H, 3,  10.00,    155.2000,Wei      ,Nannofossils                                 ,V              ,G                 ,C                      ,R                      ,C                        ,                                ,                       ,R                    ,                 ,                        ,V                    ,A                    ,C                     ,                     ,                       ,                       ,                     ,C                           ,                             ,                          ,A                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,R                 ,.9%                                 ,.0%                                     ,.0%                             ,16.6%                              ,F                        ,                         ,                ,                      ,                      ,                   ,                    ,R                  ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,NP16          ,120, 748,B, 18,H, 3,  70.00,    155.8000,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,                       ,C                        ,                                ,C                      ,C                    ,                 ,F                       ,C                    ,C                    ,C                     ,                     ,                       ,                       ,                     ,                            ,C                            ,C                         ,C                          ,                           ,                    ,                            ,                ,                  ,                   ,F               ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,R. reticulata     ,              ,120, 748,B, 18,H, 4,  10.00,    156.7000,Wei      ,Nannofossils                                 ,V              ,G                 ,A                      ,R                      ,A                        ,                                ,                       ,R                    ,                 ,                        ,V                    ,A                    ,C                     ,                     ,                       ,                       ,                     ,C                           ,                             ,                          ,A                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,R                   ,R                 ,                                    ,                                        ,                                ,                                   ,C                        ,                         ,                ,                      ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,NP16          ,120, 748,B, 18,H, 4,  70.00,    157.3000,Aubry    ,Nannofossils                                 ,A              ,M-P               ,                       ,                       ,C                        ,                                ,C                      ,C                    ,R                ,R                       ,C                    ,C                    ,C                     ,                     ,                       ,                       ,                     ,C                           ,C                            ,C                         ,C                          ,                           ,                    ,                            ,F               ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,R. reticulata     ,              ,120, 748,B, 18,H, 5,  10.00,    158.2000,Wei      ,Nannofossils                                 ,V              ,G                 ,A                      ,R                      ,A                        ,                                ,                       ,F                    ,                 ,                        ,A                    ,A                    ,F                     ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,A                          ,                           ,                    ,                            ,R               ,                  ,                   ,                ,                                 ,                       ,R                         ,                     ,F                   ,R                 ,.0%                                 ,.0%                                     ,.0%                             ,22.5%                              ,C                        ,                         ,                ,                      ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,NP16          ,120, 748,B, 18,H, 5,  70.00,    158.8000,Aubry    ,Nannofossils                                 ,A              ,G                 ,C                      ,                       ,C                        ,                                ,F                      ,C                    ,F                ,F                       ,C                    ,C                    ,                      ,                     ,                       ,                       ,                     ,C                           ,F                            ,                          ,                           ,                           ,                    ,                            ,F               ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,R. reticulata     ,              ,120, 748,B, 18,H, 6,  10.00,    159.7000,Wei      ,Nannofossils                                 ,V              ,G                 ,A                      ,R                      ,A                        ,                                ,                       ,F                    ,                 ,                        ,A                    ,A                    ,F                     ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,A                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,R                         ,                     ,R                   ,                  ,                                    ,                                        ,                                ,                                   ,A                        ,                         ,                ,                      ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,NP15              ,NP16          ,120, 748,B, 18,H, 6,  70.00,    160.3000,Aubry    ,Nannofossils                                 ,A              ,M/G               ,                       ,                       ,C                        ,                                ,C                      ,C                    ,                 ,F                       ,C                    ,C                    ,C                     ,                     ,R                      ,                       ,                     ,C                           ,C                            ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,R                  ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,R. reticulata     ,              ,120, 748,B, 18,H, 7,  10.00,    161.2000,Wei      ,Nannofossils                                 ,V              ,G                 ,C                      ,R                      ,A                        ,                                ,                       ,F                    ,                 ,R                       ,A                    ,C                    ,C                     ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,R                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,R                         ,                     ,R                   ,R                 ,                                    ,                                        ,                                ,                                   ,A                        ,                         ,                ,                      ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,                        ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
