Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Tectatodinium sp. III	Tectatodinium sp. II	Tectatodinium sp. I	Tectatodinium simplex	Tectatodinium pellitum	Spiniferites spp.	Spiniferites sp. "TS"	Spiniferites scabratus	Spiniferites rubinus	Spiniferites pseudofurcatus	Spiniferites elongatus	Spiniferites bentorii	Selenopemphix nephroides	Quinquecuspis spp.	Platycystidia sp. 1	Peridinium faeroense	Pediastrum sp.	Palaeostomocystis spp.	Operculodinium wallii	Operculodinium sp.	Operculodinium longispinigerum	Operculodinium israelianum	Operculodinium echigoense	Operculodinium crassum	Operculodinium centrocarpum	Nematosphaeropsis oblonga	Nematosphaeropsis lemniscata	Nematosphaeropsis labyrinthea	Melitasphaeridium choanophorum	Lingulodinium machaerophorum	Impletosphaeridium spp.	Impagidinium spp.	Impagidinium sphaericum	Impagidinium pallidum	Impagidinium multiplexum	Hystrichokolpoma sp.	Filisphaera filifera	Dinocyst sp. 1	Cymatiosphaera sp. 1	Cordosphaeridium sp. 1	Brigantedinium sp. group B	Brigantedinium sp. group A	Bitectatodinium tepikiense	Batiacasphaera sphaerica	Amiculosphaera umbracula	Achomosphaera sp. A	Achomosphaera ramulifera	Achomosphaera andalousiensis	?Labyrinthodinium sp. 1	Stelladinium reidii	Selenopemphix cf. sp. B	Polysphaeridium zoharyi	Multispinula minuta	Brigantedinium simplex	Comment

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  9	H	 4	  85.00	     78.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	C                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	C             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	R                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	C                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  9	H	 4	 103.00	     78.7300	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	R                     	-                    	-                       	-                 	                   	R                   	-             	                      	                     	                  	                              	R                         	                         	                      	C                          	                         	-                           	R                            	                              	R                           	                       	R                	                       	-                    	-                       	                    	-                   	              	                    	-                     	R                         	R                         	R                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	R                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	  9	H	 5	  35.00	     79.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	R                     	C                	-                    	-                     	-                   	                           	R                     	-                    	-                       	-                 	                   	R                   	-             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	-                           	R                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	R                         	-                         	C                         	                        	                        	-                  	-                       	R                           	                       	R                  	-                      	-                      	R                  	R                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	  9	H	 5	  85.00	     80.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	  9	H	CC	  28.00	     80.8800	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	 10	H	 1	  35.00	     83.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	 10	H	 1	  85.00	     83.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	 10	H	 1	 133.00	     84.0300	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	 10	H	 2	  35.00	     84.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	 10	H	 2	  85.00	     85.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	 10	H	 2	 135.00	     85.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM1 (Mudie1989)   	              	104	 644	A	 10	H	 3	  35.00	     86.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	R                 	                   	R                   	-             	                      	                     	                  	                              	R                         	                         	                      	R                          	                         	-                           	R                            	                              	R                           	                       	R                	                       	R                    	R                       	                    	-                   	              	                    	-                     	R                         	C                         	C                         	                        	                        	-                  	-                       	R                           	                       	R                  	-                      	-                      	-                  	R                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 10	H	 3	  85.00	     86.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	-                  	                     	-                     	C                	-                    	R                     	-                   	                           	-                     	-                    	-                       	-                 	                   	R                   	-             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	R                           	-                            	                              	R                           	                       	-                	                       	R                    	R                       	                    	?                   	              	                    	-                     	R                         	-                         	R                         	                        	                        	-                  	-                       	R                           	                       	-                  	-                      	-                      	?                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 10	H	 3	 135.00	     87.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	-                   	C                  	                     	-                     	R                	-                    	R                     	-                   	                           	-                     	-                    	-                       	-                 	                   	R                   	-             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	R                           	                             	                              	R                           	                       	-                	                       	R                    	-                       	                    	C                   	              	                    	-                     	C                         	-                         	C                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	?                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 10	H	 4	  35.00	     87.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	R                  	                     	-                     	R                	-                    	-                     	-                   	                           	R                     	R                    	-                       	R                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	A                          	                         	R                           	R                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	R                         	                        	                        	-                  	-                       	R                           	                       	-                  	R                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	 10	H	 4	  85.00	     88.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	 10	H	 4	 135.00	     88.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	                 	                 	                  	              	104	 644	A	 10	H	 5	  35.00	     89.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	B              	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 10	H	 5	  86.00	     89.5600	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	C                   	R                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	C                    	-                       	R                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	R                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	C                         	C                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	R                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 10	H	 5	 135.00	     90.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	C                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 11	H	 1	  35.00	     92.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	R                     	-                   	                           	R                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	A                          	                         	-                           	R                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	R                         	-                         	R                         	                        	                        	-                  	-                       	R                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 11	H	 1	  85.00	     93.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	R                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	R                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 11	H	 1	 135.00	     93.5500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	R                   	C                  	                     	-                     	-                	-                    	-                     	-                   	                           	C                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	R                           	-                            	                              	R                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	R                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 11	H	 2	  34.00	     94.0400	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	C                   	-                  	                     	-                     	R                	-                    	-                     	-                   	                           	R                     	R                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	R                           	-                            	                              	R                           	                       	-                	                       	-                    	R                       	                    	R                   	              	                    	-                     	-                         	-                         	C                         	                        	                        	-                  	-                       	R                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 11	H	 3	  34.00	     95.5400	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	C                  	                     	C                     	C                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	R             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	-                           	-                            	                              	-                           	                       	R                	                       	-                    	-                       	                    	-                   	              	                    	-                     	C                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	C                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 11	H	 5	  34.00	     98.5400	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	C                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	-                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 11	H	 5	  85.00	     99.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	-                	-                    	-                     	-                   	                           	-                     	-                    	C                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	-                          	                         	R                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	R                         	-                         	                        	                        	-                  	-                       	-                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 11	H	CC	  20.00	    101.7300	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	R                	R                    	-                     	R                   	                           	-                     	R                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	A                          	                         	R                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	R                   	              	                    	-                     	-                         	-                         	R                         	                        	                        	R                  	R                       	-                           	                       	R                  	-                      	R                      	R                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 12	H	 1	  35.00	    102.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                    	-                   	-                  	                     	-                     	A                	-                    	-                     	-                   	                           	-                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	R                         	                         	                      	R                          	                         	-                           	-                            	                              	-                           	                       	-                	                       	-                    	-                       	                    	-                   	              	                    	-                     	-                         	C                         	-                         	                        	                        	-                  	-                       	R                           	                       	-                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598

  SR	Pleistocene      	                 	PM2 (Mudie1989)   	              	104	 644	A	 12	H	 1	 135.00	    103.0500	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                    	R                   	-                  	                     	-                     	C                	-                    	-                     	R                   	                           	R                     	-                    	-                       	-                 	                   	-                   	-             	                      	                     	                  	                              	-                         	                         	                      	C                          	                         	R                           	R                            	                              	R                           	                       	-                	                       	-                    	-                       	                    	R                   	              	                    	-                     	-                         	R                         	R                         	                        	                        	-                  	C                       	-                           	                       	R                  	-                      	-                      	-                  	-                     	from ODP 104  SR  Chapter 31  Figure 9  p 598
