leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
85,573,A,1,1,0.0,150.0,4.50,4.50,6.00,NP, RAD FORAM DIATOM NANNOFOSSIL OOZE," PALE BROWN,BROWN GRAY"," MOTTLING,BANDING", GREATLY DISTURBED TO MODERATELY DISTURBED,,,,, SOFT, 11111110,a35eebe2b1315055295af4e360ec2e21
85,573,A,1,2,0.0,150.0,4.50,6.00,7.50,NP, RAD FORAM DIATOM NANNOFOSSIL OOZE, BROWNS, MOTTLING, GREATLY DISTURBED TO UNDISTURBED,,,,, SOFT, 00000000,fafc6109bf54b8a91f01cbd154cad640
85,573,A,1,3,0.0,150.0,4.50,7.50,9.00,NP, RAD FORAM DIATOM NANNOFOSSIL OOZE, BROWNS, MOTTLING, UNDISTURBED,,,,, SOFT, 00000000,0a975ee54ba2b1e92bafc683a27c7d43
85,573,A,1,4,0.0,145.0,4.50,9.00,10.45,NP, RAD FORAM DIATOM NANNOFOSSIL OOZE," BROWN,WHITE,PALE BLUE WHITE", MOTTLING, UNDISTURBED,,,,, SOFT, 00000000,d03e97fc644846c020fc1c867695cc72
85,573,A,1,5,0.0,143.0,4.50,10.50,11.93,NP, SILICEOUS FORAM NANNOFOSSIL OOZE," WHITE,GRAY,PURPLE"," BURROWS,LAMINAE", UNDISTURBED,, PYRITE,,, SOFT, 00000000,4c96e0cf84472f8e461279efda31eb44
85,573,A,1,6,0.0,150.0,4.50,12.00,13.50,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," WHITE,LIGHT GREEN GRAY", MOTTLING, UNDISTURBED,,,,, SOFT, 00000000,81fa3232a64a288419ce569630bbf6fe
85,573,A,1,7,0.0,52.0,4.50,13.50,14.02,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," WHITE,LIGHT GREEN GRAY",, UNDISTURBED,,,,, SOFT, 00000000,28a49e3071494059fa2977a9f8261fce
85,573,A,1,CC,0.0,18.0,4.50,14.13,14.21,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," WHITE,LIGHT GREEN GRAY",, UNDISTURBED,,,,, SOFT, 00000000,c3eb7d81187b0cad0c36a1552038ee22
85,573,A,2,1,0.0,150.0,14.00,14.00,15.50,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," PALE BROWN,BROWNISH GRAY,GREENISH GRAY,WHITE", BANDING, MODERATELY DISTURBED TO UNDISTURBED,,,,, SOFT, 00000000,8633e5953e9fc7cb981e207802286e54
85,573,A,2,2,0.0,150.0,14.00,15.50,17.00,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," LIGHT GREEN GRAY,LIGHT GRAY,WHITE"," MOTTLING,BURROWS", UNDISTURBED,, PYRITE,,, SOFT, 00000000,81537480770f840374c38d979c817b44
85,573,A,2,3,0.0,150.0,14.00,17.00,18.50,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," WHITE,LIGHT GRAY,PALE YELLOW",, UNDISTURBED,,,,, SOFT, 00000000,00a596524a51c86c5952c2145651d658
85,573,A,2,4,0.0,145.0,14.00,18.50,19.95,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," GRAY,WHITE,PALE BROWN,LIGHT GRAY", BANDING, UNDISTURBED,,,,, SOFT, 00000000,b6bf09832eaa647acf786d3f2d89c360
85,573,A,2,5,0.0,150.0,14.00,20.00,21.50,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," GRAY,WHITE,PALE BROWN,LIGHT GRAY", BURROWS, UNDISTURBED,,,,, SOFT, 00000000,539fc28402287666622fbf68f33a9f6f
85,573,A,2,6,0.0,43.0,14.00,21.50,21.93,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," GRAY,WHITE,PALE BROWN,LIGHT GRAY",, UNDISTURBED,,,,, SOFT, 21112220.2210.1210,6170d24e6426bc26ab65fd9733a2c988
85,573,A,2,CC,0.0,19.0,14.00,22.04,22.13,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," PALE BROWN,WHITE",, UNDISTURBED,,,,, SOFT, 21112220.2210.1210,cd76e59f600aa90811b6f65f08312015
85,573,A,3,1,0.0,150.0,22.10,22.10,23.60,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," LIGHT GRAY,WHITE,PALE BROWN",, GREATLY DISTURBED TO SLIGHTLY DISTURBED,,,,, SOFT, 21112220.2210.1210,b2b5c0644536a98a2bf41a01bb05f41b
85,573,A,3,2,0.0,150.0,22.10,23.60,25.10,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," LIGHT GRAY,WHITE,PALE BROWN",, GREATLY DISTURBED TO SLIGHTLY DISTURBED,,,,, SOFT, 00000000,a89166cf696fec454ea02a6ff1b694e5
85,573,A,3,3,0.0,150.0,22.10,25.10,26.60,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," LIGHT GRAY,WHITE,PALE BROWN",, GREATLY DISTURBED TO SLIGHTLY DISTURBED,,,,, SOFT, 00000000,35d348c0e15d969c5c3c4ffdefba3b0e
85,573,A,3,4,0.0,150.0,22.10,26.60,28.10,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," LIGHT GRAY,WHITE,PALE BROWN", BURROWS, UNDISTURBED,,,,, SOFT, 00000000,7551011eee136d24c9e038d2a16294b7
85,573,A,3,5,0.0,145.0,22.10,28.10,29.55,IJ, SILICEOUS FORAM NANNOFOSSIL OOZE," LIGHT GRAY,WHITE,PALE BROWN", BURROWS, UNDISTURBED,,,,, SOFT, 00000000,090b902b86a307bc1de23322ee02f7b1
