Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
133, 814,A,Post Moratorium          ,       4.120,    0.275000,FO Emiliania huxleyi
,,,,,,
133, 814,A,Post Moratorium          ,      10.010,    0.470000,LO Pseudoemiliania lacunosa
,,,,,,
133, 814,A,Post Moratorium          ,      21.010,    0.930000,Small Gephyrocapsa acme top
,,,,,,
133, 814,A,Post Moratorium          ,      33.510,    1.890000,LO Discoaster brouweri
,,,,,,
133, 814,A,Post Moratorium          ,      41.510,    2.340000,LO Discoaster pentaradiatus
,,,,,,
133, 814,A,Post Moratorium          ,      44.510,    2.410000,LO Discoaster surculus
,,,,,,
133, 814,A,Post Moratorium          ,      53.400,    2.600000,LO Discoaster tamalis
,,,,,,
133, 814,A,Post Moratorium          ,      66.830,    3.460000,LO Sphenolithus abies
,,,,,,
133, 814,A,Post Moratorium          ,      76.000,    5.430000,LO Discoaster quinqueramus
,,,,,,
133, 814,A,Post Moratorium          ,     114.000,   13.600000,LO Sphenolithus heteromorphus
,,,,,,
133, 814,A,Post Moratorium          ,     241.760,   17.100000, 
,,,,,,
