leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
1,4,A,MAESTRICHTIAN,CAMPANIAN,72.8,77.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   65,   78, 71.5,DSDP INITIAL REPORTS
1,4,A,CENOMANIAN,ALBIAN,114.3,115.6,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   92,  108,  100,DSDP INITIAL REPORTS
