leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
87,582,B,1,CC,0.0,6.0,48.50,48.60,48.56,AJS, MUD,,,,,,,, SOFT, 00000000,701fbc5eb86c7b591acfc1a11890a48f
87,582,B,2,1,0.0,150.0,58.20,58.20,59.70,AJS," MUD,SAND",,,,,,,, SOFT, 00000000,3d121269892b660bf3f2770f8fc7057d
87,582,B,2,2,0.0,140.0,58.20,59.70,61.10,AJS, MUD,,,,,,,, SOFT, 00000000,f31c4c29c5fb3caa1333f75efd6558bf
87,582,B,2,3,0.0,150.0,58.20,61.20,62.70,AJS, MUD,,,,,,,, SOFT, 00000000,af02cb9c4e1417113d05c90c61ac7aee
87,582,B,2,4,0.0,150.0,58.20,62.70,64.20,AJS, MUD,,,,,,,, SOFT, 00000000,87626cb2330962c7b52529bd692827ca
87,582,B,2,5,0.0,16.0,58.20,64.20,64.36,AJS, MUD,,,,,,,, SOFT, 00000000,678a6d9792421c65fd17e509d976b3dc
87,582,B,2,CC,0.0,10.0,58.20,64.48,64.48,AJS, MUD,,,,,,,, SOFT, 00000000,6224dede69e51c7ae570d793d7090e52
87,582,B,3,1,0.0,135.0,67.90,67.90,69.25,AJS, MUD,,,,,,,, SOFT, 00000000,d507a479211369cfaf409c732f177962
87,582,B,3,2,0.0,140.0,67.90,69.40,70.80,AJS, MUD,,,,,,,, SOFT, 00000000,51a00fa24acdc6c00e223eebedd9a532
87,582,B,3,3,0.0,140.0,67.90,70.90,72.30,AJS, MUD,,,,,,,, SOFT, 00000000,a0cbfe429c9190addf77dcd2aa5f469a
87,582,B,3,CC,0.0,17.0,67.90,72.50,72.57,AJS, MUD,,,,,,,, SOFT, 00000000,caa03246836ef8d0fae6c7d07d86d87f
87,582,B,5,1,0.0,116.0,87.30,87.30,88.46,JC, MUD,,,,,,,, SOFT, 00000000,8781e34e6a7342b62fa2acf5cb57f63f
87,582,B,5,2,0.0,150.0,87.30,88.80,90.30,JC, MUD,,,,,,,, SOFT, 00000000,00f19b7ce536913555b8e0bb7b79a58d
87,582,B,5,3,0.0,74.0,87.30,90.30,91.04,JC, MUD,,,,,,,, SOFT, 00000000,de4474e62b3aa54836cde0e49d51c3c6
87,582,B,5,CC,0.0,20.0,87.30,91.28,91.38,JC, MUD,,,,,,,, SOFT, 33213000,4ce7d2333e9e7e0ee748b24e4ce38877
87,582,B,7,1,0.0,150.0,106.50,106.50,108.00,JC, MUD,,,,,,,, SOFT, 33213000,24c47b565fe637e4296192c1e0dfac18
87,582,B,7,2,0.0,150.0,106.50,108.00,109.50,JC, MUD,,,,,,,, SOFT, 00000000,105819e29d616fb9e51c4fb9d9df11e4
87,582,B,7,3,0.0,150.0,106.50,109.50,111.00,JC, MUD,,,,,,,, SOFT, 33213000,4e14647746215f09b07515b0d839b76c
87,582,B,7,4,0.0,150.0,106.50,111.00,112.50,JC, MUD,,,,,,,, SOFT, 00000000,078016e1ae7eda4474276d3536e80e3b
87,582,B,7,5,0.0,150.0,106.50,112.50,114.00,JC, MUD,,,,,,,, SOFT, 00000000,b6bc492e016e1102204ad5d51dfbaf2a
87,582,B,7,6,0.0,138.0,106.50,114.00,115.38,JC, MUD,,,,,,,, SOFT, 00000000,7ab54e94cfabd4359e88fe80ed207b23
87,582,B,7,7,0.0,132.0,106.50,115.50,116.82,JC, MUD,,,,,,,, SOFT, 00000000,f8fd6591e78a9f182aea12c65ab4d54a
87,582,B,7,CC,0.0,31.0,106.50,116.97,117.18,JC, MUD,,,,,,,, SOFT, 00000000,fe2bbe805337156b79a5aca0f9d93b17
87,582,B,8,1,0.0,89.0,116.10,116.10,116.99,JC, MUD,,,,,,,, SOFT, 00000000,7a1f2749abb6ec64efec431ad9bb9d83
87,582,B,8,2,0.0,140.0,116.10,117.60,119.00,JC, MUD,,,,,,,, SOFT, 00000000,794ab820d2252af63543eb7cb98031d9
87,582,B,8,3,0.0,66.0,116.10,119.10,119.76,JC, MUD,,,,,,,, SOFT, 00000000,36e843e99319ec2a94c56e047e3f730f
87,582,B,8,CC,0.0,20.0,116.10,119.99,120.09,JC, MUD,,,,,,,, SOFT, 00000000,7a2179eb241287ce0a78d4cb47952953
87,582,B,9,1,0.0,150.0,125.80,125.80,127.30,JC, MUD,,,,,,,, SOFT, 00000000,5230e65d7b5d757ce4851fe54d349ca8
87,582,B,9,2,0.0,76.0,125.80,127.30,128.06,JC, MUD,,,,,,,, SOFT, 00000000,38a51a123df916f8266a55e03cc4fa4e
87,582,B,9,CC,0.0,10.0,125.80,128.22,128.22,JC," MUD,SAND",,,,,,,, SOFT, 00000000,dd5c412ddaea30de6e6418ec0a8148ed
87,582,B,10,1,0.0,66.0,135.50,135.50,136.16,JC, MUD,,,,,,,, SOFT, 00000000,52a1cde2992ad6d7ad023fe935584ec2
87,582,B,10,1,120.0,150.0,135.50,136.70,137.00,JC, MUD,,,,,,,, SOFT, 00000000,be9a9024cb2dc43b4848d21d9249224c
87,582,B,10,2,0.0,150.0,135.50,137.00,138.50,JC, MUD,,,,,,,, SOFT, 00000000,fb8350a62e53171cdd4e23e5ec57d2a9
87,582,B,10,3,0.0,90.0,135.50,138.50,139.40,JC, MUD,,,,,,,, SOFT, 00000000,47b9c7a24efc745efebb1ee40743020b
87,582,B,10,4,0.0,150.0,135.50,140.00,141.50,JC, MUD,,,,,,,, SOFT, 00000000,50eb9f1407110d7be2cce39fab8506d1
87,582,B,10,5,0.0,140.0,135.50,141.50,142.90,JC, MUD,,,,,,,, SOFT, 00000000,ea42686cbbf88667b073ea56ca2ae340
87,582,B,10,6,0.0,130.0,135.50,143.00,144.30,JC, MUD,,,,,,,, SOFT, 00000000,f8dbafbd3e589adb7e0641aea099a0b5
87,582,B,10,CC,0.0,11.0,135.50,144.43,144.44,JC, MUD,,,,,,,, SOFT, 00000000,91c27cfc9e6b4d3ed0000f041644cf29
87,582,B,11,CC,4.0,11.0,145.20,145.24,145.31,JC, MUD,,,,,,,, SOFT, 00000000,ac0f61e56658ade7ccf2636738b41717
87,582,B,12,1,0.0,133.0,154.80,154.80,156.13,AJS, MUD,,,,,,,, SOFT, 00000000,09b0e1478c7f1049f1f1c5d73bf9be23
87,582,B,13,1,0.0,44.0,164.40,164.40,164.84,AJS, MUD,,,,,,,, SOFT, 00000000,c2f6be57075568b7587b500f011ae8d4
87,582,B,13,CC,0.0,12.0,164.40,164.96,164.98,AJS, MUD,,,,,,,, SOFT, 00000000,6fa477c5ef9c9f19fce7015b99e44964
87,582,B,14,1,0.0,150.0,174.00,174.00,175.50,AJS, MUD,,,,,,,, SOFT, 00000000,208f7495dce59ae4bc9664059948d2bf
87,582,B,14,2,0.0,115.0,174.00,175.50,176.65,AJS, MUD,,,,,,,, SOFT, 00000000,e1b38ea74335d0f6abcadd7a982cf4a4
87,582,B,14,3,23.0,150.0,174.00,177.23,178.50,AJS, MUD,,,,,,,, SOFT, 00000000,051edc35eb58c44c642795db72e4cd69
87,582,B,14,4,0.0,135.0,174.00,178.50,179.85,AJS, MUD,,,,,,,, SOFT, 00000000,0334265cbcf26cfe88194fc3d4c6ad94
87,582,B,14,5,0.0,140.0,174.00,180.00,181.40,AJS, MUD,,,,,,,, SOFT, 00000000,312f51daea2386126e63b90f5c353de6
87,582,B,14,6,0.0,100.0,174.00,181.50,182.50,AJS, MUD,,,,,,,, SOFT, 00000000,ec0ad31ba078bc4077f0027a68c93215
87,582,B,14,7,0.0,32.0,174.00,183.00,183.32,AJS, MUD,,,,,,,, SOFT, 00000000,a9ed4f498a414705e6939de082d2315d
