Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix longissima,Thalassiosira sp. B,Thalassiosira pacifica,Thalassiosira oestrupii,Thalassiosira lineata,Thalassiosira jouseae,Thalassiosira eccentrica,Thalassionema schraderi,Thalassionema nitzschioides,Stephanopyxis spp.,Rhizosolenia bergonii,Rhaphoneis paralis,Pseudopodosira spp.,Paralia sulcata,Neodelphineis pelagica,Melosira westii,Melosira architecturalis,Koizumia tatsunokuchiensis,Freshwater species,Diploneis spp.,Cymatosira immunis,Coscinodiscus radiatus,Chaetoceros spp. (resting spores),Biddulphia spp.,Actinoptychus senarius,Actinocyclus octonarius,Thalassiosira convexa,Stephanopyxis turris,Rhizosolenia styliformis,Rhizosolenia hebetata,Rhaphoneis spp.,Rhaphoneis amphiceros,Koizumia adaroi,Hyalodiscus sp. A,Hemidiscus ovalis,Goniothecium sp.,Delphineis spp.,Cyclotella striata,Coscinodiscus marginatus,Azpeitia nodulifera,Trachyneis aspera,Thalassiothrix acuta,Thalassionema nitzschioides  var. parva,Grammatophora spp.,Cavitatus jouseanus,Bacteriastrum spp.,Actinocyclus curvatulus,Hemiaulus spp.,Delphineis surirella,Thalassiosira spp.,Thalassionema hirosakiensis,Cyclotella styroleum,Nitzschia cylindrica,Triceratium spp.,Azpeitia vetustissima,Rhizosolenia setigera,Proboscia alata,Melosira spp.,Glyphodesmis acus,Nitzschia fossilis,Thalassiosira nidulus,Trigonium alternans,Thalassiothrix frauenfeldii,Nitzschia marina,Azpeitia tabularis,Asterolampra sp.,Actinoptychus splendens,Planktoniella  sol,Hantzschia amphioxys,Cyclotella sp.,Thalassiosira sp. C,Delphineis angustata,Coscinodiscus obscurus,Rhizosolenia spp.,Nitzschia lorenziana,Nitzschia constricta,Thalassiosira zabellinae,Porosira pseudodenticulata,Thalassionema bacillaris,Nitzschia jouseae,Nitzschia bicapitata,Lyrella hennedyii,Hemidiscus cuneiformis,Synedra indica,Denticulopsis dimorpha,Coscinodiscus nitidus,Coscinodiscus denarius,Thalassiosira symmetrica,Thalassiosira tetraoestrupii,Nitzschia reinholdii,Epithemia spp.,Coscinodiscus perforatus,Thalassiosira leptopus,Thalassiosira ferelineata,Thalassiosira trifulta,Roperia tesselata,Actinocyclus ingens,Thalassiosira plicata,Thalassiosira anguste-lineata,Hyalodiscus sp. B,Thalassiosira manifesta,Tetracyclus emarginatus,Nitzschia granulata,Actinoptychus heliopelta,Rossiella paleacea,Porosira glacialis,Nitzschia rolandii,Nitzschia panduriformis,Actinocyclus elongatus,Thalassiosira symbolophora,Denticulopsis hustedtii,Coscinodiscus aff. C. antimimos,Bacillaria paxillifer,Actinoptychus intermedius,Coscinodiscus plicatus,Plagiogramma sp.,Cyclotella sp. 1,Actinocyclus spp.,Synedra ulna,Coscinodiscus spp.,Thalassiothrix robusta,Stauroneis spp.,Asteromphalus arachne,Nitzschia spp.,Azpeitia africana,Actinoptychus vulgaris,Pleurosigma spp.,Fragilariopsis doliolus,Rossiella spp.,Neodenticula seminae,Coscinodiscus oculus-iridis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A,  9,H, 5,  49.00,     67.8900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,                           ,                  ,                     ,                  ,                   ,               ,                      ,               ,                        ,                          ,0                 ,              ,                  ,                      ,0                                ,               ,                      ,                       ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 0; Age Est 1.63Ma; Abundance 0 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A,  9,H, 6, 114.00,     70.0400,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,                           ,                  ,                     ,                  ,                   ,1              ,                      ,               ,                        ,                          ,0                 ,              ,                  ,                      ,0                                ,               ,                      ,                       ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 1; Age Est 1.65Ma; Abundance 0.61 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 10,H, 2,  49.00,     72.7900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,                        ,                       ,                           ,                  ,                     ,                  ,3                  ,26             ,                      ,1              ,                        ,                          ,1                 ,              ,                  ,                      ,2                                ,               ,                      ,                       ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,                    ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,1                  ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 32; Age Est 1.69Ma; Abundance 19.7 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 10,H, 4,  49.00,     75.7400,Okada    ,Diatoms                                      ,               ,                  ,2                        ,                   ,                      ,16                     ,                     ,1                    ,4                       ,                       ,31                         ,                  ,1                    ,                  ,3                  ,94             ,                      ,30             ,                        ,                          ,4                 ,6             ,                  ,3                     ,51                               ,1              ,3                     ,                       ,                     ,7                   ,                        ,                     ,               ,1                    ,               ,                 ,                 ,                ,               ,                  ,1                       ,2                  ,                 ,                    ,                                       ,2                 ,                   ,                  ,1                      ,              ,4                   ,2                 ,                           ,                    ,                    ,2               ,                     ,1                    ,               ,             ,                 ,3                 ,                     ,                   ,                           ,2               ,                  ,                ,                       ,1                 ,                    ,              ,1                  ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,1                       ,                 ,                    ,                 ,1                     ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,1                     ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,3                 ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,1             ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 233; Age Est 1.79Ma; Abundance 479 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 10,H, 5, 114.00,     77.8900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,2                      ,                     ,1                    ,2                       ,                       ,11                         ,                  ,1                    ,                  ,3                  ,125            ,                      ,35             ,                        ,                          ,0                 ,2             ,                  ,1                     ,20                               ,1              ,4                     ,                       ,                     ,5                   ,5                       ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,1                 ,1                       ,1                  ,                 ,                    ,                                       ,1                 ,                   ,                  ,                       ,              ,10                  ,                  ,                           ,1                   ,                    ,                ,                     ,                     ,               ,             ,                 ,1                 ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,1                   ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 213; Age Est 1.86Ma; Abundance 326 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 10,H, 7,  49.00,     80.2400,Okada    ,Diatoms                                      ,               ,                  ,1                        ,                   ,                      ,2                      ,                     ,                     ,1                       ,                       ,2                          ,                  ,                     ,                  ,9                  ,137            ,                      ,43             ,1                       ,                          ,1                 ,1             ,                  ,                      ,26                               ,1              ,                      ,                       ,                     ,4                   ,                        ,                     ,               ,1                    ,               ,                 ,                 ,                ,               ,                  ,                        ,1                  ,                 ,                    ,                                       ,1                 ,                   ,                  ,                       ,              ,5                   ,                  ,                           ,1                   ,                    ,                ,                     ,                     ,               ,             ,                 ,1                 ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,1             ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,1                  ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,3               ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 216; Age Est 1.94Ma; Abundance 130 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 11,H, 1, 114.00,     81.5400,Okada    ,Diatoms                                      ,               ,                  ,1                        ,1                  ,1                     ,16                     ,1                    ,                     ,3                       ,                       ,17                         ,1                 ,                     ,                  ,1                  ,123            ,                      ,21             ,                        ,                          ,5                 ,8             ,                  ,3                     ,34                               ,1              ,3                     ,3                      ,                     ,21                  ,                        ,                     ,               ,1                    ,               ,                 ,                 ,                ,               ,                  ,6                       ,3                  ,1                ,                    ,                                       ,1                 ,                   ,                  ,                       ,              ,8                   ,1                 ,                           ,                    ,                    ,1               ,                     ,                     ,               ,             ,                 ,2                 ,                     ,                   ,                           ,1               ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,1             ,                      ,                     ,                      ,                        ,2                           ,                    ,              ,                        ,                      ,1                        ,2                     ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,1                 ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,1           ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 260; Age Est 1.97Ma; Abundance 525 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 11,H, 2, 114.00,     83.0400,Okada    ,Diatoms                                      ,               ,                  ,1                        ,                   ,2                     ,3                      ,2                    ,                     ,                        ,                       ,14                         ,                  ,                     ,                  ,7                  ,86             ,                      ,14             ,                        ,                          ,6                 ,              ,                  ,                      ,30                               ,               ,4                     ,2                      ,                     ,1                   ,2                       ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,1                 ,                   ,                  ,                       ,              ,6                   ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,1            ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,1                ,                      ,1             ,                      ,                     ,                      ,                        ,                            ,                    ,1             ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,1             ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 154; Age Est 2Ma; Abundance 95.4 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 11,H, 4,  49.00,     85.3900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,1                     ,21                     ,                     ,                     ,2                       ,                       ,11                         ,                  ,1                    ,                  ,2                  ,113            ,                      ,18             ,                        ,                          ,1                 ,4             ,                  ,1                     ,47                               ,1              ,1                     ,6                      ,                     ,                    ,                        ,                     ,               ,2                    ,               ,                 ,                 ,                ,               ,                  ,21                      ,1                  ,                 ,                    ,                                       ,1                 ,                   ,                  ,                       ,              ,4                   ,                  ,                           ,1                   ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,1             ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,2                  ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,1                    ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 215; Age Est 2.04Ma; Abundance 431 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 11,H, 5, 114.00,     87.5400,Okada    ,Diatoms                                      ,               ,                  ,                         ,1                  ,                      ,2                      ,                     ,                     ,1                       ,                       ,11                         ,                  ,                     ,                  ,                   ,86             ,                      ,13             ,                        ,                          ,2                 ,1             ,                  ,1                     ,59                               ,               ,                      ,                       ,                     ,2                   ,                        ,                     ,               ,                     ,               ,1                ,                 ,                ,               ,                  ,7                       ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,4                   ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,1                 ,                     ,                   ,                           ,                ,                  ,                ,1                      ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,1                       ,                 ,                    ,1                ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,1              ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 137; Age Est 2.08Ma; Abundance 83.5 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 11,H,CC,  29.00,     90.3900,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,1                      ,                     ,                     ,                        ,                       ,1                          ,                  ,                     ,                  ,3                  ,38             ,                      ,6              ,2                       ,                          ,0                 ,              ,                  ,1                     ,9                                ,               ,                      ,                       ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,1                       ,                   ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,2                   ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,1                ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,1                      ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,1                ,            ,                  ,1                     ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 58; Age Est 2.14Ma; Abundance 35 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 12,H, 2, 114.00,     92.5400,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,1                    ,                     ,                        ,                       ,3                          ,                  ,                     ,                  ,9                  ,72             ,                      ,10             ,1                       ,                          ,7                 ,3             ,                  ,                      ,8                                ,2              ,2                     ,                       ,                     ,                    ,                        ,                     ,               ,                     ,               ,1                ,                 ,                ,               ,                  ,                        ,                   ,                 ,                    ,                                       ,1                 ,                   ,                  ,                       ,              ,2                   ,1                 ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,1                 ,                     ,                   ,                           ,                ,1                 ,                ,1                      ,                  ,                    ,1             ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,1                ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,2                  ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,1                 ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 122; Age Est 2.18Ma; Abundance 73.7 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 12,H, 4, 114.00,     95.5400,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,3                     ,3                      ,                     ,                     ,                        ,                       ,7                          ,                  ,                     ,                  ,8                  ,136            ,                      ,16             ,                        ,                          ,5                 ,4             ,                  ,2                     ,13                               ,2              ,3                     ,1                      ,                     ,1                   ,                        ,                     ,               ,2                    ,               ,1                ,                 ,                ,               ,                  ,                        ,                   ,2                ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,3                   ,1                 ,                           ,                    ,                    ,1               ,                     ,                     ,               ,             ,                 ,                  ,                     ,1                  ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,1                   ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,1                ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 202; Age Est 2.24Ma; Abundance 121 10^4/g; from 164SR.Ch 35.Table 1.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,164, 997,A, 12,H, 6,  49.00,     97.8100,Okada    ,Diatoms                                      ,               ,                  ,                         ,                   ,                      ,                       ,                     ,                     ,1                       ,                       ,                           ,                  ,                     ,                  ,3                  ,7              ,                      ,3              ,                        ,                          ,0                 ,              ,                  ,                      ,6                                ,               ,                      ,                       ,                     ,                    ,                        ,                     ,               ,                     ,               ,                 ,                 ,                ,               ,                  ,                        ,1                  ,                 ,                    ,                                       ,                  ,                   ,                  ,                       ,              ,1                   ,                  ,                           ,                    ,                    ,                ,                     ,                     ,               ,             ,                 ,                  ,                     ,                   ,                           ,                ,                  ,                ,                       ,                  ,                    ,              ,                   ,                    ,                      ,                 ,                    ,                    ,                        ,                          ,                        ,                 ,                    ,                 ,                      ,              ,                      ,                     ,                      ,                        ,                            ,                    ,              ,                        ,                      ,                         ,                      ,                 ,                   ,                     ,                             ,                 ,                       ,                       ,                   ,                        ,                  ,                  ,                  ,                       ,                      ,                          ,                       ,                               ,                     ,                         ,                      ,                ,                ,                 ,            ,                  ,                      ,               ,                     ,              ,                 ,                      ,                ,                       ,              ,                    ,                           ,Total Diatom Count 16; Age Est 2.28Ma; Abundance 9.4 10^4/g; from 164SR.Ch 35.Table 1.
