leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
87,583,,UPPER QUATERNARY,,0.0,40.9,,NO AGE GIVEN,,NO AGE GIVEN,    0,  0.8,  0.4,INITIAL CORE DESCRIPTIONS
87,583,,#PROV. MQUAT,,40.9,92.0,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,INITIAL CORE DESCRIPTIONS
87,583,,UPPER QUATERNARY,LOWER QUATERNARY,92.0,97.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,  1.8,  0.9,INITIAL CORE DESCRIPTIONS
87,583,,#PROV. MQUAT,,97.0,102.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,INITIAL CORE DESCRIPTIONS
87,583,,UPPER QUATERNARY,LOWER QUATERNARY,107.0,150.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,  1.8,  0.9,INITIAL CORE DESCRIPTIONS
