Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
182,1127,B,Shipboard                ,      19.330,    0.250000,E. huxleyi
,,,,,,
182,1127,B,Shipboard                ,     158.750,    0.450000,P. lacunosa
,,,,,,
182,1127,B,Shipboard                ,     234.780,    0.650000,G. tosaensis
,,,,,,
182,1127,B,Shipboard                ,     284.800,    0.880000,R. asanoi
,,,,,,
182,1127,B,Shipboard                ,     313.330,    1.080000,R. asanoi
,,,,,,
182,1127,B,Shipboard                ,     343.400,    0.780000,Brunhes/Matuyama
,,,,,,
182,1127,B,Shipboard                ,     352.320,    1.670000,C. macintyrei
,,,,,,
182,1127,B,Shipboard                ,     380.700,    0.990000,Jaramillo
,,,,,,
182,1127,B,Shipboard                ,     422.710,    2.000000,G. truncatulinoides
,,,,,,
182,1127,B,Shipboard                ,     463.280,    2.090000,G. inflata
,,,,,,
182,1127,B,Shipboard                ,     469.920,    4.200000,Z. nepenthes
,,,,,,
182,1127,B,Shipboard                ,     483.970,    5.800000,G. dehiscens
,,,,,,
182,1127,B,Shipboard                ,     504.430,   13.600000,S. heteromorphus
,,,,,,
