Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Triquetrorhabdulus carinatus	Sphenolithus predistentus	Sphenolithus moriformis	Sphenolithus distentus/ciperoensis	Sphenolithus distentus	Sphenolithus dissimilis	Sphenolithus conicus	Reticulofenestra lockerii	Pontosphaera multipora	Helicosphaera obliqua	Helicosphaera intermedia	Discoaster lidzi	Discoaster deflandrei	Cyclicargolithus floridanus	Cyclicargolithus abisectus	Coronocyclus nitescens	Coccolithus pelagicus	Coccolithus eopelagicus	Sphenolithus ciperoensis	Helicosphaera recta	Helicosphaera euphratis	Helicosphaera truempyi	Discoaster calculosus	Discoaster druggii (small)	Dictyococcites bisectus	Helicosphaera gartneri	Helicosphaera euphratis/imtermedia	Discoaster nephados	Reticulofenestra gartneri	Triquetrorhabdulus auritus	Sphenolithus compactus	Sphenolithus capricornutus	Reticulofenestra minutula	Reticulofenestra haqii	Discoaster saundersi	Discoaster adamanteus	Triquetrorhabdulus milowii/auritus	Orthorhabdus serratus	Helicosphaera kamptneri	Discoaster druggii	Coronocyclus nitescens (circular)	Tetralithoides symeonidesii	Discoaster divaricatus	Clausicoccus sp. cf. C. fenestratus	Helicosphaera stalis	Helicosphaera scissura	Coccolithus miopelagicus	Reticulofenestra minuta	Helicosphaera mediterranea	Discoaster exilis	Discoaster calcaris	Helicosphaera ampliaperta	Geminilithella rotula	Sphenolithus belemnos	Discoaster icarus	Sphenolithus elongatus	Hayaster perplexus	Calcidiscus macintyrei	Solidopons petrae	Helicosphaera elongata	Coccolithus pelagicus (w/ bar)	Sphenolithus heteromorphus	Calcidiscus leptoporus	Discoaster sp. cf. D. exilis	Helicosphaera acuta	Discoaster sp. cf. D. variabilis	Discoaster petaliformis	Sphenolithus abies	Discoaster sanmiguelensis	Discoaster variabilis	Reticulofenestra pseudoumbilicus	Reticulofenestra ampliumbilicus	Coronocyclus nitescens (oval)	Catinaster mexicanus	Discoaster braarudii	Triquetrorhabdulus rugosus	Discoaster pseudovariabilis	Sphenolithus neoabies	Discoaster kugleri	Discoaster challengeri	Scapholithus fossilis	Helicosphaera rhomba	Discoaster moorei	Discoaster bollii	Discoaster asymmetricus	Pontosphaera plana	Helicosphaera orientalis	Discoaster brouweri	Discoaster sp. cf. D. bolli	Catinaster coalitus	Discoaster triradiatus	Discoaster hamatus	Catinaster calyculus	Helicosphaera granulata	Discoaster signus	Discoaster neorectus	Minylitha convallis	Discoaster prepentaradiatus	Discoaster pentaradiatus	Gephyrocapsa spp. (small)	Florisphaera profunda	Discoaster neohamatus	Discoaster berggrenii	Discoaster quinqueramus	Discoaster surculus	Amaurolithus delicatus	Discoaster tamalis	Helicosphaera sellii	Amaurolithus amplificus	Amaurolithus primus	Pontosphaera indooceanica	Pontosphaera japonica	Discoaster tristellifer	Discoaster quadramus	Amaurolithus tricorniculatus	Discoaster blackstockae	Syracosphaera pulchra	Rhabdosphaera clavigera	Ceratolithus armatus/rugosus	Ceratolithus armatus	Ceratolithus acutus	Discoaster pansus	Ceratolithus rugosus	Pseudoemiliania lacunosa (small)	Gephyrocapsa aperta	Pseudoemiliania lacunosa	Ceratolithus cristatus	Helicosphaera burkei	Umbilicosphaera sibogae	Gephyrocapsa caribbeanica	Reticulofenestra astoni	Helicosphaera hyalina	Gephyrocapsa oceanica	Helicosphaera inversa	Emiliania huxleyi	Comment

  SR	Early Miocene    	                 	CN1c              	              	159	 959	A	 29	X	 3	  52.00	    267.9200	Shafik   	Nannofossils                                 	A              	M                 	R                           	                         	R                      	                                  	                      	                       	                    	C                        	R                     	R                    	F                       	                	C                    	F                          	                          	                      	                     	C                      	                        	                   	                       	                      	                     	                          	                       	                      	                                  	R                  	                         	                          	                      	                          	C                        	                      	                    	R                    	                                  	F                    	R                      	                  	R                                	                           	                      	R                                  	                    	                      	                        	                       	                          	                 	                   	R                        	F                    	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Early Miocene    	                 	CN1b              	              	159	 959	A	 29	X	 7	  44.00	    273.8400	Shafik   	Nannofossils                                 	A              	M                 	F                           	                         	                       	                                  	                      	                       	                    	F                        	+                     	R                    	                        	                	F                    	                           	                          	                      	                     	R                      	                        	                   	F                      	                      	                     	                          	                       	                      	                                  	F                  	                         	R                         	                      	                          	A                        	                      	                    	                     	                                  	                     	F                      	                  	                                 	                           	                      	                                   	                    	                      	                        	                       	                          	                 	F                  	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Early Miocene    	                 	CN1b              	              	159	 959	A	 29	X	CC	  30.00	    274.1900	Shafik   	Nannofossils                                 	A              	M                 	F                           	                         	                       	                                  	                      	R                      	                    	F                        	R                     	R                    	                        	                	C                    	R                          	                          	                      	                     	                       	                        	F                  	F                      	                      	                     	F                         	                       	                      	                                  	R                  	                         	                          	A                     	                          	A                        	                      	R                   	F                    	                                  	                     	F                      	                  	R                                	                           	                      	R                                  	                    	+                     	R                       	A                      	F                         	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Early Miocene    	                 	CN1b              	              	159	 959	A	 30	X	 2	 101.00	    276.5100	Shafik   	Nannofossils                                 	C              	M                 	R                           	                         	R                      	                                  	                      	                       	                    	F                        	+                     	R                    	R                       	                	C                    	C                          	                          	                      	                     	C                      	                        	                   	                       	                      	                     	F                         	                       	                      	                                  	                   	                         	F                         	                      	                          	                         	                      	                    	                     	F                                 	                     	F                      	                  	                                 	                           	F                     	                                   	                    	                      	                        	C                      	+                         	+                	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Early Miocene    	                 	CN1b              	              	159	 959	A	 30	X	 4	 100.00	    279.5000	Shafik   	Nannofossils                                 	C              	P                 	R                           	                         	                       	                                  	                      	                       	                    	                         	+                     	                     	                        	                	                     	C                          	                          	                      	                     	R                      	                        	                   	                       	                      	                     	R                         	                       	                      	                                  	F                  	                         	R                         	                      	                          	C                        	                      	                    	                     	                                  	                     	                       	                  	                                 	                           	F                     	                                   	                    	R                     	F                       	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Early Miocene    	                 	CN1b              	              	159	 959	A	 30	X	CC	  26.00	    283.7300	Shafik   	Nannofossils                                 	A              	M                 	R                           	                         	F                      	                                  	                      	C                      	R                   	                         	R                     	                     	                        	                	A                    	R                          	+                         	                      	                     	                       	                        	R                  	F                      	                      	                     	F                         	                       	                      	                                  	R                  	                         	                          	C                     	                          	A                        	A                     	R                   	F                    	                                  	                     	R                      	                  	R                                	                           	                      	                                   	                    	                      	F                       	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Early Miocene    	                 	CN1b              	              	159	 959	A	 31	X	 2	 103.00	    286.2300	Shafik   	Nannofossils                                 	A              	M                 	+                           	                         	                       	                                  	                      	                       	R                   	                         	                      	R                    	+                       	                	                     	C                          	                          	                      	                     	C                      	                        	                   	F                      	                      	                     	R                         	                       	                      	                                  	R                  	R                        	                          	                      	                          	A                        	                      	                    	                     	F                                 	                     	                       	                  	R                                	                           	R                     	R                                  	+                   	R                     	                        	C                      	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Early Miocene    	                 	CN1b              	              	159	 959	A	 31	X	 4	 104.00	    289.2400	Shafik   	Nannofossils                                 	A              	M                 	+                           	                         	F                      	                                  	                      	                       	R                   	                         	R                     	R                    	                        	                	C                    	C                          	                          	                      	                     	                       	                        	                   	                       	                      	                     	                          	                       	                      	                                  	                   	F                        	                          	                      	                          	A                        	                      	                    	                     	                                  	                     	F                      	                  	                                 	                           	R                     	R                                  	R                   	F                     	C                       	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Early Miocene    	                 	CN1b              	              	159	 959	A	 31	X	 5	  99.00	    290.6900	Shafik   	Nannofossils                                 	C              	M                 	                            	                         	                       	                                  	                      	                       	R                   	                         	+                     	                     	                        	                	C                    	A                          	R                         	                      	                     	R                      	                        	                   	                       	                      	                     	R                         	                       	                      	                                  	                   	F                        	R                         	                      	                          	C                        	                      	F                   	                     	R                                 	                     	F                      	                  	F                                	R                          	R                     	R                                  	                    	                      	                        	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Early Miocene    	                 	CN1b              	              	159	 959	A	 31	X	 6	  50.00	    291.7000	Shafik   	Nannofossils                                 	C              	M                 	R                           	                         	                       	                                  	                      	                       	                    	                         	+                     	R                    	R                       	                	F                    	F                          	R                         	                      	                     	R                      	                        	                   	                       	                      	                     	R                         	                       	                      	                                  	                   	R                        	R                         	                      	                          	                         	                      	                    	                     	R                                 	?                    	F                      	?                 	R                                	                           	                      	                                   	                    	                      	                        	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Early Miocene    	                 	CN1b              	              	159	 959	A	 31	X	CC	  13.00	    292.9100	Shafik   	Nannofossils                                 	F              	M                 	                            	                         	                       	                                  	                      	F                      	                    	                         	                      	                     	                        	                	F                    	C                          	F                         	                      	                     	R                      	                        	R                  	R                      	                      	                     	                          	                       	                      	                                  	                   	F                        	                          	F                     	                          	A                        	F                     	F                   	R                    	                                  	                     	                       	                  	                                 	                           	                      	                                   	                    	                      	                        	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	From Leg 159SR Ch 37 Table 1

  SR	Late Oligocene   	                 	CN1a              	              	159	 959	A	 32	X	 5	 129.00	    300.5900	Shafik   	Nannofossils                                 	C              	M                 	F                           	                         	                       	                                  	                      	F                      	                    	F                        	                      	                     	R                       	                	F                    	C                          	A                         	R                     	R                    	R                      	                        	                   	R                      	                      	                     	R                         	                       	                      	VR                                	                   	                         	VR                        	                      	                          	                         	                      	                    	                     	                                  	                     	                       	                  	                                 	                           	                      	                                   	                    	                      	                        	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	from Leg 159SR Ch 32 Table 1

  SR	Late Oligocene   	                 	CN1a              	              	159	 959	A	 32	X	 7	  29.00	    302.5900	Shafik   	Nannofossils                                 	F              	M                 	                            	                         	                       	                                  	                      	                       	                    	F                        	                      	                     	                        	                	C                    	A                          	C                         	                      	                     	                       	                        	                   	R                      	                      	R                    	R                         	                       	                      	F                                 	                   	                         	                          	                      	F                         	                         	                      	                    	                     	                                  	                     	                       	                  	                                 	                           	                      	                                   	                    	                      	                        	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	from Leg 159SR Ch 32 Table 1

  SR	Late Oligocene   	                 	CN1a              	              	159	 959	A	 33	X	 2	  98.00	    305.4800	Shafik   	Nannofossils                                 	C              	M                 	                            	                         	                       	                                  	                      	R                      	R                   	F                        	                      	                     	                        	                	F                    	F                          	A                         	                      	                     	R                      	                        	                   	                       	                      	                     	F                         	                       	                      	                                  	                   	                         	VR                        	                      	                          	                         	                      	                    	                     	                                  	                     	                       	                  	                                 	                           	                      	                                   	                    	                      	                        	                       	                          	                 	                   	                         	                     	                     	                 	                      	                  	                      	                 	                      	                              	                          	                      	                            	                   	                                	                       	                  	                         	                     	                                	                               	                             	                    	                    	                          	                           	                     	                  	                      	                     	                    	                 	                 	                       	                  	                        	                   	                           	                   	                      	                  	                    	                       	                 	                    	                   	                           	                        	                         	                     	                     	                     	                       	                   	                      	                  	                    	                       	                   	                         	                     	                       	                    	                            	                       	                     	                       	                            	                    	                   	                 	                    	                                	                   	                        	                      	                    	                       	                         	                       	                     	                     	                     	                 	from Leg 159SR Ch 32 Table 1
