leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
87,582,,1,1,0.0,150.0,0.00,0.00,1.50,COUL, MUD,,,,,,,, SOFT, 33213000,143a10ca439784a7a27b20e73d6b0716
87,582,,1,2,0.0,150.0,0.00,1.50,3.00,COUL, MUD,,,,,,,, SOFT, 00000000,847a756e31dc6df14cc5c920f38dcda8
87,582,,1,3,0.0,145.0,0.00,3.00,4.45,COUL, MUD,,,,,,,, SOFT, 00000000,9f7a6eb4372fb2ed44756ab8b101acaf
87,582,,1,4,0.0,150.0,0.00,4.50,6.00,COUL, MUD,,,,,,,, SOFT, 00000000,cf725418cf0241bdf565ea3a9dbe739d
87,582,,1,5,0.0,150.0,0.00,6.00,7.50,COUL, MUD,,,,,,,, SOFT, 00000000,1caad3fadaf88eb198edfc207bc26a3d
87,582,,1,6,0.0,150.0,0.00,7.50,9.00,COUL, MUD,,,,,,,, SOFT, 00000000,b574ccf1f9c2dd33c7e6ca8c752c5683
87,582,,1,CC,0.0,13.0,0.00,9.10,9.13,COUL, MUD,,,,,,,, SOFT, 00000000,9e00ff177dc27ad14d4be7b1f9e02cb3
87,582,,3,1,25.0,135.0,19.40,19.65,20.75,COUL, MUD,,,,,,,, SOFT, 00000000,65dbf2d14d46819a1e6a99a17877b359
87,582,,3,2,0.0,150.0,19.40,20.90,22.40,COUL, MUD,,,,,,,, SOFT, 00000000,3699ccd97d72602828e798b3cdc1d1a6
87,582,,3,3,0.0,150.0,19.40,22.40,23.90,CHAR, MUD,,,,,,,, SOFT, 00000000,fa1787ce363e83833d1baff7b8aea134
87,582,,3,4,0.0,150.0,19.40,23.90,25.40,CHAR, MUD,,,,,,,, SOFT, 00000000,fefb7329e21f030eb9ef42732bb21ff7
87,582,,3,5,0.0,120.0,19.40,25.40,26.60,CHAR, MUD,,,,,,,, SOFT, 00000000,39381fde503af410c5e89686c986cbf2
87,582,,3,6,0.0,150.0,19.40,26.90,28.40,CHAR, MUD,,,,,,,, SOFT, 00000000,2adbe529fbcbc52f8b02600c351368f9
87,582,,3,7,0.0,10.0,19.40,28.40,28.50,CHAR, MUD,,,,,,,, SOFT, 00000000,e392fcc5272b3e25e9dadb7362461fc2
87,582,,3,CC,0.0,10.0,19.40,28.62,28.62,CHAR, MUD,,,,,,,, SOFT, 00000000,aae498e8e34ce02ed478f38466b911b1
