leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
85,574,C,2,3,49.0,49.0,204.00,207.49,11,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NCOCO0250,Coccolithus miopelagicus,RARE,  ,1,6b34fd01950e724cec7db7b7fe0875df,85-574C-2-3
85,574,C,2,3,49.0,49.0,204.00,207.49,11,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NCOCO0300,Coccolithus pelagicus,FEW,  ,1,f8b4672dc318b8e9157ef650e96c6a92,85-574C-2-3
85,574,C,2,3,49.0,49.0,204.00,207.49,11,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NCYCI0040,Cyclicargolithus floridanus,FEW,  ,1,0f0eb4d66477fb3b4989743e0ad053f5,85-574C-2-3
85,574,C,2,3,49.0,49.0,204.00,207.49,11,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NDICT0045,Dictyococcites hesslandii,TRACE,  ,1,51d2a85c2e4746fa79e594dde209f856,85-574C-2-3
85,574,C,2,3,49.0,49.0,204.00,207.49,11,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NDISC0035,Discoaster aulakos,RARE,  ,1,2e5378389fa4c20a004c3561e655812c,85-574C-2-3
85,574,C,2,3,49.0,49.0,204.00,207.49,11,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NDISC0125,Discoaster deflandrei,FEW,  ,1,3c9cfa90e394ceb20193f424db25ad09,85-574C-2-3
85,574,C,2,3,49.0,49.0,204.00,207.49,11,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NRETI0080,Reticulofenestra gartneri,FEW,  ,1,4cf5c896ce63cb998854a10a2e066446,85-574C-2-3
85,574,C,2,3,49.0,49.0,204.00,207.49,11,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NSPHN0060,Sphenolithus conicus,TRACE,  ,1,c84aa777b3fe40b58231aed29551b4fb,85-574C-2-3
85,574,C,2,3,49.0,49.0,204.00,207.49,11,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NSPHN0120,Sphenolithus heteromorphus,FEW,  ,1,b02f084371bba3265c1e577f6d146589,85-574C-2-3
85,574,C,2,3,49.0,49.0,204.00,207.49,11,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NSPHN0140,Sphenolithus moriformis,RARE,  ,1,4daf84822bfefde5d9a54239c05f773b,85-574C-2-3
85,574,C,2,3,49.0,49.0,204.00,207.49,11,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NTRIQ0030,Triquetrorhabdulus milowii,TRACE,  ,2,d2f010a3f4b434a5a39951e0a61be5c4,85-574C-2-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NCOCO0250,Coccolithus miopelagicus,FEW,  ,1,6d15db95dbb258608038197a5f9cd749,85-574C-3-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NCOCO0300,Coccolithus pelagicus,FEW,  ,1,f40649b6d8e54c056c8e4e7e43095635,85-574C-3-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NCORN0040,Coronocyclas sp.,RARE,  ,1,cfcc2d59eab55363927f532bbcdc7ef2,85-574C-3-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NCYCI0040,Cyclicargolithus floridanus,RARE,  ,1,f3886670f2f9dc9a6849c69281fe1081,85-574C-3-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NDICT0045,Dictyococcites hesslandii,TRACE,  ,1,8ad11c0457b171d224001eeac82ddc07,85-574C-3-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NDISC0035,Discoaster aulakos,RARE,  ,1,66874da9cf3c21792c01a23e25abe969,85-574C-3-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NDISC0125,Discoaster deflandrei,FEW,  ,1,1bc42fd4ff34d71efa883a3f17b07333,85-574C-3-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NHELI0060,Helicopontosphaera granulata,TRACE,  ,1,2c6433f804df69e5161c0478d4b6961b,85-574C-3-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NRETI0080,Reticulofenestra gartneri,FEW,  ,1,44f0ca428ebc3b4388747f5eeabf5dd6,85-574C-3-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NSPHN0030,Sphenolithus belemnos,RARE,  ,1,a9da007b3b93e0d399dec167a71394ca,85-574C-3-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NSPHN0140,Sphenolithus moriformis,RARE,  ,2,ef5f22fefcd5efc6a92ef8cb742eabf5,85-574C-3-3
85,574,C,3,3,49.0,49.0,213.50,216.99,12,PUJOS,10/1985,85,NANNOFOSSILS,FEW,,3,,NO AGE GIVEN,594,NTRIQ0030,Triquetrorhabdulus milowii,RARE,  ,2,d889e21c70751eb190b293275ec9f534,85-574C-3-3
