Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
115, 707,C,Initial Reports          ,     201.800,   36.700001,LO Discoaster saipanensis
,,,,,,
115, 707,C,Initial Reports          ,     232.350,   40.000000,LO Chiasmolithus grandis
,,,,,,
115, 707,C,Initial Reports          ,     236.950,   42.599998,LO Orbulinoides beckmanni
,,,,,,
115, 707,C,Initial Reports          ,     251.500,   42.900002,FO Dictyococcites bisectus
,,,,,,
115, 707,C,Initial Reports          ,     265.800,   43.000000,FO Orbulinoides beckmanni
,,,,,,
115, 707,C,Initial Reports          ,     270.600,   46.000000,LO Morozovella aragonensis
,,,,,,
115, 707,C,Initial Reports          ,     270.850,   47.000000,LO Crassostrea gigas
,,,,,,
115, 707,C,Initial Reports          ,     285.300,   50.400002,LO Discoaster lodoensis
,,,,,,
115, 707,C,Initial Reports          ,     309.150,   55.299999,FO Discoaster lodoensis
,,,,,,
115, 707,C,Initial Reports          ,     313.550,   56.099998,FO Morozovella formosa
,,,,,,
115, 707,C,Initial Reports          ,     318.200,   56.500000,FO Discoaster diastypus
,,,,,,
115, 707,C,Initial Reports          ,     323.050,   57.799999,LO Morozovella velascoensis
,,,,,,
115, 707,C,Initial Reports          ,     332.700,   59.000000,FO Discoaster multiradiatus
,,,,,,
115, 707,C,Initial Reports          ,     347.100,   59.900002,FO Discoaster nobilis
,,,,,,
