Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Concavatotruncana canaliculata	Concavatotruncana algeriana/imbricata	Rugoglobigerina sp.	Heterohelix reussi	Hedbergella aff. monmouthensis	Globotruncana sp.	Globigerinelloides sp. 1	Globigerinelloides impensus	Heterohelix globulosa	Hedbergella sliteri	Archaeoglobigerina australis	Heterohelix planata	Globigerinelloides multispinus	Subbotina triloculinoides	Subbotina pseudobulloides	Eoglobigerina trivialis	Chiloguembelina midwayensis	Globoconusa daubjergensis	Globanomalina compressa	Eoglobigerina eobulloides	Eoglobigerina edita	Subbotina patagonica	Planorotalites australiformis	Morozovella subbotinae	Morozovella marginodentata	Chiloguembelina wilcoxensis	Acarinina wilcoxensis	Acarinina soldadoensis	Morozovella aequa	Subbotina frontosa	Morozovella lensiformis	Globigerinatheka senni	Subbotina inaequispira	Morozovella formosa	Acarinina angulosa	Acarinina pseudotopilensis	Acarinina pentacamerata	Acarinina appressocamerata	Globigerinatheka index	Acarinina matthewsae	Tenuitellinata insolita	Subbotina linaperta	Subbotina angiporoides	Pseudohastigerina micra	Globorotaloides suteri	Chiloguembelina cubensis	Catapsydrax unicavus	Acarinina spp.	Acarinina primitiva	Subbotina eocaena	Subbotina brevis	Tenuitella gemma	Catapsydrax dissimilis	Acarinina bullbrooki	Tenuitella munda	Globigerina labiacrassata	Globigerinita juvenilis	Globigerina euapertura	Comment

  SR	Early Oligocene  	                 	AP14(Berggren92)  	              	120	 747	C	  1	R	 5	  41.00	    165.4100	Berggren 	Planktonic Foraminifers                      	A              	M                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	R                     	                        	R                   	              	R                  	                 	                	F               	F                     	R                   	F               	C                        	R                      	R                     	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Oligocene  	                 	AP14(Berggren92)  	              	120	 747	C	  1	R	 6	   9.00	    166.5900	Berggren 	Planktonic Foraminifers                      	A              	M                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	R                     	F                       	R                   	              	R                  	                 	                	F               	F                     	R                   	F               	C                        	R                      	R                     	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Oligocene  	                 	AP14(Berggren92)  	              	120	 747	C	  2	R	 1	  39.00	    168.8900	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	C                     	R                       	F                   	              	                   	                 	                	R               	F                     	                    	R               	F                        	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Oligocene  	                 	AP14(Berggren92)  	              	120	 747	C	  2	R	 1	  82.00	    169.3200	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	C                     	R                       	F                   	              	                   	                 	R               	R               	R                     	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Oligocene  	                 	AP14(Berggren92)  	              	120	 747	C	  2	R	 1	  94.00	    169.4400	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	R                     	F                   	                       	                   	C                     	R                      	R                     	R                       	F                   	              	F                  	                 	R               	                	R                     	R                   	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Oligocene  	                 	AP14(Berggren92)  	              	120	 747	C	  2	R	 1	 119.00	    169.6900	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	R                     	F                   	                       	                   	A                     	                       	R                     	F                       	F                   	              	F                  	                 	R               	R               	R                     	R                   	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	                 	                 	AP13              	              	120	 747	C	  2	R	 2	  19.00	    170.1900	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	A                     	                       	R                     	A                       	R                   	              	                   	                 	R               	R               	R                     	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	                 	                 	AP13              	              	120	 747	C	  2	R	 2	  40.00	    170.4000	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	R                   	                       	                   	A                     	                       	R                     	A                       	R                   	              	R                  	                 	R               	R               	R                     	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	                 	                 	AP13              	              	120	 747	C	  2	R	 2	  69.00	    170.6900	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	F                     	                    	                       	F                  	A                     	                       	R                     	A                       	                    	              	                   	R                	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	                 	                 	AP13              	              	120	 747	C	  2	R	 2	  79.00	    170.7900	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	F                     	                    	                       	R                  	A                     	                       	F                     	A                       	R                   	              	                   	F                	                	R               	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Late Eocene      	                 	AP12              	              	120	 747	C	  2	R	 2	  89.00	    170.8900	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	C                     	R                   	                       	R                  	A                     	R                      	F                     	A                       	R                   	              	R                  	F                	R               	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Late Eocene      	                 	AP12              	              	120	 747	C	  2	R	 2	  97.00	    170.9700	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	C                     	R                   	                       	F                  	A                     	R                      	F                     	A                       	R                   	              	R                  	R                	R               	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Late Eocene      	                 	AP12              	              	120	 747	C	  2	R	 2	 145.00	    171.4500	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	F                    	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	C                     	F                   	R                      	R                  	A                     	                       	F                     	F                       	R                   	F             	F                  	R                	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Late Eocene      	                 	AP12              	              	120	 747	C	  2	R	 3	  78.00	    172.2800	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	F                    	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	A                     	F                   	R                      	F                  	R                     	R                      	F                     	F                       	R                   	F             	F                  	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Eocene     	                 	P6a               	P9            	120	 747	C	  2	R	 3	  98.00	    172.4800	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	F                    	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	A                     	F                   	R                      	F                  	R                     	R                      	F                     	F                       	R                   	F             	F                  	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Eocene     	                 	P6a               	P9            	120	 747	C	  2	R	 3	 139.00	    172.8900	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	C                   	C                            	R                     	                          	                           	F                    	                      	                 	R                 	                       	                      	                      	                   	C                 	                          	                       	                          	F                     	C                   	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Eocene     	                 	P6a               	P9            	120	 747	C	  2	R	 3	 146.00	    172.9600	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	C                   	C                            	                      	                          	                           	                     	F                     	                 	                  	                       	R                     	R                     	                   	F                 	F                         	R                      	F                         	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Eocene     	                 	P6a               	P9            	120	 747	C	  2	R	 4	  90.00	    173.9000	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	F                   	F                            	                      	F                         	R                          	R                    	R                     	                 	                  	                       	F                     	F                     	R                  	F                 	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Eocene     	                 	P6a               	P9            	120	 747	C	  2	R	 4	 120.00	    174.2000	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	C                   	R                            	                      	F                         	R                          	                     	R                     	                 	F                 	R                      	F                     	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Eocene     	                 	P6a               	P9            	120	 747	C	  2	R	 4	 130.00	    174.3000	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	F                        	F                        	R                      	                           	                         	C                      	                         	                   	F                   	R                            	                      	F                         	R                          	R                    	C                     	R                	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Eocene     	                 	P6a               	P9            	120	 747	C	  2	R	 4	 141.00	    174.4100	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	R                        	F                        	F                      	                           	                         	R                      	                         	                   	C                   	R                            	F                     	F                         	R                          	R                    	C                     	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Paleocene  	                 	P1c               	              	120	 747	C	  2	R	 5	   9.00	    174.5900	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	R                        	F                        	F                      	F                          	F                        	C                      	F                        	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Paleocene  	                 	P1c               	              	120	 747	C	  2	R	 5	  20.00	    174.7000	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	R                        	F                        	F                      	F                          	F                        	C                      	F                        	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Paleocene  	                 	P1c               	              	120	 747	C	  3	R	 1	  70.00	    178.7000	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	R                        	F                        	R                      	F                          	C                        	R                      	R                        	R                  	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Paleocene  	                 	P1c               	              	120	 747	C	  3	R	 2	  13.00	    179.6300	Berggren 	Planktonic Foraminifers                      	A              	G                 	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	F                        	R                      	F                          	F                        	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Paleocene  	                 	P1b               	              	120	 747	C	  3	R	 2	  90.00	    180.4000	Berggren 	Planktonic Foraminifers                      	C              	P/M               	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	R                        	F                        	R                      	F                          	F                        	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Paleocene  	                 	P1b               	              	120	 747	C	  3	R	 3	  26.00	    180.7300	Berggren 	Planktonic Foraminifers                      	C              	P/M               	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	T                        	T                        	                       	T                          	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Paleocene  	                 	P1b               	              	120	 747	C	  3	R	 3	  40.00	    180.8700	Berggren 	Planktonic Foraminifers                      	C              	P/M               	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	T                        	T                        	T                      	T                          	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Early Paleocene  	                 	P1b               	              	120	 747	C	  3	R	 3	  54.00	    181.0100	Berggren 	Planktonic Foraminifers                      	C              	P/M               	                              	                                     	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	T                        	T                        	T                      	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 2 Chapter 31 Appendix B back pocket microfiche

  SR	Campanian        	                 	G. impensus       	              	120	 747	C	  6	R	 1	  28.00	    252.2800	Quilty   	Planktonic Foraminifers                      	               	                  	                              	                                     	                   	32.0%             	39.0%                         	                 	26.0%                   	                           	                     	2.0%               	                            	1.0%               	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Campanian        	                 	G. impensus       	              	120	 747	C	  7	R	 1	  27.00	    261.7700	Quilty   	Planktonic Foraminifers                      	               	                  	                              	                                     	                   	31.0%             	22.0%                         	                 	22.0%                   	14.0%                      	                     	+                  	                            	1.0%               	9.0%                          	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Campanian        	                 	G. impensus       	              	120	 747	C	  8	R	 1	  25.00	    271.2500	Quilty   	Planktonic Foraminifers                      	               	                  	                              	                                     	                   	8.0%              	69.0%                         	                 	                        	4.0%                       	                     	+                  	18.0%                       	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Campanian        	                 	G. impensus       	              	120	 747	C	  9	R	 1	  38.00	    280.8800	Quilty   	Planktonic Foraminifers                      	               	                  	                              	                                     	                   	27.0%             	25.0%                         	                 	41.0%                   	6.0%                       	2.0%                 	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Campanian        	                 	G. impensus       	              	120	 747	C	 10	R	 1	  40.00	    290.4000	Quilty   	Planktonic Foraminifers                      	               	                  	                              	                                     	1.0%               	36.0%             	11.0%                         	7.0%             	42.0%                   	3.0%                       	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

  SR	Santonian        	                 	                  	              	120	 747	C	 10	R	CC	  14.00	    291.7900	Quilty   	Planktonic Foraminifers                      	               	                  	+                             	+                                    	                   	                  	                              	                 	                        	                           	                     	                   	                            	                   	                              	                         	                         	                       	                           	                         	                       	                         	                   	                    	                             	                      	                          	                           	                     	                      	                 	                  	                       	                      	                      	                   	                  	                          	                       	                          	                      	                    	                       	                   	                      	                       	                      	                        	                    	              	                   	                 	                	                	                      	                    	                	                         	                       	                      	from ODP Leg 120 SR Vol 1 Chapter 22 Table 2 p 373

