Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
138, 850,B,Post Moratorium          ,       0.000,    0.000000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       0.750,    0.039000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       1.030,    0.056000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       1.650,    0.088000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       2.310,    0.127000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       3.210,    0.148000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       3.890,    0.171000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       4.770,    0.220000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       5.110,    0.240000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       5.450,    0.247000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       5.870,    0.278000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       5.990,    0.290000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       6.530,    0.308000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       6.690,    0.326000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       6.950,    0.333000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       7.430,    0.349000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       7.850,    0.372000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       8.330,    0.388000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       8.670,    0.405000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       8.910,    0.422000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       9.410,    0.446000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,       9.710,    0.463000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,      10.290,    0.479000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,      10.510,    0.504000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,      10.850,    0.526000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
138, 850,B,Post Moratorium          ,      11.590,    0.579000,By site only; depth=mcd; Leg 138 SR p 78
,,,,,,
