leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
74,526,C,1,1,0.0,100.0,33.00,33.00,34.00,AL, NANNOFOSSIL FORAMINIFERAL SAND, LIGHT GREY,,,,," SHELL DEBRIS,FORAMINIFERS,ECHINOIDS, SPINES",, SOFT, 00000000
74,526,C,2,1,0.0,150.0,42.50,42.50,44.00,GD, FORAMINIFERAL NANNOFOSSIL OOZE, BLUISH WHITE,, GREATLY DEFORMED,,,,, SOFT, 00000000
74,526,C,2,2,0.0,150.0,42.50,44.00,45.50,GD, FORAMINIFERAL NANNOFOSSIL OOZE, BLUISH WHITE,, GREATLY DEFORMED,,,,, SOFT, 00000000
74,526,C,2,3,0.0,150.0,42.50,45.50,47.00,GD, FORAMINIFERAL NANNOFOSSIL OOZE, BLUISH WHITE,, GREATLY DEFORMED,,,,, SOFT, 00000000
74,526,C,2,4,0.0,150.0,42.50,47.00,48.50,GD, FORAMINIFERAL NANNOFOSSIL OOZE, BLUISH WHITE,, GREATLY DEFORMED,,,,, SOFT, 00000000
74,526,C,2,5,0.0,150.0,42.50,48.50,50.00,GD, FORAMINIFERAL NANNOFOSSIL OOZE, BLUISH WHITE,, GREATLY DEFORMED,,,,, SOFT, 00000000
74,526,C,2,6,0.0,150.0,42.50,50.00,51.50,GD, FORAMINIFERAL NANNOFOSSIL OOZE, WHITE, BURROWS, MODERATELY DEFORMED,,,,, SOFT, 00000000
74,526,C,2,7,0.0,68.0,42.50,51.50,52.18,GD, FORAMINIFERAL NANNOFOSSIL OOZE, WHITE, BURROWS, MODERATELY DEFORMED,,,,, SOFT, 00000000
74,526,C,2,CC,0.0,11.0,42.50,52.28,52.29,GD, FORAMINIFERAL NANNOFOSSIL CHALK, WHITE,,,,,,, FIRM, 00000000
74,526,C,3,1,0.0,150.0,52.00,52.00,53.50,AL, FORAMINIFERAL NANNOFOSSIL OOZE," WHITE,GRAYISH BLUE",, GREATLY DEFORMED,,,,, SOFT, 00000000
74,526,C,3,2,0.0,150.0,52.00,53.50,55.00,AL, FORAMINIFERAL NANNOFOSSIL OOZE," WHITE,GRAYISH BLUE",, GREATLY DEFORMED,,,,, SOFT, 00000000
74,526,C,3,3,0.0,55.0,52.00,55.00,55.55,AL, FORAMINIFERAL NANNOFOSSIL OOZE, WHITE TO YELLOWISH GRAY, BEDDING, GREALTY DEFORMED,,,,, SOFT, 00000000
74,526,C,3,CC,0.0,20.0,52.00,55.65,55.75,AL, FORAMINIFERAL NANNOFOSSIL OOZE, WHITE,,,,,,, SOFT, 00000000
74,526,C,4,1,0.0,150.0,194.50,194.50,196.00,PEB, FORAMINIFERAL NANNOFOSSIL OOZE, PINKISH GRAY,, GREATLY DEFORMED,,,,, SOFT, 00000000
74,526,C,4,2,0.0,150.0,194.50,196.00,197.50,PEB, FORAMINIFERAL NANNOFOSSIL OOZE, PINKISH GRAY,, GREATLY DEFORMED,,,,, SOFT, 00000000
74,526,C,4,3,0.0,150.0,194.50,197.50,199.00,PEB, FORAMINIFERAL NANNOFOSSIL OOZE, PINKISH GRAY,, GREATLY DEFORMED,,,,, SOFT, 00000000
