Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
135, 841,B,Initial Reports          ,     203.000,    8.300000,FAD Discoaster neorectus base CN8b
,,,,,,
135, 841,B,Initial Reports          ,     458.000,   10.100000,FAD Gr merotumida base N16
,,,,,,
135, 841,B,Initial Reports          ,     458.100,   14.900000,LAD Praeorbulina glomerosa top N9
,,,,,,
135, 841,B,Initial Reports          ,     504.000,   15.200000,FAD Orbulina suturalis base N9
,,,,,,
135, 841,B,Initial Reports          ,     549.000,   16.500000,FAD Praeorbulina glomerosa curva within N8
,,,,,,
135, 841,B,Initial Reports          ,     549.100,   36.000000,FAD De. tapuriensis base P18
,,,,,,
135, 841,B,Initial Reports          ,     604.000,   37.500000,Within Zone P16
,,,,,,
