leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
29,284,A,1,5,43.0,43.0,8.50,14.93, 1,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NPSEU0010,Pseudoemiliania lacunosa,COMMON,  ,1,061eabc31fbcf28b43e63228d4b4043c,29-284A-1-5
29,284,A,1,6,16.0,16.0,8.50,16.16, 1,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NPSEU0010,Pseudoemiliania lacunosa,COMMON,  ,1,bcdbf5ead2333fb9c0692ae8f6634058,29-284A-1-6
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NCOCO0100,Coccolithus eopelagicus,PRESENT,  ,1,309f1406279b0cceb65035e96cd04663,29-284A-1-CC
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NCOCO0300,Coccolithus pelagicus,COMMON,  ,1,a629b329309b90e3a6ffc03c8352cfa2,29-284A-1-CC
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NCRUI0041,Cruciplacolithus neohelis (q),RARE,  ,1,a9bdb35daadc28a1b43e13f5cb4f5a92,29-284A-1-CC
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NCYCO0080,Cyclococcolithina leptopora,COMMON,  ,1,1675379554c3fc547c82cb36ea0722cf,29-284A-1-CC
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NGEPH0060,Gephyrocapsa oceanica,FEW,  ,1,ce0dccd4da1cc341e9cfba3ce57c46aa,29-284A-1-CC
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NHELI0100,Helicopontosphaera kamptneri,COMMON,  ,1,3779a388097c728e834058cbd801961d,29-284A-1-CC
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NPONT0060,Pontosphaera discopora,PRESENT,  ,1,fdba291e8a6e8d6ac532c9d63b88b813,29-284A-1-CC
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NPONT0090,Pontosphaera japonica,RARE,  ,1,0687073617f2d1e0eb6e8ede6485e79c,29-284A-1-CC
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NPSEU0010,Pseudoemiliania lacunosa,COMMON,  ,1,a246bb8e4c07dba0e1928c524ccb9160,29-284A-1-CC
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NRHAO0010,Rhabdosphaera clavigera,FEW,  ,1,269fe8e46bd81edc5a335a36caa1e7a6,29-284A-1-CC
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NSCYP0183,Scyphosphaera sp.,RARE,  ,2,dbc9776bf3030d4cc62bd1dfedb22834,29-284A-1-CC
29,284,A,1,CC,0.0,0.0,8.50,17.60,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NSYRA0050,Syracosphaera histrica,FEW,  ,2,d31d2a17f8341ce6a302ae8908ee3b55,29-284A-1-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NCOCO0300,Coccolithus pelagicus,COMMON,  ,1,4044f6a1ad773a7ba1b920b0775dd85d,29-284A-2-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NCRUI0041,Cruciplacolithus neohelis (q),PRESENT,  ,1,bfc277139d506c58f619c0bca6f83935,29-284A-2-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NCYCO0080,Cyclococcolithina leptopora,COMMON,  ,1,970735b440ab1f60fd578c4d8f798c64,29-284A-2-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NCYCO0110,Cyclococcolithina macintyrei,COMMON,  ,1,33ceafd2a1fe026ff38e49067d8d0731,29-284A-2-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NHELI0100,Helicopontosphaera kamptneri,FEW,  ,1,aa760a00f4171f0b5e4e8613a42a5ae5,29-284A-2-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NHELI0200,Helicopontosphaera sellii,RARE,  ,1,d3003c4b9c0fbcaa51b2d579389819dd,29-284A-2-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NPONT0060,Pontosphaera discopora,COMMON,  ,1,dbf0cd9f9a434e30ece80bc7d73d6a79,29-284A-2-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NPONT0141,Pontospahera sp.,PRESENT,  ,1,ef914e8a8d17739e4e66a49e5b8978a4,29-284A-2-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NPSEU0010,Pseudoemiliania lacunosa,COMMON,  ,1,72fb098ee7dc8d698662155d57a0e6fe,29-284A-2-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NRHAO0010,Rhabdosphaera clavigera,FEW,  ,1,ea82b21855161b2c72362b4a94029365,29-284A-2-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NSYRA0050,Syracosphaera histrica,FEW,  ,2,25440cbf159aa321de377b1d9e08ce8d,29-284A-2-CC
29,284,A,2,CC,0.0,0.0,27.50,35.10,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NTHOR0090,Thoracosphaera sp.,RARE,  ,2,70167135a2a227fbf25e3c237be158e4,29-284A-2-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NCOCO0300,Coccolithus pelagicus,COMMON,  ,1,85387db7803dbc9cf9a32c2c82b3b6ee,29-284A-3-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NCYCO0080,Cyclococcolithina leptopora,COMMON,  ,1,29ea99296aa730881214e0c97e7ad87a,29-284A-3-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NCYCO0110,Cyclococcolithina macintyrei,COMMON,  ,1,dea0de1d2675bd7794b9460ba295197a,29-284A-3-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NDISC0080,Discoaster brouweri,FEW,  ,1,65840b704165fe4961e661ddb819761b,29-284A-3-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NDISC0465,Discoaster surculus,RARE,  ,1,662670bf5f0c773f7d59ab7fa432ce35,29-284A-3-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NHELI0100,Helicopontosphaera kamptneri,FEW,  ,1,94629d84f1ce4ddba3212f1cb9718e5d,29-284A-3-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NPONT0060,Pontosphaera discopora,FEW,  ,1,3380212cab3b8dd28350af0bed063a84,29-284A-3-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NPONT0141,Pontospahera sp.,FEW,  ,1,7ed9bb2903733153ea9a1d77645e5b1e,29-284A-3-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NPSEU0010,Pseudoemiliania lacunosa,FEW,  ,1,bf410f8c7bd74e1091b287974f6f9384,29-284A-3-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NRHAO0010,Rhabdosphaera clavigera,FEW,  ,1,1fcab5448070de98e29285c6146ec0c0,29-284A-3-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NSCYP0183,Scyphosphaera sp.,FEW,  ,2,f4ac58f188aa6b67fdbf869416e872b0,29-284A-3-CC
29,284,A,3,CC,0.0,0.0,65.50,75.00,12,"EDWARDS,A.R.;PERCH-NIELSEN,K.",,29,NANNOFOSSILS,ABUNDANT,,,MODERATE,NO AGE GIVEN,494,NSYRA0050,Syracosphaera histrica,COMMON,  ,2,58f726148b51da2dbfe0d79ab81f9736,29-284A-3-CC
