Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stichomitra granulata,Buryella spp.,Phormocyrtis cubensis,Lamptonium pennatum,Lamptonium fabaeforme fabaeforme,Amphicraspedum murrayanum,Theocotylissa alpha,Podocyrtis papalis,Phormocyrtis turgida,Thyrsocyrtis hirsuta,Phormocyrtis striata striata,Phormocyrtis striata exquisita,Lychnocanoma babylonis group,Dictyoprora mongolfieri,Buryella clinata,Thyrsocyrtis rhizodon,Podocyrtis diamesa,Lithochytris vespertilio,Theocotylissa ficus,Theocotyle cryptocephala,Theocorys anaclasta,Spongatractus pachystylus,Rhopalocanium ornatum,Podocyrtis sinuosa,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme chaunothorax,Eusyringium lagena,Dictyoprora amphora,Dictyophimus craticula,Thyrsocyrtis robusta,Rhabdolithis pipa,Lithocyclia ocellus,Eusyringium fistuligerum,Thyrsocyrtis triacantha,Sethochytris triconiscus,Podocyrtis  ampla,Lophocyrtis biaurita,Calocyclas hispida,Podocyrtis mitra,Calocycloma ampulla,Anthocyrtoma sp.,Podocyrtis trachodes,Podocyrtis fasciolata,Podocyrtis chalara,Dictyoprora armadillo,Cryptocarpium ornatum,Lithocyclia aristotelis group,Podocyrtis goetheana,Dictyoprora pirum,Calocyclas turris,Thyrsocyrtis  tetracantha,Lychnocanoma bajunensis,Cryptocarpium azyx,Tristylospyris triceros,Lychnocanoma amphitrite,Thyrsocyrtis bromia,Thyrsocyrtis lochites,Calocyclas bandyca,Theocyrtis tuberosa,Artophormis gracilis,Lithocyclia angusta,Carpocanistrum spp.,Eucyrtidium diaphanes,Theocyrtis annosa,Centrobotrys gravida,Lophocyrtis spp.,Dorcadospyris ateuchus,Dorcadospyris papilio,Centrobotrys petrushevskayae,Comment
  SR,Middle Eocene    ,                 ,                  ,              ,165, 999,B, 43,R, 1, 120.00,    892.7000,Nigrini  ,Radiolarians                                 ,A              ,P                 ,                     ,             ,                     ,                   ,+                               ,                         ,                   ,+                 ,                    ,+                   ,                            ,                              ,+                           ,?                      ,                ,+                    ,+                 ,+                       ,+                  ,+                       ,+                  ,+                        ,+                    ,+                 ,+                                ,+                                 ,?                 ,+                  ,+                     ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,                 ,                  ,              ,165, 999,B, 44,R, 5,  48.00,    907.5800,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,+                   ,                            ,                              ,+                           ,                       ,                ,                     ,                  ,+                       ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,                 ,RP9               ,              ,165, 999,B, 45,R, 1,  63.00,    911.3300,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,+                               ,+                        ,?                  ,                  ,                    ,+                   ,                            ,                              ,                            ,                       ,+               ,+                    ,+                 ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,                 ,                  ,              ,165, 999,B, 47,R, 5,  18.00,    936.1800,Nigrini  ,Radiolarians                                 ,C              ,VP                ,                     ,             ,                     ,                   ,+                               ,                         ,?                  ,                  ,                    ,+                   ,?                           ,?                             ,+                           ,+                      ,+               ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,Mixed assemblage with very rare well preserved specimens. From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,                 ,                  ,              ,165, 999,B, 48,R, 5,  12.00,    945.7200,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,             ,                     ,                   ,                                ,                         ,?                  ,?                 ,?                   ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,165, 999,B, 51,R, 5, 101.00,    975.4100,Nigrini  ,Radiolarians                                 ,A              ,VP                ,                     ,?            ,?                    ,+                  ,+                               ,+                        ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Paleocene   ,                 ,                  ,              ,165, 999,B, 56,R, 3,  46.00,   1020.1600,Nigrini  ,Radiolarians                                 ,VF             ,VP                ,                     ,+            ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Cretaceous       ,                 ,                  ,              ,165, 999,B, 61,R, 5,  79.00,   1061.8900,Nigrini  ,Radiolarians                                 ,VR             ,G                 ,+                    ,+            ,                     ,                   ,                                ,                         ,                   ,                  ,                    ,                    ,                            ,                              ,                            ,                       ,                ,                     ,                  ,                        ,                   ,                        ,                   ,                         ,                     ,                  ,                                 ,                                  ,                  ,                   ,                      ,                    ,                 ,                   ,                        ,                       ,                        ,                 ,                    ,                  ,                ,                   ,                ,                    ,                     ,                  ,                     ,                     ,                             ,                    ,                 ,                 ,                         ,                       ,                  ,                       ,                       ,                   ,                     ,                  ,                   ,                    ,                   ,                   ,                     ,                 ,                    ,                ,                      ,                     ,                            ,From 165SR. Chapter 3. Table 3.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
