Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Incertae sedis forma A	Bachmayerella tenuis	Comment



  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 969	A	  1	H	 1	  63.00	      0.6300	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 5

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 969	A	  1	H	 3	  65.00	      3.6500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 5

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 969	A	  1	H	 5	  67.00	      6.6700	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 5

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 969	A	  1	H	CC	  26.00	      7.6600	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 5

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 969	A	  2	H	 1	 122.00	      8.9200	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 5

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 969	A	  2	H	 3	  35.00	     11.0500	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 5

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 969	A	  2	H	 4	  40.00	     12.6000	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 5

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 969	A	  2	H	 5	 110.00	     14.8000	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 5

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 969	A	  2	H	 6	  70.00	     15.9000	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 5

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 969	A	  2	H	 7	  10.00	     16.8000	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 5

  SR	Pleistocene      	                 	T.excel-G.car Subz C	              	160	 969	A	  2	H	CC	  22.00	     17.5200	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	-                     	-                   	from Leg 160SR Ch 10 Table 5

  SR	Pleistocene      	                 	T.excel-G.car Subz B	              	160	 969	A	  3	H	 1	  21.00	     17.4100	Spezzaferri	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                     	-                   	from Leg 160SR Ch 10 Table 5

