leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
85,572,C,1,1,0.0,150.0,0.00,0.00,1.50,DD, RAD FORAM DIATOM NANNOFOSSIL OOZE," YELLOWISH GRAY,WHITE,GREENISH GRAY,PALE BLUE GREEN ,BLUISH WHITE,PURPLE"," LAMINAE,BANDING,CONTACTS,MOTTLING,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,1,2,0.0,150.0,0.00,1.50,3.00,DD, RAD FORAM DIATOM NANNOFOSSIL OOZE," YELLOWISH GRAY,WHITE,GREENISH GRAY,PALE BLUE GREEN ,BLUISH WHITE,PURPLE"," LAMINAE,BANDING,CONTACTS,MOTTLING,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,1,3,0.0,150.0,0.00,3.00,4.50,DD, RAD FORAM DIATOM NANNOFOSSIL OOZE," YELLOWISH GRAY,WHITE,GREENISH GRAY,PALE BLUE GREEN ,BLUISH WHITE,PURPLE"," LAMINAE,BANDING,CONTACTS,MOTTLING,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,1,4,0.0,150.0,0.00,4.50,6.00,DD, RAD FORAM DIATOM NANNOFOSSIL OOZE," YELLOWISH GRAY,WHITE,GREENISH GRAY,PALE BLUE GREEN ,BLUISH WHITE,PURPLE"," LAMINAE,BANDING,CONTACTS,MOTTLING,BURROWS", GREATLY DISTURBED,,,,, SOFT, 00000000
85,572,C,1,5,0.0,150.0,0.00,6.00,7.50,DD, RAD FORAM DIATOM NANNOFOSSIL OOZE," YELLOWISH GRAY,WHITE,GREENISH GRAY,PALE BLUE GREEN ,BLUISH WHITE,PURPLE"," LAMINAE,BANDING,CONTACTS,MOTTLING,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,1,6,0.0,150.0,0.00,7.50,9.00,DD, RAD FORAM DIATOM NANNOFOSSIL OOZE," YELLOWISH GRAY,WHITE,GREENISH GRAY,PALE BLUE GREEN ,BLUISH WHITE,PURPLE"," LAMINAE,BANDING,CONTACTS,MOTTLING,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,1,7,0.0,42.0,0.00,9.00,9.42,DD, RAD FORAM DIATOM NANNOFOSSIL OOZE," YELLOWISH GRAY,WHITE,GREENISH GRAY,PALE BLUE GREEN ,BLUISH WHITE,PURPLE"," LAMINAE,CONTACTS", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,1,CC,0.0,17.0,0.00,9.52,9.59,DD, RAD FORAM DIATOM NANNOFOSSIL OOZE," YELLOWISH GRAY,WHITE,GREENISH GRAY,PALE BLUE GREEN ,BLUISH WHITE,PURPLE",, UNDISTURBED,,,,, SOFT, 00000000
85,572,C,2,1,0.0,150.0,10.10,10.10,11.60,DD, FORAM DIATOM NANNOFOSSIL OOZE," BLUISH WHITE,YELLOWISH GRAY,GREENISH GRAY,GRAY"," BURROWS,MOTTLING", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,2,2,0.0,145.0,10.10,11.60,13.05,DD, FORAM DIATOM NANNOFOSSIL OOZE," BLUISH WHITE,YELLOWISH GRAY,GREENISH GRAY,GRAY"," BURROWS,MOTTLING,LAMINAE", SLIGHTLY DISTURBED TO GREATLY DISTURBED,,,,, SOFT, 00000000
85,572,C,2,3,0.0,150.0,10.10,13.10,14.60,DD, FORAM DIATOM NANNOFOSSIL OOZE," BLUISH WHITE,YELLOWISH GRAY,GREENISH GRAY,GRAY",, GREATLY DISTURBED,,,,, SOFT, 00000000
85,572,C,2,4,0.0,150.0,10.10,14.60,16.10,DD, FORAM DIATOM NANNOFOSSIL OOZE," BLUISH WHITE,YELLOWISH GRAY,GREENISH GRAY,GRAY"," MOTTLING,BURROWS,CONTACT", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,2,5,0.0,150.0,10.10,16.10,17.60,DD, FORAM DIATOM NANNOFOSSIL OOZE," BLUISH WHITE,YELLOWISH GRAY,GREENISH GRAY,GRAY"," MOTTLING,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,2,6,0.0,150.0,10.10,17.60,19.10,DD, FORAM DIATOM NANNOFOSSIL OOZE," BLUISH WHITE,YELLOWISH GRAY,GREENISH GRAY,GRAY"," MOTTLING,BURROWS,CONTACTS,BANDING", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,2,7,0.0,46.0,10.10,19.10,19.56,DD, FORAM DIATOM NANNOFOSSIL OOZE," BLUISH WHITE,YELLOWISH GRAY,GREENISH GRAY,GRAY",, UNDISTURBED,,,,, SOFT, 00000000
85,572,C,2,CC,0.0,23.0,10.10,19.66,19.79,DD, FORAM DIATOM NANNOFOSSIL OOZE, PALE BLUE TO GREEN,, GREATLY DISTURBED,,,,, SOFT, 00000000
85,572,C,3,1,0.0,150.0,19.70,19.70,21.20,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," WHITE,LIGHT GRAY,YELLOW,GREENISH GRAY", MOTTLING, UNDISTURBED,,,,, SOFT, 00000000
85,572,C,3,2,0.0,150.0,19.70,21.20,22.70,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," WHITE,LIGHT GRAY,YELLOW,GREENISH GRAY", BURROWS, UNDISTURBED,,,,, SOFT, 00000000
85,572,C,3,3,0.0,150.0,19.70,22.70,24.20,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," LIGHT GRAY,PALE PURPLE,GREEN GRAY,WHITE", MOTTLING, UNDISTURBED,,,,, SOFT, 00000000
85,572,C,3,4,0.0,150.0,19.70,24.20,25.70,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," WHITE,PALE PURPLE,BLUISH GRAY,GREENISH GRAY, YELLOWISH,LIGHT GRAY",, UNDISTURBED,,,,, SOFT, 00000000
85,572,C,3,5,0.0,140.0,19.70,25.70,27.10,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," WHITE,PALE PURPLE,BLUISH GRAY,GREENISH GRAY, YELLOWISH,LIGHT GRAY"," MOTTLING,BURROWS,LAMINAE,BANDING", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,3,6,0.0,150.0,19.70,27.20,28.70,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," WHITE,PALE PURPLE,BLUISH GRAY,GREENISH GRAY, YELLOWISH,LIGHT GRAY", BANDING, UNDISTURBED TO GREATLY DISTURBED,,,,, SOFT, 00000000
85,572,C,3,7,0.0,54.0,19.70,28.70,29.24,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," LIGHT GRAY,WHITE",, GREATLY DISTURBED,,,,, SOFT, 00000000
85,572,C,3,CC,0.0,20.0,19.70,29.34,29.44,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE, LIGHT BLUISH GRAY,, GREATLY DISTURBED,,,,, SOFT, 00000000
85,572,C,4,1,0.0,150.0,29.30,29.30,30.80,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," WHITE,LIGHT BLUE GRAY,GREENISH GRAY,PALE PURPLE"," BANDING,SLUMP STRUCTURE,BURROWS", GREATLY DISTURBED TO UNDISTURBED,,,,, SOFT, 00000000
85,572,C,4,2,0.0,150.0,29.30,30.80,32.30,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," YELLOW,WHITE,LIGHT GRAY,PALE GREEN,BLUISH WHITE"," BANDING,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,4,3,0.0,150.0,29.30,32.30,33.80,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," WHITE,LIGHT GREENISH GRAY,PALE PURPLE,LIGHT GRAY"," BANDING,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,4,4,0.0,150.0,29.30,33.80,35.30,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," WHITE,YELLOW,LIGHT GRAY,PURPLE,LIGHT GREEN"," BANDING,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
85,572,C,4,5,0.0,150.0,29.30,35.30,36.80,IJ, RAD FORAM DIATOM NANNOFOSSIL OOZE," BLUISH WHITE,WHITE,LIGHT GRAY"," BANDING,BURROWS", UNDISTURBED,,,,, SOFT, 00000000
