Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
108, 657,A,Post Moratorium          ,       2.100,    0.270000,FO Emiliania huxleyi
,,,,,,
108, 657,A,Post Moratorium          ,       2.150,    0.460000,LO Pseudoemiliania lacunosa
,,,,,,
108, 657,A,Post Moratorium          ,      50.600,    1.450000,LO Calcidiscus macintyrei
,,,,,,
108, 657,A,Post Moratorium          ,      57.650,    1.830000,FO Globorotalia truncatulinoides
,,,,,,
108, 657,A,Post Moratorium          ,      57.700,    1.840000,LO Globigerinoides obliquus
,,,,,,
108, 657,A,Post Moratorium          ,      58.200,    1.890000,LO Discoaster brouweri
,,,,,,
108, 657,A,Post Moratorium          ,      62.350,    2.070000,FO acme Discoaster triradiatus
,,,,,,
108, 657,A,Post Moratorium          ,      64.100,    2.350000,LO Discoaster pentaradiatus
,,,,,,
108, 657,A,Post Moratorium          ,      74.000,    2.650000,LO Discoaster tamalis
,,,,,,
108, 657,A,Post Moratorium          ,      83.850,    3.010000,LO Dentogloboquadrina altispira
,,,,,,
108, 657,A,Post Moratorium          ,     100.750,    3.700000,LO Amaurolithus spp.
,,,,,,
108, 657,A,Post Moratorium          ,     111.700,    3.770000,LO Globorotalia margarita
,,,,,,
108, 657,A,Post Moratorium          ,     133.100,    4.420000,FO Globorotalia crassaformis
,,,,,,
108, 657,A,Post Moratorium          ,     140.850,    4.600000,FO Ceratolithus rugosus
,,,,,,
108, 657,A,Post Moratorium          ,     145.200,    5.480000,FO Globorotalia margaritae
,,,,,,
108, 657,A,Post Moratorium          ,     145.600,    5.600000,LO Amaurolithus amplificus
,,,,,,
108, 657,A,Post Moratorium          ,     149.050,    5.900000,FO Amaurolithus amplificus
,,,,,,
108, 657,A,Post Moratorium          ,     152.400,    6.500000,FO Amaurolithus primus
,,,,,,
108, 657,A,Post Moratorium          ,     154.800,    8.200000,FO Discoaster  quinqueramus
,,,,,,
