Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,initial_comments,processing_notes,comments
,,Bolboforma,,,,metzmacheri,,ornata,,Bolboforma metzmacheri ornata,bolboformids,Bolboforma metzmacheri ornata,,"in PBDB ANS entered. PBDB has nothing as of June 2020; we have worked out the taxonomic authorities and opinions for this group and ANS will enter. Family Bolboformaceae; only has one genus, Bolboforma. Family is incertae sedis (see SPIEGLER, D. & SPEZZAFERRI, S. 2005. Bolboforma - an overview. - Paliontologische Zeitschrift 79 (1): 167-181",
,,Bolboforma,,,s.l.,subfragoris,,,,Bolboforma s.l. subfragoris,bolboformids,Bolboforma subfragoris s.l.,,"in PBDB, so it will be classified correctly",
