Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,initial_comments,processing_notes,comments
Radiolaria indet.,,,,,,,,,,Radiolaria indet.,radiolarians,Radiolarian fragments,not a taxa,Summer 2020: deal with later; should go in as a taphonomony comment? LL: I guess do the same think as nannofossil fragments,Radiolarian fragments
,,Euchitonia,,,,elegans-furcata,,,,Euchitonia elegans-furcata,radiolarians,Euchitonia furcata/elegans,multiple taxa,"Summer 2020: IDK these; deal with later? LL: This is weird. These were considered two species and a group; however, it looks like Echitonia elegans-furcata is now a species name (see WoRMS); AF that's bizarre, but i guess we follow worms in that case. PBDB structure does not currently allow any non-alphabetic characters in species name, i.e., no ""/"" or ""-"" BUT  the Taxonomy Team can change this Winter 2021: from David Lazarus hyphen - that’s what we arbitrarily chose in NSB. AF: So this is an issue to raise, as is Botryostrobus auritus-australis; in PBDB, so it will be classified correctly",
,,Botryostrobus,,,,auritus-australis,,,group,Botryostrobus auritus-australis (group),radiolarians,Bortyostrobus auritus/australis,multiple taxa names,"Summer 2020: IDK these; deal with later? LL: B. auritus-australis is an accepted name (see WoRMS); AF what's with these, that's no sort of formal taxonomy i'm used to. Winter 2021: From David Lazarus: Best call this 'Euchitonia elegans/furcata group’  for now. It is in NSB at the moment as a valid taxon [id 2004045]. Some people believe furcata and elegans can be distinguished but others do not understand how.  So currently ‘elegans’ and ‘furcata’ by themselves are given as synonyms for the ‘group’ version in NSB.  Not elegan[t]\s but that’s what we’ve got.",
,,Botryostrobus,,,,auritus-australis,,,group,Botryostrobus auritus-australis (group),radiolarians,Botryostrobus auritus-australis (Ehrenberg) group,multiple taxa names,Summer 2020: IDK these; deal with later? Winter 2021: From David Lazarus: Best call this 'Euchitonia elegans/furcata group’  for now. It is in NSB at the moment as a valid taxon [id 2004045]. Some people believe furcata and elegans can be distinguished but others do not understand how.  So currently ‘elegans’ and ‘furcata’ by themselves are given as synonyms for the ‘group’ version in NSB.  Not elegan[t]\s but that’s what we’ve got.,
,,Botryostrobus,,,,auritus-australis,,,group,Botryostrobus auritus-australis (group),radiolarians,Botryostrobus auritus/australis,multiple taxa names,Summer 2020: IDK these; deal with later? Winter 2021: From David Lazarus: Best call this 'Euchitonia elegans/furcata group’  for now. It is in NSB at the moment as a valid taxon [id 2004045]. Some people believe furcata and elegans can be distinguished but others do not understand how.  So currently ‘elegans’ and ‘furcata’ by themselves are given as synonyms for the ‘group’ version in NSB.  Not elegan[t]\s but that’s what we’ve got.,
Phaeodaria indet.,,,,,,,,,,Phaeodaria indet.,radiolarians,Phaeodaria,,"in PBDB, so it will be classified correctly. Summer 2020: IDK these; deal with later?a subclass? not a part of Radiolaria but is a part of Rhizaria infrakingdom. Apr 2021: ANS will enter full hierarchy. Subclass not genus.",
,,Phorticium,,,,pylonium,,,,Phorticium pylonium,radiolarians,Phorticium pylonium group,group,"Summer 2020: enter ""Phorticium pylonium"" and reproduce the entry as comment? LL: same as above Winter 2021: AF: From David Lazarus- just drop the ‘group’.  P.p. is a garbage bag and meaning is wildly inconsistent, so ‘group’ is frankly implicit anyway.",
Radiolaria indet.,,,,,,,,,,Radiolaria indet.,radiolarians,ADDITIONAL SPECIES,not a taxa name,"can we drop? LL: keep as Radiolaria species; AF agree; in PBDB, so it will be classified correctly",
,,Acanthodesmia,,,,spp.,,,,Acanthodesmia spp.,radiolarians,Acanthodesmia spp.,,"in PBDB, so it will be classified correctly",
,,Acrobotrys,,,,tritubus,,,,Acrobotrys tritubus,radiolarians,Acrobotris tritubus,,"in PBDB, so it will be classified correctly",
,,Acrobotrys,,,,tritubus,,,,Acrobotrys tritubus,radiolarians,Acrobotrys tritubus,,"in PBDB, so it will be classified correctly",
,,Acrocubus,,,,octopylus,,,,Acrocubus octopylus,radiolarians,Acrocubus octopylus,,"in PBDB, so it will be classified correctly",
,,Acrosphaera,,,,australis,,,,Acrosphaera australis,radiolarians,Acrosphaera australis,,"in PBDB, but classification differs to WoRMS",
,,Acrosphaera,,,,collina,,,,Acrosphaera collina,radiolarians,Acrosphaera collina,,"in PBDB, but classification differs to WoRMS",
,,Acrosphaera,,,,cyrtodon,,,,Acrosphaera cyrtodon,radiolarians,Acrosphaera cyrtodon,,"in PBDB, but classification differs to WoRMS",
,,Acrosphaera,,,,inflata,,,,Acrosphaera inflata,radiolarians,Acrosphaera inflata,,"in PBDB, but classification differs to WoRMS",
,,Acrosphaera,,,,lappacea,,,,Acrosphaera lappacea,radiolarians,Acrosphaera lappacea,,"in PBDB, but classification differs to WoRMS",
,,Acrosphaera,,,,murrayana,,,,Acrosphaera murrayana,radiolarians,Acrosphaera murrayana,,"in PBDB, but classification differs to WoRMS",
,,Acrosphaera,,,,sp.,,,,Acrosphaera sp.,radiolarians,Acrosphaera sp.,,"in PBDB, but classification differs to WoRMS",
,,Acrosphaera,,,,spinosa,,,,Acrosphaera spinosa,radiolarians,Acrosphaera spinosa,,"in PBDB, but classification differs to WoRMS",
,,Acrosphaera,,,,spinosa,,,,Acrosphaera spinosa,radiolarians,Acrosphaera spinosa (=Collosphaera spinosa),,"in PBDB, but classification differs to WoRMS",Acrosphaera spinosa (=Collosphaera spinosa)
,,Acrosphaera,,,,spinosa,,echinoides,,Acrosphaera spinosa echinoides,radiolarians,Acrosphaera spinosa echinoides,,"in PBDB, but classification differs to WoRMS",
,,Acrosphaera,,,,spinosa,,fasciculopora,,Acrosphaera spinosa fasciculopora,radiolarians,Acrosphaera spinosa fasciculopora,,"in PBDB, but classification differs to WoRMS",
,,Acrosphaera,,,,trepanata,,,,Acrosphaera trepanata,radiolarians,Acrosphaera trepanata,,"in PBDB, but classification differs to WoRMS",
,?,Acrosphaera,,,,labrata,,,,? Acrosphaera labrata,radiolarians,Acrosphaera? labrata,,"in PBDB, but classification differs to WoRMS",
,?,Acrosphaera,,,,mercurius,,,,? Acrosphaera mercurius,radiolarians,Acrosphaera? mercurius,,"in PBDB, but classification differs to WoRMS",
,,Actinomma,,,,antarcticum,,,,Actinomma antarcticum,radiolarians,Actinomma antarcticum,,"in PBDB, so it will be classified correctly",
,,Actinomma,,,,arcadophorum,,,,Actinomma arcadophorum,radiolarians,Actinomma arcadophorum,,"in PBDB, so it will be classified correctly",
,,Actinomma,,,,boreale,,,,Actinomma boreale,radiolarians,Actinomma boreale,,"in PBDB, so it will be classified correctly",
,,Actinomma,,,,delicatulum,,,,Actinomma delicatulum,radiolarians,Actinomma delicatulum,,"in PBDB, so it will be classified correctly",
,,Actinomma,,,,leptodermum,,,,Actinomma leptodermum,radiolarians,Actinomma leptodermum,,"in PBDB, so it will be classified correctly",
,,Actinomma,,,,leptodermum,,longispinum,,Actinomma leptodermum longispinum,radiolarians,Actinomma leptodernum longispinum,,"in PBDB, so it will be classified correctly",
,,Actinomma,,,,medianum,,,,Actinomma medianum,radiolarians,Actinomma medianum,,"in PBDB, so it will be classified correctly",
,,Actinomma,,,,popofskii,,,,Actinomma popofskii,radiolarians,Actinomma popofskii,,"in PBDB, so it will be classified correctly",
,,Actinomma,,,,sp.,,,,Actinomma sp.,radiolarians,Actinomma sp.,,"in PBDB, so it will be classified correctly",
,,Amphicraspedum,,,,murrayanum,,,,Amphicraspedum murrayanum,radiolarians,Amphicraspedum murrayanum,,"in PBDB, so it will be classified correctly",
,,Amphicraspedum,,,,prolixum,,,,Amphicraspedum prolixum,radiolarians,Amphicraspedum prolixum group,,"in PBDB, so it will be classified correctly",
,,Amphimelissa,,,,setosa,,,,Amphimelissa setosa,radiolarians,Amphimelissa setosa,,"in PBDB, so it will be classified correctly",
,,Amphipyndax,,,,stocki,,,,Amphipyndax stocki,radiolarians,Amphipyndax stocki,,"in PBDB, so it will be classified correctly",
,,Amphirhopalum ,,,,ypsilon,,,,Amphirhopalum ypsilon,radiolarians,Amphirhopalum ypsilon,,"in PBDB, so it will be classified correctly",
,,Amphisphaera,,,,coronata,,,,Amphisphaera coronata,radiolarians,Amphisphaera coronata,,"in PBDB, so it will be classified correctly",
,,Amphisphaera,,,s.l.,coronata,,,,Amphisphaera s.l. coronata,radiolarians,Amphisphaera coronata s.l.,,"in PBDB, so it will be classified correctly",
,,Amphisphaera,,,,goruna,,,,Amphisphaera goruna,radiolarians,Amphisphaera goruna,,"in PBDB, so it will be classified correctly",
,,Amphisphaera,,,,radiosa,,,,Amphisphaera radiosa,radiolarians,Amphisphaera radiosa,,"in PBDB, so it will be classified correctly",
,,Amphistylus,,,,angelinus,,,,Amphistylus angelinus,radiolarians,Amphistylus angelinus,,"in PBDB, so it will be classified correctly",
,,Amphymenium,,,,splendiarmatum,,,,Amphymenium splendiarmatum,radiolarians,Amphymenium splendiarmatum,,"in PBDB, so it will be classified correctly",
