Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group
,,Candeina,,,,nitida,,,,Candeina nitida,planktic_forams
,,Dentoglobigerina,,,,altispira,,,,Dentoglobigerina altispira,planktic_forams
,,Dentoglobigerina,,,,baroemoenensis,,,,Dentoglobigerina baroemoenensis,planktic_forams
,,Globigerina,,,,bulloides,,,,Globigerina bulloides,planktic_forams
,,Globigerina,,,,falconensis,,,,Globigerina falconensis,planktic_forams
,,Globigerina,,,,rubescens,,,,Globigerina rubescens,planktic_forams
,,Globigerinella,,,,calida,,,,Globigerinella calida,planktic_forams
,,Globigerinella,,,,siphonifera,,,,Globigerinella siphonifera,planktic_forams
,,Globigerinita,,,,glutinata,,,,Globigerinita glutinata,planktic_forams
,,Globigerinoides,,,,bulloideus,,,,Globigerinoides bulloideus,planktic_forams
,,Globigerinoides,,,,conglobatus,,,,Globigerinoides conglobatus,planktic_forams
,,Globigerinoides,,,,extremus,,,,Globigerinoides extremus,planktic_forams
,,Globigerinoides,,,,fistulosus,,,,Globigerinoides fistulosus,planktic_forams
,,Globigerinoides,,,,immaturus,,,,Globigerinoides immaturus,planktic_forams
,,Globigerinoides,,,,obliquus,,,,Globigerinoides obliquus,planktic_forams
,,Globigerinoides,,,,pyramidalis,,,,Globigerinoides pyramidalis,planktic_forams
,,Globigerinoides,,,s.l.,ruber,,,,Globigerinoides s.l. ruber,planktic_forams
,,Globigerinoides,,,s.s.,ruber,,,,Globigerinoides s.s. ruber,planktic_forams
,,Globigerinoides,,,,sacculifer,,,,Globigerinoides sacculifer,planktic_forams
,,Globigerinoides,,,,sacculifer,,,without sac,Globigerinoides sacculifer (without sac),planktic_forams
,,Globigerinoides,,,,subquadratus,,,,Globigerinoides subquadratus,planktic_forams
,,Globigerinoides,,,,trilobus,,,,Globigerinoides trilobus,planktic_forams
,,Globoconella,,,,inflata,,,,Globoconella inflata,planktic_forams
,,Globorotalia,,,,crassaformis,,,,Globorotalia crassaformis,planktic_forams
,,Globorotalia,,,,flexuosa,,,,Globorotalia flexuosa,planktic_forams
,,Globorotalia,,,,humerosa,,,,Globorotalia humerosa,planktic_forams
,,Globorotalia,,,,limbata,,,,Globorotalia limbata,planktic_forams
,,Globorotalia,,,,margaritae,,,,Globorotalia margaritae,planktic_forams
,,Globorotalia,,,,menardii,,,,Globorotalia menardii,planktic_forams
,,Globorotalia,,,,multicamerata,,,,Globorotalia multicamerata,planktic_forams
,,Globorotalia,,,,pertenuis,,,,Globorotalia pertenuis,planktic_forams
,,Globorotalia,,,,plesiotumida,,,,Globorotalia plesiotumida,planktic_forams
,,Globorotalia,,,,tosaensis,,,,Globorotalia tosaensis,planktic_forams
,,Globorotalia,,,,truncatulinoides,,,,Globorotalia truncatulinoides,planktic_forams
,,Globorotalia,,,,tumida,,,,Globorotalia tumida,planktic_forams
,,Globorotalia,,,,ungulata,,,,Globorotalia ungulata,planktic_forams
,,Globoturborotalita,,,,apertura,,,,Globoturborotalita apertura,planktic_forams
,,Globoturborotalita,,,,woodi,,,,Globoturborotalita woodi,planktic_forams
,,Neogloboquadrina,,,,acostaensis,,,,Neogloboquadrina acostaensis,planktic_forams
,,Neogloboquadrina,,,,dutertrei,,,,Neogloboquadrina dutertrei,planktic_forams
,,Neogloboquadrina,,,,incompta,,,,Neogloboquadrina incompta,planktic_forams
,,Neogloboquadrina,,,,pachyderma,,,,Neogloboquadrina pachyderma,planktic_forams
,,Orbulina,,,,bilobata,,,,Orbulina bilobata,planktic_forams
,,Orbulina,,,,universa,,,,Orbulina universa,planktic_forams
,,Pulleniatina,,,,obliquiloculata,,,,Pulleniatina obliquiloculata,planktic_forams
,,Pulleniatina,,,,primalis,,,,Pulleniatina primalis,planktic_forams
,,Sphaeroidinellopsis,,,,kochi,,,,Sphaeroidinellopsis kochi,planktic_forams
,,Sphaeroidinellopsis,,,,seminulina,,,,Sphaeroidinellopsis seminulina,planktic_forams
,,Turborotalita,,,,quinqueloba,,,,Turborotalita quinqueloba,planktic_forams
,,Sphaeroidinella,,,,dehiscens,,,,Sphaeroidinella dehiscens,planktic_forams
,,Neogloboquadrina,,,,acostaensis,,,dextral,Neogloboquadrina acostaensis (dextral),planktic_forams
,,Neogloboquadrina,,,,acostaensis,,,sinistral,Neogloboquadrina acostaensis (sinistral),planktic_forams
,,Pulleniatina,,,,finalis,,,dextral,Pulleniatina finalis (dextral),planktic_forams
,,Pulleniatina,,,,finalis,,,sinistral,Pulleniatina finalis (sinistral),planktic_forams
,,Pulleniatina,,,,obliquiloculata,,,dextral,Pulleniatina obliquiloculata (dextral),planktic_forams
,,Pulleniatina,,,,obliquiloculata,,,sinistral,Pulleniatina obliquiloculata (sinistral),planktic_forams
,,Pulleniatina,,,,praecursor,,,dextral,Pulleniatina praecursor (dextral),planktic_forams
,,Pulleniatina,,,,praecursor,,,sinistral,Pulleniatina praecursor (sinistral),planktic_forams
,,Pulleniatina,,,,praespectabilis,,,dextral,Pulleniatina praespectabilis (dextral),planktic_forams
