Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,initial_comments,processing_notes,comments
,,Candeina,,,,nitida,,,,Candeina nitida,planktic_forams,Candeina nitida,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Dentoglobigerina,,,,altispira,,,,Dentoglobigerina altispira,planktic_forams,Dentoglobigerina altispira,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Dentoglobigerina,,,,baroemoenensis,,,,Dentoglobigerina baroemoenensis,planktic_forams,Dentoglobigerina baroemoenensis,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globigerina,,,,bulloides,,,,Globigerina bulloides,planktic_forams,Globigerina bulloides,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globigerina,,,,falconensis,,,,Globigerina falconensis,planktic_forams,Globigerina falconensis,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globigerina,,,,rubescens,,,,Globigerina rubescens,planktic_forams,Globigerina rubescens,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globigerinella,,,,calida,,,,Globigerinella calida,planktic_forams,Globigerinella calida,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globigerinella,,,,siphonifera,,,,Globigerinella siphonifera,planktic_forams,Globigerinella siphonifera,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globigerinita,,,,glutinata,,,,Globigerinita glutinata,planktic_forams,Globigerinita glutinata,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globigerinoides,,,,bulloideus,,,,Globigerinoides bulloideus,planktic_forams,Globigerinoides bulloideus,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globigerinoides,,,,conglobatus,,,,Globigerinoides conglobatus,planktic_forams,Globigerinoides conglobatus,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globigerinoides,,,,extremus,,,,Globigerinoides extremus,planktic_forams,Globigerinoides extremus,,"in PBDB, so it will be classified correctly; this is a planktic foram",
,,Globigerinoides,,,,fistulosus,,,,Globigerinoides fistulosus,planktic_forams,Globigerinoides fistulosus,,"in PBDB, so it will be classified correctly; this is a planktic foram",
