Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,initial_comments,comments
,,Euuvigerina,,,,miozea,,,,Euuvigerina miozea,benthic_forams,Euuvigerina miozea (group) >100 m,group,>100 m group
,,Euuvigerina,,,,rodleyi,,,,Euuvigerina rodleyi,benthic_forams,Euuvigerina rodleyi (group) >50 m,group,>50 m group
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_forams,Others,not a taxa,other benthic foraminifera
Pleurostomellia indet.,,,,,,,,,,Pleurostomellia indet.,benthic_forams,Pleurostomellids comment,not a taxa,
Ostracoda indet.,,,,,,,,,,Ostracoda indet.,benthic_forams,Ostracoda spp.,group abundance,
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_forams,Elongated,not a taxa ,
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_forams,Planispiral,not a taxa,
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_forams,Trochospiral,not a taxa,
Textulariia indet.,,,,,,,,,,Textulariia indet.,benthic_forams,Tube-shaped agglutinated forms,not a taxa,
Textulariia indet.,,,,,,,,,,Textulariia indet.,benthic_forams,Unidentified agglutinants,not a taxa,
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_forams,Unidentified benthic forams,not a taxa,
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_forams,Unilocular species,not a taxa,
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_forams,Tapered,not a taxa,
,,Nodosaria,,,,spp.,,,,Nodosaria spp.,benthic_forams,Nodosariid taxa,not a taxa; Nodosariata (class) or Nodosariana (subclass)?,
,,Nodosaria,,,,spp.,,,,Nodosaria spp.,benthic_forams,Nodosariids,not a taxa; Nodosariata (class) or Nodosariana (subclass)?,
Textulariia indet.,,,,,,,,,,Textulariia indet.,benthic_forams,Agglutinated,not a specific taxa,
Textulariia indet.,,,,,,,,,,Textulariia indet.,benthic_forams,Agglutinated gen. et sp. indet.,not a specific taxa,
Textulariia indet.,,,,,,,,,,Textulariia indet.,benthic_forams,Agglutinated spp. (indeterminate),not a specific taxa,
,,Cibicides,,,,spp.,,,,Cibicides spp.,benthic_forams,Cibicides/Cibicidoides spp.,multiple taxa names,
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_forams,Calcareous gen. et sp. indet.,not a taxa name,
,,Brizalina,,,,spp.,,,,Brizalina spp.,benthic_forams,Bolivina/Brizalina spp.,multiple taxa names,
Elphidiidae indet.,,,,,,,,,,Elphidiidae indet.,benthic_forams,Elphidid taxa,,
Astrorhizidae indet.,,,,,,,,,,Astrorhizidae indet.,benthic_forams,Astrorhizids,,
Trochomminidae indet.,,,,,,,,,,Trochomminidae indet.,benthic_forams,Trochamminids,,
Discorboidea indet.,,,,,,,,,,Discorboidea indet.,benthic_forams,Discorbids,,
Miliolidae indet.,,,,,,,,,,Miliolidae indet.,benthic_forams,Miliolid taxa,,
Miliolidae indet.,,,,,,,,,,Miliolidae indet.,benthic_forams,Miliolids,,
Nodosariidae indet.,,,,,,,,,,Nodosariidae indet.,benthic_forams,Nodosariidae indet.,,
Nonionidae indet.,,,,,,,,,,Nonionidae indet.,benthic_forams,Nonionidae indet.,,
,,Abyssamina,,,,poagi,,,,Abyssamina poagi,benthic_forams,Abyssamina poagi,,
,,Abyssamina,,,,quadrata,,,,Abyssamina quadrata,benthic_forams,Abyssamina quadrata,,
,,Abyssamina,,,,spp.,,,,Abyssamina spp.,benthic_forams,Abyssammina spp.,,
,,Acervulina,,,,mabahethi,,,,Acervulina mabahethi,benthic_forams,Acervulina mabahethi,,
,,Adelosina,,,?,dubia,,,,Adelosina ? dubia,benthic_forams,Adelosina dubia?,,
,,Alabamina,,,cf.,dissonata,,,,Alabamina cf. dissonata,benthic_forams,Alabamina cf. dissonata,,
,,Alabamina,,,,creta,,,,Alabamina creta,benthic_forams,Alabamina creta,,
,,Alabamina,,,,dissonata,,,,Alabamina dissonata,benthic_forams,Alabamina dissonata,,
,,Alabamina,,,,sp.,,,,Alabamina sp.,benthic_forams,Alabamina sp.,,
,,Alabamina,,,,tenuimarginata,,,,Alabamina tenuimarginata,benthic_forams,Alabamina tenuimarginata,,
,,Alabaminella,,,,sp.,,,,Alabaminella sp.,benthic_forams,Alabaminella sp.,,
,,Alabaminella,,,,weddellensis,,,,Alabaminella weddellensis,benthic_forams,Alabaminella weddellensis,,
,,Alabamina,,,,dissonata,,,,Alabamina dissonata,benthic_forams,Alabammina dissonata,,
,,Alabamina,,,,spp.,,,,Alabamina spp.,benthic_forams,Alabammina spp.,,
,,Alabaminella,,,,weddellensis,,,,Alabaminella weddellensis,benthic_forams,Alabamminella weddellensis,,
,,Allomorphina,,,,conica,,,,Allomorphina conica,benthic_forams,Allomorphina conica,,
,,Allomorphina,,,,pacifica,,,,Allomorphina pacifica,benthic_forams,Allomorphina pacifica,,
,,Allomorphina,,,,polonica,,,,Allomorphina polonica,benthic_forams,Allomorphina polonica,,
,,Allomorphina,,,,velascoensis,,,,Allomorphina velascoensis,benthic_forams,Allomorphina velascoensis,,
,,Allomorphina,,,,whangaia,,,,Allomorphina whangaia,benthic_forams,Allomorphina whangaia,,
,,Ammobaculites,,,,agglutinans,,,,Ammobaculites agglutinans,benthic_forams,Ammobaculites agglutinans,,
,,Ammobaculites,,,,filiformis,,,,Ammobaculites filiformis,benthic_forams,Ammobaculites filiformis,,
