Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,initial_comments,processing_notes,comments
,,Pseudammodochium,,,,lingii,,,,Pseudammodochium lingii,ebridians,Pseudammodochium lingii,,"in PBDB, so it will be classified correctly; this is an ebridian",
,,Pseudammodochium,,,,sphericum,,,,Pseudammodochium sphericum,ebridians,Pseudammodochium sphericum,,"in PBDB, so it will be classified correctly; this is an ebridian",
,,Ammodochium,,,,rectangulare,,,,Ammodochium rectangulare,ebridians,Ammodochium rectangulare,,"in PBDB, so it will be classified correctly",
,,Ebrinula,,,,paradoxa,,,,Ebrinula paradoxa,ebridians,Ebridulina paradoxa,misspelling,"in PBDB, so it will be classified correctly",
