Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group
,,Cladococcus,,,,abietinus,,,,Cladococcus abietinus,radiolarians
,,Clathrocyclas,,,,australis,,,,Clathrocyclas australis,radiolarians
,,Clathrocyclas,,,,universa,,,,Clathrocyclas universa,radiolarians
,,Clinorhabdus,,,,anantomus,,,,Clinorhabdus anantomus,radiolarians
,,Collosphaera,,,,cyrtodon,,,,Collosphaera cyrtodon,radiolarians
,,Collosphaera,,,,huxleyi,,,,Collosphaera huxleyi,radiolarians
,,Collosphaera,,,,murrayana,,,,Collosphaera murrayana,radiolarians
,,Collosphaera,,,,brattstroemi,,,,Collosphaera brattstroemi,radiolarians
,,Collosphaera,,,,macropora,,,,Collosphaera macropora,radiolarians
,,Collosphaera,,,,orthoconus,,,,Collosphaera orthoconus,radiolarians
,,Collosphaera,,,,sp.,,,,Collosphaera sp.,radiolarians
,,Collosphaera,,,,spinosa,,,,Collosphaera spinosa,radiolarians
,,Collosphaera,,,,tuberosa,,,,Collosphaera tuberosa,radiolarians
,,Cornutella,,,,clathrata,,,,Cornutella clathrata,radiolarians
,,Cornutella,,,,profunda,,,,Cornutella profunda,radiolarians
,,Corocalyptra,,,,sp.,,,,Corocalyptra sp.,radiolarians
,,Corocalyptra,,,,cervus,,,,Corocalyptra cervus,radiolarians
,,Cryptocarpium,,,,azyx,,,,Cryptocarpium azyx,radiolarians
,,Cryptocarpium,,,,ornatum,,,,Cryptocarpium ornatum,radiolarians
,,Cubotholus,,,,octaceras,,,,Cubotholus octaceras,radiolarians
,,Cycladophora,,,,bicornis,,,,Cycladophora bicornis,radiolarians
,,Cycladophora,,,,conica,,,,Cycladophora conica,radiolarians
,,Cycladophora,,,,cornutoides,,,,Cycladophora cornutoides,radiolarians
,,Cycladophora,,,,davisiana,,,,Cycladophora davisiana,radiolarians
,,Cycladophora,,,,funakawai,,,,Cycladophora funakawai,radiolarians
,,Cycladophora,,,,golli,,golli,,Cycladophora golli golli,radiolarians
,,Cycladophora,,,,golli,,regipileus,,Cycladophora golli regipileus,radiolarians
,,Cycladophora,,,,humerus,,,,Cycladophora humerus,radiolarians
,,Cycladophora,,,,nakasekoi,,,,Cycladophora nakasekoi,radiolarians
,,Cycladophora,,,,pliocenica,,,,Cycladophora pliocenica,radiolarians
,,Cycladophora,,,,sakaii,,,,Cycladophora sakaii,radiolarians
,,Cycladophora,,,,spongothorax,,,,Cycladophora spongothorax,radiolarians
,,Cyrtocapsella,,,,cornuta,,,,Cyrtocapsella cornuta,radiolarians
,,Cyrtocapsella,,,,japonica,,,,Cyrtocapsella japonica,radiolarians
,,Cyrtocapsella,,,,sp.,,,,Cyrtocapsella sp.,radiolarians
,,Cyrtocapsella,,,,tetrapera,,,,Cyrtocapsella tetrapera,radiolarians
,,Cyrtopera,,,,languncula,,,,Cyrtopera languncula,radiolarians
,,Cystophormis,,,,brevispina,,,,Cystophormis brevispina,radiolarians
,?,Dendrospyris,,,,sakaii,,,,? Dendrospyris sakaii,radiolarians
,,Dendrospyris,,,,megalocephalis,,,,Dendrospyris megalocephalis,radiolarians
,,Dendrospyris,,,,sakaii,,,,Dendrospyris sakaii,radiolarians
,,Dendrospyris,,,,sp.,,,,Dendrospyris sp.,radiolarians
,,Dendrospyris,,,,uruyaensis,,,,Dendrospyris uruyaensis,radiolarians
,,Desmospyris,,,,rhodospyroides,,,,Desmospyris rhodospyroides,radiolarians
,,Desmospyris,,,,spongiosa,,,,Desmospyris spongiosa,radiolarians
,,Diartus,,,,hughesi,,,,Diartus hughesi,radiolarians
,,Diartus,,,,petterssoni,,,,Diartus petterssoni,radiolarians
,,Dictyoprora,,,,mongolfieri,,,,Dictyoprora mongolfieri,radiolarians
,,Dictyocorine,,,,profunda,,,,Dictyocorine profunda,radiolarians
,,Dictyocorine,,,,truncatum,,,,Dictyocorine truncatum,radiolarians
,,Dictyocorine,,,,sp.,,,,Dictyocorine sp.,radiolarians
,,Dictyophimus,,,,bullatus,,,,Dictyophimus bullatus,radiolarians
,,Dictyophimus,,,,craticula,,,,Dictyophimus craticula,radiolarians
,,Dictyophimus,,,,crisiae,,,,Dictyophimus crisiae,radiolarians
,,Dictyophimus,,,,hirundo,,,,Dictyophimus hirundo,radiolarians
,,Dictyophimus,,,,infabricatus,,,,Dictyophimus infabricatus,radiolarians
,,Dictyopodium,,,,oxylophus,,,,Dictyopodium oxylophus,radiolarians
,,Dictyoprora,,,,amphora,,,,Dictyoprora amphora,radiolarians
,,Dictyoprora,,,,armadillo,,,,Dictyoprora armadillo,radiolarians
,,Dictyoprora,,,,pirum,,,,Dictyoprora pirum,radiolarians
,,Dictyoprora,,,,urceolus,,,,Dictyoprora urceolus,radiolarians
,,Didymocyrtis,,,,antepenultima,,,,Didymocyrtis antepenultima,radiolarians
,,Didymocyrtis,,,,avita,,,,Didymocyrtis avita,radiolarians
,,Didymocyrtis,,,,bassanii,,,,Didymocyrtis bassanii,radiolarians
,,Didymocyrtis,,,,laticonus,,,,Didymocyrtis laticonus,radiolarians
,,Didymocyrtis,,,,mammifera,,,,Didymocyrtis mammifera,radiolarians
,,Didymocyrtis,,,,penultima,,,,Didymocyrtis penultima,radiolarians
,,Didymocyrtis,,,,prismatica,,,,Didymocyrtis prismatica,radiolarians
,,Didymocyrtis,,,,sp.,,,,Didymocyrtis sp.,radiolarians
,,Didymocyrtis,,,,tetrathalamus,,,,Didymocyrtis tetrathalamus,radiolarians
,,Didymocyrtis,,,,tetrathalamus,,tetrathalamus,,Didymocyrtis tetrathalamus tetrathalamus,radiolarians
,,Didymocyrtis,,,,tetratharamus,,,,Didymocyrtis tetratharamus,radiolarians
,,Didymocyrtis,,,,tubaria,,,,Didymocyrtis tubaria,radiolarians
,,Didymocyrtis,,,,violina,,,,Didymocyrtis violina,radiolarians
,,Diploplegma,,,,somphum,,,,Diploplegma somphum,radiolarians
,,Disolenia,,,,sp.,,,,Disolenia sp.,radiolarians
,,Dorcadospyris ,,,,alata,,,,Dorcadospyris alata,radiolarians
,,Dorcadospyris ,,,,anastasis,,,,Dorcadospyris anastasis,radiolarians
,,Dorcadospyris ,,,,ateuchus,,,,Dorcadospyris ateuchus,radiolarians
,,Dorcadospyris ,,,,circulus,,,,Dorcadospyris circulus,radiolarians
,,Dorcadospyris ,,,,copelata,,,,Dorcadospyris copelata,radiolarians
,,Dorcadospyris ,,,,cyclacantha,,,,Dorcadospyris cyclacantha,radiolarians
,,Dorcadospyris ,,,,dentata,,,,Dorcadospyris dentata,radiolarians
,,Dorcadospyris ,,,,forcipata,,,,Dorcadospyris forcipata,radiolarians
,,Dorcadospyris ,,,,ombros,,,,Dorcadospyris ombros,radiolarians
,,Dorcadospyris ,,,,ombros,,,upper,Dorcadospyris ombros (upper),radiolarians
,,Dorcadospyris ,,,,papilio,,,,Dorcadospyris papilio,radiolarians
,,Dorcadospyris ,,,,praeforcipata,,,,Dorcadospyris praeforcipata,radiolarians
,,Dorcadospyris ,,,,pseudopapilio,,,,Dorcadospyris pseudopapilio,radiolarians
,,Dorcadospyris ,,,,quadripes,,,,Dorcadospyris quadripes,radiolarians
,,Dorcadospyris ,,,,riedeli,,,,Dorcadospyris riedeli,radiolarians
,,Dorcadospyris ,,,,scambos,,,,Dorcadospyris scambos,radiolarians
,,Dorcadospyris ,,,,simplex,,,,Dorcadospyris simplex,radiolarians
,,Dorcadospyris ,,,,spinosa,,,,Dorcadospyris spinosa,radiolarians
,,Druppatractus ,,,,hastatus,,,,Druppatractus hastatus,radiolarians
,,Dictyophimus,,,,buetschlii,,,,Dictyophimus buetschlii,radiolarians
,,Dictyocoryne ,,,,profunda,,,,Dictyocoryne profunda,radiolarians
,,Elatomma ,,,,penicillus,,,,Elatomma penicillus,radiolarians
,,Enneaphormis ,,,,rotula,,,,Enneaphormis rotula,radiolarians
,,Eucecryphalus,,,,sp.,,,,Eucecryphalus sp.,radiolarians
,,Euchitonia,,,,furcata,,,,Euchitonia furcata,radiolarians
,,Euchitonia,,,,sp.,,,,Euchitonia sp.,radiolarians
,,Eucyrtidium ,,,,acuminatum,,,,Eucyrtidium acuminatum,radiolarians
,,Eucyrtidium ,,,,annulatum,,,,Eucyrtidium annulatum,radiolarians
,,Eucyrtidium ,,,,antiquum,,,,Eucyrtidium antiquum,radiolarians
,,Eucyrtidium ,,,,calvertense,,,,Eucyrtidium calvertense,radiolarians
,,Eucyrtidium ,,,,cienkowskii,,,,Eucyrtidium cienkowskii,radiolarians
,,Eucyrtidium ,,,,diaphanes,,,,Eucyrtidium diaphanes,radiolarians
,,Eucyrtidium ,,,,hexagonatum,,,,Eucyrtidium hexagonatum,radiolarians
,,Eucyrtidium ,,,,inflatum,,,,Eucyrtidium inflatum,radiolarians
,,Eucyrtidium ,,,,mariae,,,,Eucyrtidium mariae,radiolarians
,,Eucyrtidium ,,,,matuyamai,,,,Eucyrtidium matuyamai,radiolarians
,,Eucyrtidium ,,,,mitodes,,,,Eucyrtidium mitodes,radiolarians
,,Eucyrtidium ,,,,montiparum,,,,Eucyrtidium montiparum,radiolarians
,,Eucyrtidium ,,,,nishimurae,,,,Eucyrtidium nishimurae,radiolarians
,,Eucyrtidium ,,,,plesiodiaphanes,,,,Eucyrtidium plesiodiaphanes,radiolarians
,,Eucyrtidium ,,,,pseudoinflatum,,,,Eucyrtidium pseudoinflatum,radiolarians
,,Eucyrtidium ,,,,spinosum,,,,Eucyrtidium spinosum,radiolarians
,,Eusyringium ,,,,fistuligerum,,,,Eusyringium fistuligerum,radiolarians
,,Eusyringium ,,,,lagena,,,,Eusyringium lagena,radiolarians
,,Giraffospyris ,,,,angulata,,,,Giraffospyris angulata,radiolarians
,,Giraffospyris ,,,,sp.,,,,Giraffospyris sp.,radiolarians
,,Gondwanaria ,,,,deflandrei,,,,Gondwanaria deflandrei,radiolarians
,,Gondwanaria ,,,,japonica,,,,Gondwanaria japonica,radiolarians
,,Haliommetta ,,,,miocenica,,,,Haliommetta miocenica,radiolarians
,,Heliodiscus ,,,,asteriscus,,,,Heliodiscus asteriscus,radiolarians
,,Helotholus ,,,,vema,,,,Helotholus vema,radiolarians
,?,Helotholus ,,,,haysi,,,,? Helotholus haysi,radiolarians
,,Hexacontium ,,,,akitaensis,,,,Hexacontium akitaensis,radiolarians
,,Hexacontium ,,,,dionysus,,,,Hexacontium dionysus,radiolarians
,,Hexacontium ,,,,enthacanthus,,,,Hexacontium enthacanthus,radiolarians
,,Hexacontium ,,,,laevigatum,,,,Hexacontium laevigatum,radiolarians
,,Hexacontium ,,,,melpomene,,,,Hexacontium melpomene,radiolarians
,,Hexacontium ,,,,pachydermum,,,,Hexacontium pachydermum,radiolarians
,,Hexacontium ,,,,parviakitaensis,,,,Hexacontium parviakitaensis,radiolarians
,,Hexacontium ,,,,sp.,,,,Hexacontium sp.,radiolarians
,,Hexalonche,,,,amphisiphon,,,,Hexalonche amphisiphon,radiolarians
,,Hexapyle,,,,dodecantha,,,,Hexapyle dodecantha,radiolarians
,,Histiastrum,,,,quadribrachiatus ,,quadribrachiatus,,Histiastrum quadribrachiatus quadribrachiatus,radiolarians
,,Hymeniastrum,,,,euclidis,,,,Hymeniastrum euclidis,radiolarians
,,Hymeniastrum,,,,sp.,,,,Hymeniastrum sp.,radiolarians
,,Lamaprocyrtis ,,,,heteroporos,,,,Lamaprocyrtis heteroporos,radiolarians
,,Lamaprocyrtis ,,,,neoheteroporos,,,,Lamaprocyrtis neoheteroporos,radiolarians
,,Lamaprocyrtis ,,,,nigriniae,,,,Lamaprocyrtis nigriniae,radiolarians
,,Lamprocyclas,,,cf.,heteroporus,,,,Lamprocyclas cf. heteroporus,radiolarians
,,Lamprocyclas,,,,hadros,,,,Lamprocyclas hadros,radiolarians
,,Lamprocyclas,,,,junonis,,,,Lamprocyclas junonis,radiolarians
,,Lamprocyclas,,,,maritalis,,,,Lamprocyclas maritalis,radiolarians
,,Lamprocyclas,,,,maritalis,,maritalis,,Lamprocyclas maritalis maritalis,radiolarians
,,Lamprocyclas,,,,maritalis,,polypora,,Lamprocyclas maritalis polypora,radiolarians
,,Lamprocyclas,,,,particollis,,,,Lamprocyclas particollis,radiolarians
,,Lamprocyrtis ,,,,heteroporos,,,,Lamprocyrtis heteroporos,radiolarians
,,Lamprocyrtis ,,,,neoheteroporos,,,,Lamprocyrtis neoheteroporos,radiolarians
,,Lamprocyrtis ,,,,nigriniae,,,,Lamprocyrtis nigriniae,radiolarians
,,Lampromitra ,,,,coronata,,,,Lampromitra coronata,radiolarians
,,Lampromitra ,,,,sp.,,,,Lampromitra sp.,radiolarians
,,Lamptonium ,,,,fabaeforme ,,chaunothorax,,Lamptonium fabaeforme chaunothorax,radiolarians
,,Lamptonium ,,,,fabaeforme ,,constrictum,,Lamptonium fabaeforme constrictum,radiolarians
,,Lamptonium ,,,,fabaeforme ,,fabaeforme ,,Lamptonium fabaeforme fabaeforme,radiolarians
,,Lamptonium ,,,,fabaeforme ,,,,Lamptonium fabaeforme,radiolarians
,,Lamptonium ,,,,pennatum,,,,Lamptonium pennatum,radiolarians
,,Lamptonium ,,,,sanfilippoae,,,,Lamptonium sanfilippoae,radiolarians
,,Larcopyle ,,,,buetschlii,,,,Larcopyle buetschlii,radiolarians
,,Larcopyle ,,,,hayesi,,,,Larcopyle hayesi,radiolarians
,,Larcopyle ,,,,nebulum,,,,Larcopyle nebulum,radiolarians
,,Larcopyle ,,,,polycantha,,,,Larcopyle polycantha,radiolarians
,,Larcopyle ,,,,pylomaticus,,,,Larcopyle pylomaticus,radiolarians
,,Larcopyle ,,,,quadrangula,,,,Larcopyle quadrangula,radiolarians
,,Larcopyle ,,,,weddellium,,,,Larcopyle weddellium,radiolarians
,,Larcospira ,,,,minor,,,,Larcospira minor,radiolarians
,,Larcospira ,,,,quadrangula,,,,Larcospira quadrangula,radiolarians
,,Lipmanella ,,,,dictyoceras,,,,Lipmanella dictyoceras,radiolarians
,,Liriospyris,,,,longicornuta,,,,Liriospyris longicornuta,radiolarians
,,Liriospyris,,,,parkerae,,,,Liriospyris parkerae,radiolarians
,,Liriospyris,,,,reticulata,,,,Liriospyris reticulata,radiolarians
,,Liriospyris,,,,sp.,,,,Liriospyris sp.,radiolarians
,,Liriospyris,,,,stauropora,,,,Liriospyris stauropora,radiolarians
,,Lithelius,,,,barbatus,,,,Lithelius barbatus,radiolarians
,,Lithelius ,,,,barbatus,,,,Lithelius barbatus,radiolarians
,,Lithelius ,,,,minor,,,,Lithelius minor,radiolarians
,,Lithelius ,,,,nautiloides,,,,Lithelius nautiloides,radiolarians
,,Lithelius ,,,,sp.,,,,Lithelius sp.,radiolarians
,,Lithelius ,,,,sp. A,,,,Lithelius sp. A,radiolarians
,,Lithochytris,,,,archaea,,,,Lithochytris archaea,radiolarians
,,Lithochytris,,,,vespertilio,,,,Lithochytris vespertilio,radiolarians
,,Lithocyclia,,,,angusta,,,,Lithocyclia angusta,radiolarians
,,Lithocyclia,,,,aristotelis,,,,Lithocyclia aristotelis,radiolarians
,,Lithocyclia,,,,crux,,,,Lithocyclia crux,radiolarians
,,Lithocyclia,,,,ocellus,,,,Lithocyclia ocellus,radiolarians
,,Lithomelissa,,,,ehrenbergi,,,,Lithomelissa ehrenbergi,radiolarians
,,Lithomelissa,,,,sakaii,,,,Lithomelissa sakaii,radiolarians
,,Lithomelissa,,,,setosa,,,,Lithomelissa setosa,radiolarians
,,Lithomelissa,,,,sp.,,,,Lithomelissa sp.,radiolarians
,,Lithomelissa,,,,sphaerocephalis,,,,Lithomelissa sphaerocephalis,radiolarians
,,Lithomelissa,,,,stigi,,,,Lithomelissa stigi,radiolarians
,,Lithomelissa,,,,tricorns,,,,Lithomelissa tricorns,radiolarians
,,Lithopera ,,,,bacca,,,,Lithopera bacca,radiolarians
,,Lithopera ,,,,neotera,,,,Lithopera neotera,radiolarians
,,Lithopera ,,,,renzae,,,,Lithopera renzae,radiolarians
,,Lithostrobus ,,,,hexagonalis,,,,Lithostrobus hexagonalis,radiolarians
,,Lophocyrtis,,,,aspera,,,,Lophocyrtis aspera,radiolarians
,,Lophocyrtis,,,,biaurita,,,,Lophocyrtis biaurita,radiolarians
,,Lophocyrtis,,,,dumitricai,,,,Lophocyrtis dumitricai,radiolarians
,,Lophocyrtis,,,,exitelus,,,,Lophocyrtis exitelus,radiolarians
,,Lophocyrtis,,,,hadra,,,,Lophocyrtis hadra,radiolarians
,,Lophocyrtis,,,,jacchia,,,,Lophocyrtis jacchia,radiolarians
,,Lophocyrtis,,,,jacchia,,hapsis,,Lophocyrtis jacchia hapsis,radiolarians
,,Lophocyrtis,,,,keraspera,,,,Lophocyrtis keraspera,radiolarians
,,Lophocyrtis,,,,leptetrum,,,,Lophocyrtis leptetrum,radiolarians
,,Lophocyrtis,,,,longiventer,,,,Lophocyrtis longiventer,radiolarians
,,Lophocyrtis,,,,milowi,,,,Lophocyrtis milowi,radiolarians
,,Lophocyrtis,,,,oberhaensliae,,,,Lophocyrtis oberhaensliae,radiolarians
,,Lophocyrtis,,,,pegetrum,,,,Lophocyrtis pegetrum,radiolarians
,,Lophocyrtis,,,,semipolita,,,,Lophocyrtis semipolita,radiolarians
,,Lophophaena,,,,sp.,,,,Lophophaena sp.,radiolarians
,,Lophophaenoma ,,,,witjazzi,,,,Lophophaenoma witjazzi,radiolarians
,,Lophospyris  ,,,,pentagona,,hyperborea,,Lophospyris pentagona hyperborea,radiolarians
,,Lophospyris  ,,,,pentagona,,pentagona,,Lophospyris pentagona pentagona,radiolarians
,,Lophospyris  ,,,,pentagona,?,pentagona,,Lophospyris pentagona ? pentagona,radiolarians
,,Lychnocanium ,,,,amphitrite,,,,Lychnocanium amphitrite,radiolarians
