Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group
Radiolaria indet.,,,,,,,,,,Radiolaria indet.,radiolarians
,,Euchitonia,,,,elegans-furcata,,,,Euchitonia elegans-furcata,radiolarians
,,Botryostrobus,,,,auritus-australis,,,group,Botryostrobus auritus-australis (group),radiolarians
Phaeodaria indet.,,,,,,,,,,Phaeodaria indet.,radiolarians
,,Phorticium,,,,pylonium,,,,Phorticium pylonium,radiolarians
,,Acanthodesmia,,,,spp.,,,,Acanthodesmia spp.,radiolarians
,,Acrobotrys,,,,tritubus,,,,Acrobotrys tritubus,radiolarians
,,Acrocubus,,,,octopylus,,,,Acrocubus octopylus,radiolarians
,,Acrosphaera,,,,australis,,,,Acrosphaera australis,radiolarians
,,Acrosphaera,,,,collina,,,,Acrosphaera collina,radiolarians
,,Acrosphaera,,,,cyrtodon,,,,Acrosphaera cyrtodon,radiolarians
,,Acrosphaera,,,,inflata,,,,Acrosphaera inflata,radiolarians
,,Acrosphaera,,,,lappacea,,,,Acrosphaera lappacea,radiolarians
,,Acrosphaera,,,,murrayana,,,,Acrosphaera murrayana,radiolarians
,,Acrosphaera,,,,sp.,,,,Acrosphaera sp.,radiolarians
,,Acrosphaera,,,,spinosa,,,,Acrosphaera spinosa,radiolarians
,,Acrosphaera,,,,spinosa,,echinoides,,Acrosphaera spinosa echinoides,radiolarians
,,Acrosphaera,,,,spinosa,,fasciculopora,,Acrosphaera spinosa fasciculopora,radiolarians
,,Acrosphaera,,,,trepanata,,,,Acrosphaera trepanata,radiolarians
,?,Acrosphaera,,,,labrata,,,,? Acrosphaera labrata,radiolarians
,?,Acrosphaera,,,,mercurius,,,,? Acrosphaera mercurius,radiolarians
,,Actinomma,,,,antarcticum,,,,Actinomma antarcticum,radiolarians
,,Actinomma,,,,arcadophorum,,,,Actinomma arcadophorum,radiolarians
,,Actinomma,,,,boreale,,,,Actinomma boreale,radiolarians
,,Actinomma,,,,delicatulum,,,,Actinomma delicatulum,radiolarians
,,Actinomma,,,,leptodermum,,,,Actinomma leptodermum,radiolarians
,,Actinomma,,,,leptodermum,,longispinum,,Actinomma leptodermum longispinum,radiolarians
,,Actinomma,,,,medianum,,,,Actinomma medianum,radiolarians
,,Actinomma,,,,popofskii,,,,Actinomma popofskii,radiolarians
,,Actinomma,,,,sp.,,,,Actinomma sp.,radiolarians
,,Amphicraspedum,,,,murrayanum,,,,Amphicraspedum murrayanum,radiolarians
,,Amphicraspedum,,,,prolixum,,,,Amphicraspedum prolixum,radiolarians
,,Amphimelissa,,,,setosa,,,,Amphimelissa setosa,radiolarians
,,Amphipyndax,,,,stocki,,,,Amphipyndax stocki,radiolarians
,,Amphirhopalum ,,,,ypsilon,,,,Amphirhopalum ypsilon,radiolarians
,,Amphisphaera,,,,coronata,,,,Amphisphaera coronata,radiolarians
,,Amphisphaera,,,s.l.,coronata,,,,Amphisphaera s.l. coronata,radiolarians
,,Amphisphaera,,,,goruna,,,,Amphisphaera goruna,radiolarians
,,Amphisphaera,,,,radiosa,,,,Amphisphaera radiosa,radiolarians
,,Amphistylus,,,,angelinus,,,,Amphistylus angelinus,radiolarians
,,Amphymenium,,,,splendiarmatum,,,,Amphymenium splendiarmatum,radiolarians
,,Anomalacantha,,,,dentata,,,,Anomalacantha dentata,radiolarians
,,Antarctissa,,,,cylindrica,,,,Antarctissa cylindrica,radiolarians
,,Antarctissa,,,,deflandrei,,,,Antarctissa deflandrei,radiolarians
,,Antarctissa,,,,denticulata,,,,Antarctissa denticulata,radiolarians
,,Antarctissa,,,,robusta,,,,Antarctissa robusta,radiolarians
,,Antarctissa,,,,strelkovi,,,,Antarctissa strelkovi,radiolarians
,,Anthocyrtella,,,?,callopisma,,,,Anthocyrtella ? callopisma,radiolarians
,,Anthocyrtidium,,,,angulare,,,,Anthocyrtidium angulare,radiolarians
,,Anthocyrtidium,,,,jenghisi,,,,Anthocyrtidium jenghisi,radiolarians
,,Anthocyrtidium,,,,marieae,,,,Anthocyrtidium marieae,radiolarians
,,Anthocyrtidium,,,,ophirense,,,,Anthocyrtidium ophirense,radiolarians
,,Anthocyrtidium,,,,pliocenica,,,,Anthocyrtidium pliocenica,radiolarians
,,Anthocyrtidium,,,,sp.,,,,Anthocyrtidium sp.,radiolarians
,,Anthocyrtidium,,,,zanguebaricum,,,,Anthocyrtidium zanguebaricum,radiolarians
,,Anthocyrtis,,,,ehrenbergi,var.,pliocenica,,Anthocyrtis ehrenbergi var. pliocenica,radiolarians
,,Anthocyrtoma,,,,sp.,,,,Anthocyrtoma sp.,radiolarians
,,Anthocyrtoma,,,,spp.,,,,Anthocyrtoma spp.,radiolarians
,,Aphetocyrtis,,,,bianulus,,,,Aphetocyrtis bianulus,radiolarians
,,Aphetocyrtis,,,,gnomabax,,,,Aphetocyrtis gnomabax,radiolarians
,,Aphetocyrtis,,,,rossi,,,,Aphetocyrtis rossi,radiolarians
,,Artobotrys,,,,auriculaleporis,,,,Artobotrys auriculaleporis,radiolarians
,,Artobotrys,,,,biaurita,,,,Artobotrys biaurita,radiolarians
,,Artophormis,,,,barbadensis,,,,Artophormis barbadensis,radiolarians
,,Artophormis,,,,gracilis,,,,Artophormis gracilis,radiolarians
,,Astrophacus,,,,sp.,,,,Astrophacus sp.,radiolarians
,,Axoprunum,,,,acquilonium,,,,Axoprunum acquilonium,radiolarians
,,Axoprunum,,,,bispiculum,,,,Axoprunum bispiculum,radiolarians
,,Axoprunum,,,,pierinae,,,,Axoprunum pierinae,radiolarians
,?,Axoprunum,,,,sp.,,,,? Axoprunum sp.,radiolarians
,,Axoprunum,,,,stauraxonium,,,,Axoprunum stauraxonium,radiolarians
,,Bathropyramis,,,,woodringi,,,,Bathropyramis woodringi,radiolarians
,,Bekoma,,,,bidartensis,,,,Bekoma bidartensis,radiolarians
,,Bekoma,,,,campechensis,,,,Bekoma campechensis,radiolarians
,,Bekoma,,,,divaricata,,,,Bekoma divaricata,radiolarians
,,Bekoma,,,,spp.,,,,Bekoma spp.,radiolarians
,,Botryocella,,,,sp.,,,,Botryocella sp.,radiolarians
,,Botryocyrtis,,,,scutum,,,,Botryocyrtis scutum,radiolarians
,,Botryostrobus,,,,aquilonaris,,,,Botryostrobus aquilonaris,radiolarians
,,Botryostrobus,,,,auritus,,,,Botryostrobus auritus,radiolarians
,,Botryostrobus,,,,miralestensis,,,,Botryostrobus miralestensis,radiolarians
,,Botryostrobus,,,,sp.,,,,Botryostrobus sp.,radiolarians
,,Buccinosphaera ,,,,invaginata,,,,Buccinosphaera invaginata,radiolarians
,,Buryella,,,,clinata,,,,Buryella clinata,radiolarians
,,Buryella,,,,foremanae,,,,Buryella foremanae,radiolarians
,,Buryella,,,,pentadica,,,,Buryella pentadica,radiolarians
,,Buryella,,,,spp.,,,,Buryella spp.,radiolarians
,,Buryella,,,,tetradica,,,,Buryella tetradica,radiolarians
,,Calocycletta,,,,costata,,,,Calocycletta costata,radiolarians
,,Calocyclas,,,,bandyca,,,,Calocyclas bandyca,radiolarians
,,Calocyclas,,,,hispida,,,,Calocyclas hispida,radiolarians
,,Calocyclas,,,,turris,,,,Calocyclas turris,radiolarians
,,Calocycletta,,,,anekathen,,,,Calocycletta anekathen,radiolarians
,,Calocycletta,,,,caepa,,,,Calocycletta caepa,radiolarians
,,Calocycletta,,,,robusta,,,,Calocycletta robusta,radiolarians
,,Calocycletta,,,,serrata,,,,Calocycletta serrata,radiolarians
,,Calocycletta,,,,sp.,,,,Calocycletta sp.,radiolarians
,,Calocycletta,,,,virginis,,,,Calocycletta virginis,radiolarians
,,Calocycloma,,,,ampulla,,,,Calocycloma ampulla,radiolarians
,,Calocycloma,,,,castum,,,,Calocycloma castum,radiolarians
,,Carpocanarium,,,,papillosum,,,,Carpocanarium papillosum,radiolarians
,,Carpocanarium,,,,sp.,,,,Carpocanarium sp.,radiolarians
,,Carpocanistrum,,,,acutidentatum,,,,Carpocanistrum acutidentatum,radiolarians
,,Carpocanistrum,,,,cephallum,,,,Carpocanistrum cephallum,radiolarians
,,Carpocanistrum,,,,favosum,,,,Carpocanistrum favosum,radiolarians
,,Carpocanistrum,,,,sp.,,,,Carpocanistrum sp.,radiolarians
,,Carpocanium,,,,rubyae,,,,Carpocanium rubyae,radiolarians
,,Carpocanopsis,,,,bramlettei,,,,Carpocanopsis bramlettei,radiolarians
,,Carpocanopsis,,,,cingulata,,,,Carpocanopsis cingulata,radiolarians
,,Carpocanopsis,,,,cristata,,,,Carpocanopsis cristata,radiolarians
,,Carpocanopsis,,,,sp.,,,,Carpocanopsis sp.,radiolarians
,,Carposphaera,,,,annikae,,,,Carposphaera annikae,radiolarians
,,Carposphaera,,,,sp.,,,,Carposphaera sp.,radiolarians
,,Cenosphaera,,,,coronata,,,,Cenosphaera coronata,radiolarians
,,Cenosphaera,,,,cristata,,,,Cenosphaera cristata,radiolarians
,,Cenosphaera,,,,sp.,,,,Cenosphaera sp.,radiolarians
,,Centrobotrys,,,,gravida,,,,Centrobotrys gravida,radiolarians
,,Centrobotrys,,,,petrushevskayae,,,,Centrobotrys petrushevskayae,radiolarians
,,Centrobotrys,,,,thermophila,,,,Centrobotrys thermophila,radiolarians
,,Ceratocyrtis,,,,cucullaris,,,,Ceratocyrtis cucullaris,radiolarians
,,Ceratocyrtis,,,,histricosa,,,,Ceratocyrtis histricosa,radiolarians
,,Ceratocyrtis,,,,mashae,,,,Ceratocyrtis mashae,radiolarians
,,Ceratocyrtis,,,,sp.,,,,Ceratocyrtis sp.,radiolarians
,,Ceratocyrtis,,,,spp.,,,,Ceratocyrtis spp.,radiolarians
,,Ceratospyris,,,,borealis,,,,Ceratospyris borealis,radiolarians
,,Circodiscus,,Porodiscus,,circularis,,,,Circodiscus Porodiscus circularis,radiolarians
,,Circodiscus,,,,microporus,,,,Circodiscus microporus,radiolarians
