leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
72,516,F,1,1,2.0,150.0,169.10,169.12,170.60,LG, NANNO OOZE, GRAY, BURROWS,,  *,,,, SOFT, 11111210,fba1aae8123585b1fa0ac53318eba5a9,72-516F-1-1
72,516,F,1,2,0.0,142.0,169.10,170.60,172.02,LG, NANNO OOZE, GRAY," BEDDING,BURROWS,MOTTLING", UNDISTURBED,  *,,,, SOFT,,9db03b066de44511d0e1336fd013a872,72-516F-1-2
72,516,F,1,CC,0.0,14.0,169.10,172.12,172.16,LG, NANNO OOZE, GRAY,,,  *,,,, SOFT,,c3a4a312fecf72f45af8d58620202a9d,72-516F-1-CC
72,516,F,2,1,0.0,150.0,178.60,178.60,180.10,LG, NANNO OOZE," WHITE,GRAY", BURROWS, MODERATELY DISTURBED,  *,,,, SOFT,,a79a1c2d114541df2658783263725334,72-516F-2-1
72,516,F,2,2,33.0,150.0,178.60,180.43,181.60,LG, NANNO OOZE," WHITE,GRAY",, GREATLY DISTURBED,  *,,,, SOFT,,56599e91fa50333b8bb63a0a648576ce,72-516F-2-2
72,516,F,2,3,6.0,150.0,178.60,181.66,183.10,LG, NANNO OOZE, GRAY,, GREATLY DISTURBED,  *,,,, SOFT,,2b96d724a75253d1bf0340e50c0629c3,72-516F-2-3
72,516,F,2,4,0.0,150.0,178.60,183.10,184.60,LG, NANNO OOZE, GRAY,, GREATLY DISTURBED,  *,,,, SOFT,,e74f6d432918f17536e966a9237a2ccf,72-516F-2-4
72,516,F,2,5,0.0,150.0,178.60,184.60,186.10,LG, NANNO OOZE, GRAY,, GREATLY DISTURBED,  *,,,, SOFT,,1959be15abdf160e11c7fac2f268454d,72-516F-2-5
72,516,F,2,6,0.0,139.0,178.60,186.10,187.49,LG, NANNO OOZE, WHITE," BURROWS,LAMINAE",,  *,,,, SOFT,,c996e35a27c99940d609c9f188fb68ed,72-516F-2-6
72,516,F,2,7,0.0,50.0,178.60,187.60,188.10,LG, NANNO CHALK, WHITE," BURROWS,LAMINAE",,  *,,,, FIRM,,4baf4193656eff28575dcd79d7763010,72-516F-2-7
72,516,F,2,CC,0.0,20.0,178.60,188.20,188.30,LG, NANNO CHALK, WHITE,,,  *,,,, FIRM,,6a8871e7bc5ff0a909e5b49fe1a654cf,72-516F-2-CC
