Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
119, 736,A,Post Moratorium          ,      30.070,    0.620000,LO Actinocyclus ingens
,,,,,,
119, 736,A,Post Moratorium          ,      48.250,    0.550000,LO Antarctissa cylindrica
,,,,,,
119, 736,A,Post Moratorium          ,      54.830,    0.650000,LO Coscinodiscus elliptopora
,,,,,,
119, 736,A,Post Moratorium          ,      76.500,    0.700000,FO Mitrocalpis araneafera
,,,,,,
119, 736,A,Post Moratorium          ,     106.540,    1.580000,LO Rhizosolenia barboi
,,,,,,
119, 736,A,Post Moratorium          ,     137.050,    1.600000,LO Cycladophora pliocena
,,,,,,
119, 736,A,Post Moratorium          ,     150.720,    1.890000,LO Thalassiosira kolbei
,,,,,,
119, 736,A,Post Moratorium          ,     163.150,    1.850000,FO Lithelius nautiloides
,,,,,,
119, 736,A,Post Moratorium          ,     169.450,    1.850000,FCO Triceraspyris antarctica
,,,,,,
119, 736,A,Post Moratorium          ,     179.800,    1.850000,FCO Saccospyris antarctica
,,,,,,
119, 736,A,Post Moratorium          ,     195.350,    2.220000,LO Coscinodiscus vulnificus
,,,,,,
119, 736,A,Post Moratorium          ,     224.120,    2.490000,LO Cosmiodiscus insignis
,,,,,,
119, 736,A,Post Moratorium          ,     228.290,    2.400000,LCO Desmospyris spongiosa
,,,,,,
119, 736,A,Post Moratorium          ,     228.300,    2.400000,LCO Pseudocubus vema
,,,,,,
