leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code
59,448,A,1,3,77.0,79.0,0.00,3.78, 1,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RCALC0050,Calocycletta costata,PRESENT,  ,1
59,448,A,3,1,77.0,79.0,62.00,62.78, 4,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RCALC0070,Calocycletta robusta,FEW,  ,1
59,448,A,3,1,77.0,79.0,62.00,62.78, 4,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RCANN0070,Cannartus prismaticus,FEW,  ,1
59,448,A,3,1,77.0,79.0,62.00,62.78, 4,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RDORC0030,Dorcadospyris ateuchus,FEW,  ,1
59,448,A,3,1,77.0,79.0,62.00,62.78, 4,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RDORC0110,Dorcadospyris papilio,RARE,  ,1
59,448,A,3,4,6.0,8.0,62.00,66.57, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,MODERATE,NO AGE GIVEN,583,RCALC0070,Calocycletta robusta,FEW,  ,1
59,448,A,3,4,6.0,8.0,62.00,66.57, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,MODERATE,NO AGE GIVEN,583,RCANN0070,Cannartus prismaticus,FEW,  ,1
59,448,A,3,4,6.0,8.0,62.00,66.57, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,MODERATE,NO AGE GIVEN,583,RDORC0030,Dorcadospyris ateuchus,FEW,  ,1
59,448,A,3,4,6.0,8.0,62.00,66.57, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,MODERATE,NO AGE GIVEN,583,RDORC0110,Dorcadospyris papilio,RARE,  ,1
59,448,A,3,4,6.0,8.0,62.00,66.57, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,MODERATE,NO AGE GIVEN,583,RDORC0170,Dorcadospyris riedeli,PRESENT,  ,1
59,448,A,3,6,6.0,8.0,62.00,69.57, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,583,RCALC0070,Calocycletta robusta,ABUNDANT,  ,1
59,448,A,3,6,6.0,8.0,62.00,69.57, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,583,RCANN0070,Cannartus prismaticus,FEW,  ,1
59,448,A,3,6,6.0,8.0,62.00,69.57, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,583,RDORC0030,Dorcadospyris ateuchus,COMMON,  ,1
59,448,A,3,6,6.0,8.0,62.00,69.57, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,583,RDORC0110,Dorcadospyris papilio,RARE,  ,1
59,448,A,3,6,6.0,8.0,62.00,69.57, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,583,RDORC0140,Dorcadospyris praeforcipata,RARE,  ,1
59,448,A,3,6,6.0,8.0,62.00,69.57, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,583,RDORC0170,Dorcadospyris riedeli,RARE,  ,1
59,448,A,3,6,6.0,8.0,62.00,69.57, 7,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,583,RDORC0200,Dorcadospyris triceros,PRESENT,  ,1
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RCALC0070,Calocycletta robusta,ABUNDANT,  ,1
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RCANN0070,Cannartus prismaticus,FEW,  ,1
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0030,Dorcadospyris ateuchus,FEW,  ,1
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0040,Dorcadospyris circulus,FEW,  ,1
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0110,Dorcadospyris papilio,RARE,  ,1
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0140,Dorcadospyris praeforcipata,RARE,  ,1
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0170,Dorcadospyris riedeli,FEW,  ,1
59,448,A,3,CC,,,62.00,71.27, 8,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,583,RDORC0200,Dorcadospyris triceros,PRESENT,  ,1
59,448,A,4,6,6.0,8.0,71.50,79.07, 3,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RCALC0070,Calocycletta robusta,COMMON,  ,1
59,448,A,4,6,6.0,8.0,71.50,79.07, 3,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RDORC0030,Dorcadospyris ateuchus,COMMON,  ,1
59,448,A,4,6,6.0,8.0,71.50,79.07, 3,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,583,RDORC0110,Dorcadospyris papilio,RARE,  ,1
59,448,A,4,CC,,,71.50,80.80, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,,,,,NO AGE GIVEN,583,RCALC0070,Calocycletta robusta,FEW,  ,1
59,448,A,4,CC,,,71.50,80.80, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,,,,,NO AGE GIVEN,583,RCANN0070,Cannartus prismaticus,RARE,  ,1
59,448,A,4,CC,,,71.50,80.80, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,,,,,NO AGE GIVEN,583,RDORC0040,Dorcadospyris circulus,FEW,  ,1
59,448,A,4,CC,,,71.50,80.80, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,,,,,NO AGE GIVEN,583,RDORC0110,Dorcadospyris papilio,RARE,  ,1
59,448,A,4,CC,,,71.50,80.80, 5,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,,,,,NO AGE GIVEN,583,RDORC0170,Dorcadospyris riedeli,ABUNDANT,  ,1
