Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
170,1043,A,Initial Reports          ,      29.760,    0.740000,foram
,,,,,,
170,1043,A,Initial Reports          ,     117.140,    1.770000,foram
,,,,,,
170,1043,A,Initial Reports          ,     130.500,    0.620000,diatom
,,,,,,
170,1043,A,Initial Reports          ,     161.520,    1.400000,foram
,,,,,,
170,1043,A,Initial Reports          ,     176.900,    0.460000,nannofossil
,,,,,,
170,1043,A,Initial Reports          ,     195.130,    0.700000,diatom
,,,,,,
170,1043,A,Initial Reports          ,     205.440,    1.470000,nannofossil
,,,,,,
170,1043,A,Initial Reports          ,     205.450,    1.770000,foram
,,,,,,
170,1043,A,Initial Reports          ,     224.530,    1.720000,diatom
,,,,,,
170,1043,A,Initial Reports          ,     234.310,    1.950000,nannofossil
,,,,,,
170,1043,A,Initial Reports          ,     234.320,    2.430000,diatom
,,,,,,
170,1043,A,Initial Reports          ,     234.330,    2.700000,foram
,,,,,,
170,1043,A,Initial Reports          ,     241.910,    3.750000,nannofossil
,,,,,,
170,1043,A,Initial Reports          ,     263.130,    5.600000,nannofossil
,,,,,,
170,1043,A,Initial Reports          ,     272.840,    6.520000,diatom
,,,,,,
170,1043,A,Initial Reports          ,     282.260,    9.660000,diatom
,,,,,,
