leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
54,424,B,1,1,0.0,150.0,0.00,0.00,1.50,MTY, NANNOFORAM OOZE," 10GY5/2-GREYISH GREEN,5GY6/1-GRE ENISH GREY"," 0-44 CM (AND PATCH 60-75 CM) IS SLIGHTL Y MOTTLED OOZE,TRACE OF BURROWING,REMAINDER OF CORE IS PALER 5GY6/1,SLIGHT STREAKING OR BIOTURBATION", M ODERATELY DISTURBED,,,,," SOFT,POORLY CONSOLIDATED*",
54,424,B,1,2,0.0,70.0,0.00,1.50,2.20,MTY, NANNOFORAM OOZE," 5GY6/1-GREENISH GREY,10GY5/2-GRE YISH GREEN"," MOTTLED 5GY6/1 OR 10GY5/2 OOZE,BECOMING MORE NODULAR TOWARDS BASE", MODERATELY DISTURBED,,,,,, 11111221.1210
54,424,B,1,2,70.0,122.0,0.00,2.20,2.72,MTY, NANNOFORAM(?) OOZE AND ASH LAYERS," 5GY3/2-GREYISH OLIVE GREEN,5Y5/6-LIGHT OLIVE BROWN,5YR2/2-DUSKY BR OWN"," 70-85 CM (APPROX.) IS 5GY3/2 OOZE,85-110 CM (A PPROX.) IS 5Y5/6 OOZE,96-122 CM (INSIDE PREVIOUS LAY ER,COMING TO ABOUT 2 CM WIDE AT 96 CM AND WIDTH OF C ORE AT 122 CM APPROX.) IS 5YR2/2 GRANULAR MN(??) OR TUFFACEOUS BAND?,5Y5/6 OOZE IS IRREGULAR PATCH,ABOVE SURROUNDED AND INTERMIXED WITH 5GY6/1 OR 10GY5/2 (S EE 0-70 CM)", MODERATELY DISTURBED,, MN(??) OR TUFFA CEOUS BAND? 96-122 CM*,,,,
54,424,B,1,3,0.0,130.0,0.00,3.00,4.30,MTY, GREYISH OLIVE GREEN NANNOFORAM OOZE CONTAINING FRA GMENTS OF ASH AND BASALT, 5GY3/2-GREYISH OLIVE GREE N,, HIGHLY DISTURBED TO SLURRY," FRAGMENTS OF ASH AN D BASALT (UP TO 1 CM ACROSS),POORLY SORTED"," ASH,BAS ALT",, NUMEROUS VOIDS, PREDOMINANTLY SOUPY*,
54,424,B,2,1,0.0,150.0,3.50,3.50,5.00,MTY, NANNOFORAM OOZE," 5Y4/4-MODERATE OLIVE BROWN,5G2/1 -GREENISH BLACK"," 5Y4/4 OOZE,BECOMES SLIGHTLY 5G2/1 TOWARDS BASE", HIGHLY DISTURBED,,,,, SOUPY-VERY*,
54,424,B,2,2,0.0,150.0,3.50,5.00,6.50,MTY, DARK GREENISH BLACK GRANULAR MN? OR TUFFACEOUS SED IMENT," 5G2/1-DARK GREENISH BLACK,10GY4/4-DUSKY YELL OWISH GREEN,-RUSTY BROWN"," ENTIRE SECTION IS 5G2/1 M N? OR TUFF.SED.,10GY4/4 CLAY FRACTION,NUMEROUS RUSTY BROWN FE-RICH? GRAINS,PROBABLY COARSER TOWARDS BASE (UP TO 0.5 CM),LITTLE OR NO COLOR VARIATION,DARK MN (OR TUFFACEOUS??) LUMPS CRUMBLE EASILY REVEALING A FINE GRAINED,STRUCTURELESS INTERIOR"," MODERATELY DIS TURBED,POSSIBLY CAUSED COARSENESS IN FE GRAINS", RUS TY BROWN FE-RICH? GRAINS," MN OR TUFF,FE-RICH? GRAIN S",, SMEAR SLIDE TAKEN AT 75 CM*,,
54,424,B,2,3,0.0,150.0,3.50,6.50,8.00,MTY, GRANULAR MN? OR TUFFACEOUS SEDIMENT AND OOZE," 5G2 /1-DARK GREENISH BLACK,10GY4/4-DUSKY YELLOW GREEN,5G Y3/2-GREYISH OLIVE GREEN"," 0-120 CM (APPROX.) IS SIM ILAR TO SECTION 2-1,5G2/1 MN? OR TUFF. SED. WITH 10G Y4/4 CLAY FRACTION,LOWER 30 CM CONTAINS A LARGE PORT ION OF 5GY3/2 OOZE", MODERATELY DISTURBED," MN (OR T UFFACEOUS??) LUMPS,FE-RICH? GRAINS"," MN OR TUFF,FE?",, SEE ALSO 2-1 FOR BETTER DESCRIPTION OF 0-120 CM*,,
54,424,B,2,4,0.0,150.0,3.50,8.00,9.50,MTY, DUSKY GREEN GRITTY SEDIMENT, 5G3/2-DUSKY GREEN," FINE-GRAINED,GRITTY", HIGHLY DISTURBED,,, CONTAINS FO RAMS," PROBABLY CLAY-RICH EQUIVALENT TO PREVIOUS SEC TIONS,VERY WET", SOUPY*,
54,424,B,2,5,0.0,150.0,3.50,9.50,11.00,MTY, DUSKY GREEN SEDIMENT (NANNOFORAM OOZE?)," 5G3/2-DU SKY GREEN,-GREYISH OLIVE GREEN"," AS PREVIOUS SECT.(2 -4),FINER GRAINED,TRACES OF GREYISH OLIVE GREEN NANN OFORAM OOZE", HIGHLY DISTURBED,,, CONTAINS FORAMS," A S PREVIOUS SECTION,LESS GRITTY THAN BEFORE", SOUPY*,
54,424,B,2,6,0.0,14.0,3.50,11.00,11.14,MTY, NANNO FORAM OOZE, 10GY3/2-DUSKY YELLOWISH BROWN," 10GY3/2 NANNOFORAM OOZE,GRITTY", HIGHLY DISTURBED,,,,,, 11110000
54,424,B,2,6,15.0,75.0,3.50,11.15,11.75,MTY, GRANULAR MN? OR TUFFACEOUS SEDIMENT," 5G2/1-DARK G REENISH BLACK,10GY4/4-DUSKY YELLOWISH GREEN", 5G2/1 MN OR TUFFACEOUS SEDIMENT WITH 10GY4/4 CLAY FRACTION," HIGHLY DISTURBED,SLURRY 15-25 AND 62-73 CM", RUST Y BROWN FE-RICH? GRAINS," MN OR TUFF,FE?",, SEE 2-2,, 33133000
54,424,B,2,CC,0.0,20.0,3.50,11.90,12.00,MTY, GREENISH BLACK GRANULAR MANGANIFEROUS SEDIMENT, 5 GY2/1-GRNISH BLACK, GRANULAR, SLURRY,, MN,,, SOFT, 33239000.3751
