leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
7,64,A,1,1,22.0,24.0,433.00,433.23, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1344,FGLOD0295,Globigerinoides pseudosellii,PRESENT,  ,1,6bce9605e6be659b810e3406a278812f,7-64A-1-1
7,64,A,1,2,33.0,35.0,433.00,434.84, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1332,FGLOA0418,Globorotalia praemenardi,PRESENT,  ,1,9754881d551f5e1d719aad4bb56f41dc,7-64A-1-2
7,64,A,1,2,33.0,35.0,433.00,434.84, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1332,FGLOA0498,Globorotalia siakensis,PRESENT,  ,1,462ac54da93196540f447920b706bd37,7-64A-1-2
7,64,A,1,2,33.0,35.0,433.00,434.84, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1332,FGLOD0500,Globigerinoides sicanus,PRESENT,  ,1,d153c1fee2508ec80c220d59e5a8180f,7-64A-1-2
7,64,A,1,2,33.0,35.0,433.00,434.84, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1332,FGLOD0510,Globigerinoides sicanus praesicanus,PRESENT,  ,1,8d66a518cde7ae5d85e6e2ee80db6a41,7-64A-1-2
7,64,A,1,2,33.0,35.0,433.00,434.84, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1332,FGLOE0010,Globigerinatella insueta,PRESENT,  ,1,0b56fffe75010ba4806e04ae686ede1d,7-64A-1-2
7,64,A,1,2,33.0,35.0,433.00,434.84, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1332,FGLOG0290,Globigerina falconensis,PRESENT,  ,1,0da8d390a110efb8fd31207fdcb71cc6,7-64A-1-2
7,64,A,1,2,33.0,35.0,433.00,434.84, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1332,FGLOG0455,Globigerina multiloba,PRESENT,  ,1,ae02ab13dc8124061fa17cdb8d34b5f0,7-64A-1-2
7,64,A,1,2,33.0,35.0,433.00,434.84, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1332,FGLOG0490,Globigerina nepenthoides,PRESENT,  ,1,6ecaade60538ea4c77a2ba423c5c31f4,7-64A-1-2
7,64,A,1,4,33.0,35.0,433.00,437.84, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1334,FGLOG0307,Globigerina foliata (q),PRESENT,  ,1,1df42f7be7ffeef75e95c9a8e9d70a65,7-64A-1-4
7,64,A,1,5,33.0,35.0,433.00,439.34, 2,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1352,FGLOD0530,Globigerinoides subquadratus,PRESENT,  ,1,30b5ca1e17d9ae4fbe5bbe6f3bae1fbc,7-64A-1-5
7,64,A,1,5,33.0,35.0,433.00,439.34, 2,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1352,FGLOD0540,Globigerinoides subquadratus subelongatus,PRESENT,  ,1,c96b3b3f1334eb8980caf10489705863,7-64A-1-5
7,64,A,2,4,33.0,35.0,442.00,446.84, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1402,FGLOA0486,Globorotalia scitula,PRESENT,  ,1,e363aac38f624ac4681665098a6afcd9,7-64A-2-4
7,64,A,2,5,33.0,35.0,442.00,448.34, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1344,FGLOD0550,Globigerinoides subquadratus subquadratus,PRESENT,  ,1,1a28065ae676c4b26b2bbcbdf7cef8a6,7-64A-2-5
7,64,A,2,6,15.0,17.0,442.00,449.66, 6,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1336,FGLOA0312,Globorotalia minima,PRESENT,  ,1,87d06fdd702f2812ca68ef0aa493af7a,7-64A-2-6
7,64,A,2,6,15.0,17.0,442.00,449.66, 6,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1336,FGLOA0498,Globorotalia siakensis,PRESENT,  ,1,bd5d16b2793967628aeea5de029b4968,7-64A-2-6
7,64,A,2,6,15.0,17.0,442.00,449.66, 6,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1336,FGLOD0350,Globigerinoides quadrilobatus praeimmaturus,PRESENT,  ,1,8295a94e84ff5658b844c1888184fe88,7-64A-2-6
7,64,A,2,6,15.0,17.0,442.00,449.66, 6,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1336,FGLOD0500,Globigerinoides sicanus,PRESENT,  ,1,58fc1c1007d478ce5cdb7088a2eb7809,7-64A-2-6
7,64,A,2,6,15.0,17.0,442.00,449.66, 6,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1336,FGLOG0005,Globigerina sp.,PRESENT,  ,1,23619388db2897a48a2658d79452b43e,7-64A-2-6
7,64,A,2,6,15.0,17.0,442.00,449.66, 6,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1336,FGLOG0230,Globigerina druryi,PRESENT,  ,1,38f300c4be7ef3b03cbf66df03f2034b,7-64A-2-6
7,64,A,3,1,33.0,35.0,451.00,451.34, 3,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1346,FGLOA0386,Globorotalia peripheroronda,PRESENT,  ,1,ecbd66cee4d5a33ea77d0b0042bb413b,7-64A-3-1
7,64,A,3,1,33.0,35.0,451.00,451.34, 3,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1346,FGLOD0510,Globigerinoides sicanus praesicanus,PRESENT,  ,1,93542956e55c75cf8a8db99a62806251,7-64A-3-1
7,64,A,3,1,33.0,35.0,451.00,451.34, 3,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1346,FGLOT0310,Globigerinita unicava unicava,PRESENT,  ,1,33cc64ef59b5d26e4c06c99df3e3fab5,7-64A-3-1
7,64,A,3,6,33.0,35.0,451.00,458.84, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1344,FGLOD0295,Globigerinoides pseudosellii,PRESENT,  ,1,84e955b8d833f1dafeec9317b19436d8,7-64A-3-6
7,64,A,4,2,33.0,35.0,461.00,462.84, 2,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1344,FGLOD0500,Globigerinoides sicanus,PRESENT,  ,1,709c2c72a353503875f3984aa17cd22d,7-64A-4-2
7,64,A,4,2,33.0,35.0,461.00,462.84, 2,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1344,FGLOD0550,Globigerinoides subquadratus subquadratus,PRESENT,  ,1,266d83db210b6c26cfddb54779fcf5cf,7-64A-4-2
7,64,A,4,3,17.0,19.0,461.00,464.18, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1346,FGLOD0510,Globigerinoides sicanus praesicanus,PRESENT,  ,1,422e6d0840376eaf25fee3e1fd2c679a,7-64A-4-3
7,64,A,5,6,33.0,35.0,470.00,477.84, 1,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1352,FGLOD0310,Globigerinoides quadrilobatus,PRESENT,  ,1,c8e5f986fea88bb3a5d022bf2f8eace0,7-64A-5-6
7,64,A,6,1,33.0,35.0,565.00,565.34, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOA0256,Globorotalia kugleri,PRESENT,  ,1,f393123a65601696a84362fcd537c30b,7-64A-6-1
7,64,A,6,1,33.0,35.0,565.00,565.34, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOA0310,Globorotalia merotumida,PRESENT,  ,1,7a681735d54541a971583131b26e38f5,7-64A-6-1
7,64,A,6,1,33.0,35.0,565.00,565.34, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOA0351,Globorotalia nkbrownii,PRESENT,  ,1,cc0cb7b48664dc911a242c379f561226,7-64A-6-1
7,64,A,6,1,33.0,35.0,565.00,565.34, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOD0310,Globigerinoides quadrilobatus,PRESENT,  ,1,74814da01a84c4242952e61d5a123606,7-64A-6-1
7,64,A,6,1,33.0,35.0,565.00,565.34, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOG0705,Globigerina selli,PRESENT,  ,1,d8fe504f44524297bb123a81d1c4b141,7-64A-6-1
7,64,A,6,1,33.0,35.0,565.00,565.34, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOG0775,Globigerina tripartita,PRESENT,  ,1,4a3404951f47b9b5a634a9538b3d0be9,7-64A-6-1
7,64,A,6,1,33.0,35.0,565.00,565.34, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOT0050,Globigerinita dissimilis,PRESENT,  ,1,e620a43e7a0ad6434c92d475b68c022d,7-64A-6-1
7,64,A,6,1,33.0,35.0,565.00,565.34, 8,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOT0320,Globigerinita uvula,PRESENT,  ,1,782bd968f3c3eb98bf4dabca96dae5f8,7-64A-6-1
7,64,A,6,4,33.0,35.0,565.00,569.84, 2,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1338,FGLOA0309,Globorotalia mendacis (q),PRESENT,  ,1,c7eae13eafbe91fb9d88f2d60f50e9b6,7-64A-6-4
7,64,A,6,4,33.0,35.0,565.00,569.84, 2,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1338,FGLOG0181,Globigerina ciperoensis ciperoensis (q),PRESENT,  ,1,0c92fe8c1d9f1890693cf7a9979853d9,7-64A-6-4
7,64,A,7,2,33.0,35.0,661.00,662.84, 9,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FCASS0010,Cassigerinella chipolensis,PRESENT,  ,1,9d3ba808fd8ce2443f4c95f3feebe2bc,7-64A-7-2
7,64,A,7,2,33.0,35.0,661.00,662.84, 9,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOA0091,Globorotalia cifellii,PRESENT,  ,1,2c750404ff49c765bf6ae1b24d0fff40,7-64A-7-2
7,64,A,7,2,33.0,35.0,661.00,662.84, 9,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOA0351,Globorotalia nkbrownii,PRESENT,  ,1,d9462e1b16012cf7f775b36dccb3859c,7-64A-7-2
7,64,A,7,2,33.0,35.0,661.00,662.84, 9,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOA0432,Globorotalia pseudokugleri,PRESENT,  ,1,41adefa26f7c33d368be9aed6c3e7f55,7-64A-7-2
7,64,A,7,2,33.0,35.0,661.00,662.84, 9,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOD0350,Globigerinoides quadrilobatus praeimmaturus,PRESENT,  ,1,37e18504dd7151dca603548f68b74a5f,7-64A-7-2
7,64,A,7,2,33.0,35.0,661.00,662.84, 9,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOG0615,Globigerina prasaepis,PRESENT,  ,1,cceb6edb8a21f2f61cf03055056cf477,7-64A-7-2
7,64,A,7,2,33.0,35.0,661.00,662.84, 9,"BRONNIMANN,P.;RESIG,J.",,7,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,1342,FGLOT0030,Globigerinita boweni,PRESENT,  ,1,735d98253321e7a1533bfb3ce6d03974,7-64A-7-2
