Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Umbilicosphaera sp. A	Triquetrorhabdulus farnsworthii	Sphenolithus neoabies	Sphenolithus abies	Rhabdosphaera clavigera	Reticulofenestra pseudoumbilica	Reticulofenestra producta	Reticulofenestra perplexa	Reticulofenestra minutula	Reticulofenestra minuta	Reticulofenestra gelida	Pontosphaera spp.	Pontosphaera multipora	Neosphaera coccolithomorpha	Helicosphaera carteri	Florisphaera profunda	Discoaster variabilis	Discoaster surculus	Discoaster quinqueramus	Discoaster pentaradiatus	Discoaster intercalaris	Discoaster brouweri	Discoaster blackstockae	Discoaster berggrenii	Coccolithus pelagicus	Calcidiscus leptoporus	Amaurolithus tricorniculatus	Amaurolithus delicatus	Amaurolithus amplificus	Reticulofenestra umbilica	Discoaster triradiatus	Discoaster barbadiensis	Ceratolithus atlanticus	Amaurolithus ninae	Coccolithus streckerii	Braarudosphaera bigelowii	Sphenolithus grandis	Pontosphaera discopora	Amaurolithus primus	Syracosphaera spp.	Schyphosphaera sp.	Pontosphaera japonica	Cyclicargolithus floridanus	Calciosolenia murrayi	Calcidiscus macintyrei	Helicosphaera euphratis	Ceratolithus spp.	Discoaster saipanensis	Cruciplacolithus neohelis	Chiasmolithus grandis	Helicosphaera intermedia	Cretarhabdus conicus	Discoaster challengeri	Ceratolithus armatus	Ceratolithus acutus	Umbilicosphaera sibogae var. foliosa	Placozygus sigmoides	Chiasmolithus solitus	Eiffellithus turriseiffelii	Ceratolithus rugosus	Watznaueria barnesae	Umbilicosphaera sibogae var. sibogae	Ceratolithus separatus	Pseudoemiliania cf. P. lacunosa	Helicosphaera sellii	Reticulofenestra bisecta	Discoaster asymmetricus	Pseudoemiliania lacunosa	Gephyrocapsa spp. (small)	Lithostromation perdurum	Discoaster tamalis	Campylosphaera dela	Tetralithoides quadrilaminata	Micula decussata	Ceratolithus cristatus	Reinhardtites anthophorus	Oolithotus fragilis	Markalius inversus	Umbellosphaera irregularis	Gephyrocapsa spp. medium	Gephyrocapsa caribbeanica	Gephyrocapsa spp. (large)	Reticulofenestra asanoi	Helicosphaera pavimentum	Eiffellithus eximius	Gephyrocapsa oceanica ss	Gephyrocapsa margerelii/muellerae	Helicosphaera inversa	Emiliania huxleyi	Umbellosphaera tenuis	Comment

  IR	Late Pliocene    	                 	CN12c             	CN12d         	164	 995	A	 20	H	CC	  87.00	    162.4100	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	                     	                  	R                      	                               	A                        	F                        	A                        	A                      	                       	                 	                      	F                          	F                    	A                    	                     	                   	                       	C                       	R                      	F                  	                       	                     	F                    	R                     	                            	                      	                       	                         	                      	                       	                       	                  	R                     	                         	                    	                      	                   	F                 	                  	R                    	                           	R                    	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	F                   	                        	R                      	C                       	                         	                        	rR                	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12c             	CN12d         	164	 995	A	 21	X	CC	  19.00	            	Okada    	Nannofossils                                 	A              	M                 	A                    	                               	                     	                  	R                      	rF                             	                         	F                        	A                        	A                      	                       	R                	                      	F                          	F                    	A                    	                     	rR                 	                       	F                       	                       	F                  	                       	                     	F                    	R                     	                            	                      	                       	                         	                      	                       	                       	                  	R                     	                         	                    	                      	                   	F                 	                  	R                    	                           	R                    	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	F                   	                        	                       	C                       	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12b             	              	164	 995	A	 22	X	 3	  75.00	    178.5500	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	                     	                  	                       	                               	                         	                         	A                        	A                      	rR                     	R                	                      	F                          	F                    	A                    	                     	F                  	                       	C                       	R                      	F                  	                       	                     	F                    	R                     	                            	                      	                       	rR                       	                      	                       	                       	                  	                      	                         	                    	                      	                   	F                 	                  	R                    	rR                         	                     	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	F                   	                        	                       	C                       	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12b             	              	164	 995	A	 22	X	CC	  31.00	    181.5900	Okada    	Nannofossils                                 	A              	M                 	A                    	                               	                     	                  	                       	rF                             	                         	                         	A                        	A                      	                       	F                	                      	F                          	F                    	A                    	                     	F                  	                       	C                       	                       	R                  	                       	                     	F                    	R                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	F                 	                  	R                    	                           	                     	F                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	R                     	                               	F                   	                        	                       	C                       	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12b             	              	164	 995	A	 23	X	CC	  22.00	    191.7900	Okada    	Nannofossils                                 	A              	M                 	A                    	                               	                     	                  	R                      	                               	C                        	                         	A                        	A                      	                       	R                	                      	F                          	F                    	A                    	                     	C                  	                       	C                       	R                      	R                  	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	R                     	                   	F                 	R                 	R                    	                           	                     	F                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	F                   	                        	R                      	C                       	                         	                        	                  	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12b             	              	164	 995	A	 24	X	CC	  36.00	    197.0000	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	                     	                  	R                      	                               	C                        	F                        	A                        	A                      	                       	R                	                      	F                          	C                    	A                    	                     	R                  	                       	C                       	R                      	R                  	                       	                     	F                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	R                     	                   	F                 	                  	R                    	                           	                     	F                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	F                   	                        	R                      	C                       	                         	                        	                  	                   	                             	                	R                     	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	CN12b         	164	 995	A	 25	X	CC	  22.00	    209.8600	Okada    	Nannofossils                                 	A              	G                 	A                    	                               	                     	                  	F                      	                               	                         	rR                       	A                        	A                      	rR                     	                 	                      	F                          	C                    	A                    	                     	R                  	                       	C                       	                       	F                  	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	R                     	                         	                    	                      	                   	F                 	                  	F                    	                           	                     	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	R                   	                        	                       	C                       	                         	                        	                  	                   	                             	                	R                     	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	CN12b         	164	 995	A	 26	X	CC	  33.00	    215.0400	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	                     	rR                	R                      	                               	                         	                         	A                        	A                      	                       	R                	                      	R                          	F                    	A                    	R                    	R                  	                       	C                       	                       	F                  	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	R                        	                    	R                     	                   	R                 	                  	R                    	                           	                     	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	F                   	                        	                       	C                       	                         	                        	R                 	                   	                             	                	R                     	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	CN12b         	164	 995	A	 28	X	CC	  18.00	    233.0800	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	                     	                  	                       	                               	                         	                         	A                        	A                      	                       	R                	                      	                           	F                    	A                    	                     	F                  	                       	C                       	                       	F                  	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	R                 	                  	                     	                           	                     	F                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	R                                   	                    	                     	                           	                    	                    	                                    	                      	                               	R                   	                        	                       	C                       	F                        	                        	                  	                   	                             	                	                      	                         	R                  	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	CN12b         	164	 995	A	 29	X	CC	  24.00	    236.0200	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	                     	rR                	                       	                               	                         	                         	A                        	A                      	                       	                 	                      	                           	F                    	A                    	R                    	F                  	                       	C                       	                       	F                  	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	R                        	                    	                      	                   	                  	                  	R                    	                           	                     	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	R                     	                               	F                   	                        	                       	A                       	A                        	                        	                  	                   	                             	                	R                     	                         	R                  	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	              	164	 995	A	 30	X	 3	  40.00	    245.7900	Okada    	Nannofossils                                 	A              	M                 	A                    	                               	                     	                  	                       	                               	                         	                         	A                        	A                      	                       	F                	                      	R                          	C                    	A                    	                     	                   	                       	C                       	                       	C                  	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	F                 	                  	R                    	                           	                     	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	F                   	                        	                       	A                       	A                        	                        	F                 	                   	                             	                	                      	rR                       	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	              	164	 995	A	 30	X	CC	  20.00	    249.0400	Okada    	Nannofossils                                 	F              	P                 	                     	                               	                     	                  	                       	                               	                         	                         	A                        	A                      	                       	                 	                      	                           	C                    	A                    	                     	F                  	                       	A                       	C                      	A                  	                       	                     	C                    	                      	                            	                      	                       	                         	                      	                       	                       	                  	                      	                         	                    	                      	                   	                  	                  	                     	                           	                     	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	                    	                        	                       	A                       	A                        	                        	C                 	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	              	164	 995	A	 31	X	CC	  26.00	    260.7000	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	                     	                  	R                      	C                              	                         	                         	A                        	A                      	                       	F                	                      	F                          	R                    	A                    	                     	F                  	                       	F                       	                       	C                  	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	R                     	R                        	                    	                      	                   	F                 	                  	R                    	                           	                     	F                     	                       	                 	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	R                                   	R                     	                               	R                   	                        	                       	C                       	C                        	                        	                  	                   	R                            	                	R                     	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	              	164	 995	A	 32	X	CC	  53.00	    264.5300	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	                     	                  	R                      	C                              	                         	                         	A                        	A                      	                       	R                	                      	F                          	F                    	A                    	                     	F                  	                       	F                       	R                      	F                  	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	R                     	R                        	                    	                      	                   	R                 	                  	R                    	                           	                     	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	R                                   	R                     	                               	R                   	                        	                       	C                       	C                        	                        	R                 	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	              	164	 995	A	 33	X	CC	  19.00	    277.1200	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	                     	                  	                       	F                              	                         	                         	A                        	A                      	                       	R                	R                     	F                          	F                    	A                    	R                    	R                  	                       	C                       	                       	F                  	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	                       	                  	R                     	                         	                    	                      	                   	                  	                  	                     	                           	R                    	F                     	                       	                 	                      	                         	rR                   	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	R                   	                        	                       	A                       	C                        	                        	                  	                   	                             	                	R                     	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	              	164	 995	A	 34	X	CC	  20.00	    282.5100	Okada    	Nannofossils                                 	A              	M                 	A                    	                               	                     	rR                	F                      	                               	C                        	                         	A                        	A                      	                       	F                	R                     	F                          	F                    	A                    	R                    	R                  	                       	C                       	                       	C                  	                       	                     	F                    	F                     	                            	                      	                       	                         	                      	                       	R                      	                  	                      	R                        	                    	R                     	                   	F                 	                  	R                    	                           	R                    	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	                      	                               	R                   	                        	R                      	C                       	A                        	                        	R                 	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	              	164	 995	A	 35	X	CC	  19.00	    296.1900	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	R                    	F                 	R                      	                               	                         	                         	A                        	A                      	                       	F                	R                     	F                          	C                    	A                    	R                    	F                  	                       	C                       	                       	C                  	                       	                     	F                    	F                     	                            	                      	                       	rR                       	                      	                       	R                      	                  	                      	R                        	                    	                      	                   	F                 	R                 	R                    	                           	R                    	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	R                                   	                      	C                              	R                   	                        	F                      	A                       	A                        	                        	R                 	                   	                             	rR              	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	              	164	 995	A	 37	X	CC	  13.00	    301.6300	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	R                    	F                 	R                      	rR                             	                         	                         	A                        	A                      	                       	R                	R                     	F                          	C                    	A                    	R                    	C                  	                       	C                       	R                      	C                  	                       	                     	C                    	F                     	                            	                      	                       	                         	R                     	                       	R                      	                  	                      	                         	                    	                      	                   	F                 	R                 	R                    	                           	R                    	F                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	R                                   	                    	                     	                           	                    	                    	                                    	                      	C                              	                    	                        	C                      	C                       	A                        	                        	R                 	                   	R                            	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A

  IR	Late Pliocene    	                 	CN12a             	              	164	 995	A	 38	X	 1	  22.00	    310.2200	Okada    	Nannofossils                                 	A              	M                 	C                    	                               	R                    	F                 	F                      	rR                             	F                        	                         	A                        	A                      	                       	F                	                      	R                          	C                    	A                    	R                    	C                  	                       	C                       	R                      	C                  	                       	                     	C                    	F                     	                            	                      	                       	                         	                      	                       	R                      	                  	                      	                         	                    	R                     	                   	F                 	                  	R                    	                           	                     	C                     	                       	R                	                      	                         	                     	                        	                    	                      	                    	                   	                                    	                    	                     	                           	                    	                    	                                    	R                     	C                              	F                   	                        	F                      	C                       	A                        	                        	R                 	                   	                             	                	                      	                         	                   	                  	                          	                        	                         	                         	                       	                        	                    	                        	                                 	                     	                 	                     	from shipboard Excel file of H. Okada(1767). Leg 164 file Paleo Data995A
