Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeugrhabdotus embergeri,Watznaueria barnesae,Tranolithus phacelosus,Tranolithus gabalus,Thoracosphaera sp.,Stradneria crenulata,Reinhardtites levis,Reinhardtites anthophorus,Prediscosphaera stoveri,Prediscosphaera honjoi,Prediscosphaera cretacea,Placozygus fibuliformis,Monomarginatus pectinatus,Micula decussata,Microrhabdulus decoratus,Kamptnerius magnificus,Gartnerago obliquum,Eiffellithus turriseiffelii,Eiffellithus gorkae,Corollithion signum,Chiastozygus sp.,Chiastozygus amphipons,Biscutum magnum,Biscutum dissimilis,Biscutum constans,Biscutum castrorum,Arkhangelskiella specillata,Arkhangelskiella cymbiformis,Ahmuellerella octoradiata,Prediscosphaera spinosa,Cribrosphaerella ehrenbergii,Biscutum coronum,Tranolithus exiguus,Zygodiscus xenotus,Broinsonia enormis,Vekshinella parma,Phanulithus obscurus,Lucianorhabdus cayeuxii,Cretarhabdus conicus,Staurolithus sp.,Repagalum parvidentatum,Prediscosphaera bukryi,Glaukolithus diplogrammus,Glaukolithus compactus,Chiastozygus garrisonii,Thoracosphaera operculata,Reinhardtites sp. aff. Reinhardtites anthophorus,Prediscosphaera arkhangelskyi,Placozygus sigmoides,Scampanella cornuta,Rhagodiscus angustus,Quadrum trifidum,Misceomarginatus pleniporus,Lithraphidites carniolensis,Braarudosphaera bigelowii,Aspidolithus parcus constrictus,Quadrum sissinghii,Eiffellithus eximius,Broinsonia furtiva,Prediscosphaera grandis,Chiastozygus litterarius,Markalius inversus,Cretarhabdus loriei,Rhagodiscus splendens,Rhagodiscus sp.,Cretarhabdus angustiforatus,Biscutum notaculum,Phanulithus ovalis,Micula murus,Manivitella pemmatoidea,Nephrolithus corystus,Lapideacassis mariae,Prediscosphaera intercisa,Ceratolithoides aculeus,Cribrosphaerella daniae,Lithraphidites quadratus,Monomarginatus quaternarius,Lucianorhabdus arcuatus,Comment
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 34,X, 2,  36.00,    316.7600,Resiwati ,Nannofossils                                 ,A              ,G                 ,                       ,C                   ,                      ,                   ,                  ,                    ,C                  ,                         ,                       ,                      ,C                       ,                       ,F                        ,A               ,C                       ,C                     ,                   ,F                          ,                   ,                   ,                ,                      ,C              ,                   ,                 ,C                 ,C                          ,                            ,C                        ,F                      ,C                           ,                ,                   ,                  ,                  ,                 ,F                   ,A                      ,C                   ,                ,                       ,                      ,                         ,                      ,                       ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,F                          ,                         ,F                              ,F                 ,                    ,                  ,F                      ,C                       ,R                 ,?                  ,                     ,               ,                           ,                  ,                  ,            ,R                      ,R                    ,R                   ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 34,X, 3,  33.00,    318.2300,Resiwati ,Nannofossils                                 ,A              ,G                 ,                       ,A                   ,                      ,                   ,                  ,C                   ,C                  ,                         ,                       ,                      ,                        ,                       ,F                        ,A               ,                        ,C                     ,                   ,C                          ,                   ,                   ,                ,                      ,F              ,R                  ,F                ,F                 ,A                          ,                            ,C                        ,                       ,A                           ,F               ,                   ,                  ,                  ,                 ,F                   ,A                      ,C                   ,                ,                       ,                      ,                         ,F                     ,                       ,                         ,                                                ,                             ,                    ,                   ,?                   ,                ,                           ,                           ,                         ,R                              ,                  ,                    ,                  ,C                      ,C                       ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,F                    ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 34,X, 4,  29.00,    319.6900,Resiwati ,Nannofossils                                 ,A              ,G                 ,                       ,C                   ,                      ,                   ,                  ,C                   ,C                  ,                         ,                       ,                      ,C                       ,                       ,R                        ,A               ,R                       ,R                     ,                   ,C                          ,                   ,                   ,F               ,                      ,A              ,F                  ,C                ,                  ,A                          ,                            ,                         ,R                      ,C                           ,C               ,                   ,                  ,                  ,                 ,F                   ,C                      ,C                   ,                ,                       ,                      ,                         ,F                     ,                       ,                         ,                                                ,                             ,                    ,                   ,                    ,R               ,                           ,R                          ,                         ,C                              ,F                 ,                    ,                  ,F                      ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,R                      ,                     ,F                   ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 34,X, 5,  27.00,    321.1700,Resiwati ,Nannofossils                                 ,A              ,G                 ,                       ,A                   ,R                     ,                   ,                  ,C                   ,C                  ,                         ,                       ,                      ,                        ,                       ,F                        ,A               ,C                       ,C                     ,                   ,C                          ,                   ,                   ,                ,                      ,C              ,F                  ,C                ,                  ,A                          ,                            ,C                        ,F                      ,A                           ,                ,                   ,                  ,                  ,                 ,C                   ,R                      ,C                   ,                ,R                      ,                      ,                         ,F                     ,                       ,                         ,F                                               ,                             ,                    ,                   ,R                   ,                ,                           ,                           ,                         ,F                              ,F                 ,                    ,                  ,F                      ,F                       ,                  ,                   ,F                    ,               ,                           ,                  ,                  ,            ,                       ,R                    ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 34,X,CC,  42.00,    324.6600,Resiwati ,Nannofossils                                 ,A              ,G                 ,F                      ,C                   ,R                     ,                   ,                  ,R                   ,A                  ,                         ,                       ,                      ,F                       ,                       ,F                        ,A               ,C                       ,F                     ,C                  ,F                          ,                   ,                   ,C               ,                      ,F              ,F                  ,C                ,                  ,A                          ,                            ,C                        ,F                      ,C                           ,                ,                   ,                  ,                  ,                 ,A                   ,A                      ,F                   ,                ,                       ,                      ,                         ,                      ,                       ,                         ,F                                               ,F                            ,F                   ,                   ,                    ,R               ,                           ,F                          ,                         ,F                              ,F                 ,                    ,R                 ,F                      ,                        ,                  ,R                  ,                     ,               ,                           ,R                 ,                  ,            ,                       ,F                    ,                    ,                         ,                       ,R                      ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 35,X, 1,  46.00,    325.0600,Resiwati ,Nannofossils                                 ,A              ,G                 ,                       ,A                   ,R                     ,                   ,                  ,                    ,C                  ,                         ,R                      ,                      ,C                       ,                       ,C                        ,A               ,C                       ,                      ,                   ,C                          ,                   ,                   ,                ,                      ,C              ,                   ,                 ,                  ,F                          ,C                           ,C                        ,                       ,A                           ,?               ,                   ,F                 ,                  ,                 ,F                   ,A                      ,C                   ,                ,R                      ,                      ,                         ,                      ,                       ,                         ,C                                               ,F                            ,R                   ,                   ,                    ,R               ,                           ,                           ,                         ,C                              ,C                 ,                    ,R                 ,                       ,                        ,                  ,F                  ,                     ,R              ,C                          ,                  ,                  ,            ,                       ,                     ,                    ,C                        ,C                      ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 35,X, 2,  46.00,    326.5600,Resiwati ,Nannofossils                                 ,A              ,G                 ,                       ,A                   ,R                     ,                   ,                  ,C                   ,C                  ,                         ,F                      ,                      ,C                       ,                       ,                         ,A               ,C                       ,                      ,F                  ,C                          ,C                  ,                   ,F               ,                      ,C              ,R                  ,C                ,                  ,F                          ,                            ,C                        ,                       ,A                           ,R               ,                   ,C                 ,                  ,                 ,C                   ,C                      ,C                   ,                ,                       ,                      ,                         ,C                     ,F                      ,                         ,C                                               ,F                            ,F                   ,                   ,R                   ,                ,                           ,C                          ,                         ,R                              ,R                 ,                    ,                  ,F                      ,                        ,                  ,C                  ,                     ,               ,C                          ,                  ,                  ,            ,                       ,                     ,                    ,F                        ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 35,X,CC,  46.00,    327.3800,Resiwati ,Nannofossils                                 ,A              ,G                 ,                       ,C                   ,R                     ,                   ,R                 ,F                   ,C                  ,                         ,                       ,                      ,F                       ,F                      ,C                        ,A               ,F                       ,                      ,F                  ,C                          ,F                  ,                   ,                ,                      ,F              ,                   ,C                ,                  ,C                          ,F                           ,C                        ,F                      ,C                           ,C               ,                   ,C                 ,                  ,                 ,F                   ,C                      ,C                   ,                ,                       ,F                     ,                         ,                      ,C                      ,                         ,C                                               ,F                            ,                    ,                   ,                    ,                ,                           ,C                          ,                         ,F                              ,R                 ,                    ,F                 ,F                      ,                        ,R                 ,F                  ,                     ,R              ,?                          ,                  ,                  ,            ,R                      ,R                    ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 36,X, 1,  46.00,    334.7600,Resiwati ,Nannofossils                                 ,A              ,G                 ,                       ,A                   ,                      ,                   ,                  ,A                   ,C                  ,                         ,C                      ,                      ,C                       ,F                      ,C                        ,A               ,F                       ,C                     ,                   ,A                          ,C                  ,                   ,                ,                      ,C              ,R                  ,C                ,                  ,C                          ,R                           ,A                        ,C                      ,A                           ,?               ,                   ,C                 ,                  ,                 ,F                   ,A                      ,R                   ,                ,R                      ,                      ,                         ,                      ,C                      ,R                        ,C                                               ,                             ,                    ,                   ,                    ,                ,                           ,C                          ,                         ,R                              ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,?              ,C                          ,                  ,C                 ,            ,                       ,R                    ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 36,X, 2,  46.00,    336.2600,Resiwati ,Nannofossils                                 ,A              ,G                 ,                       ,C                   ,                      ,                   ,                  ,C                   ,A                  ,                         ,                       ,                      ,C                       ,                       ,F                        ,A               ,F                       ,C                     ,R                  ,C                          ,                   ,                   ,                ,                      ,               ,                   ,                 ,                  ,C                          ,A                           ,C                        ,R                      ,A                           ,                ,                   ,                  ,                  ,                 ,C                   ,A                      ,                    ,                ,                       ,                      ,                         ,A                     ,R                      ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,C                              ,                  ,                    ,                  ,                       ,                        ,F                 ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 36,X, 3,  46.00,    337.7600,Resiwati ,Nannofossils                                 ,A              ,G                 ,                       ,C                   ,                      ,                   ,R                 ,C                   ,C                  ,                         ,C                      ,                      ,C                       ,R                      ,C                        ,A               ,C                       ,R                     ,C                  ,C                          ,C                  ,                   ,C               ,                      ,               ,                   ,F                ,                  ,R                          ,F                           ,A                        ,C                      ,C                           ,                ,                   ,C                 ,                  ,                 ,F                   ,C                      ,C                   ,                ,                       ,C                     ,                         ,R                     ,R                      ,                         ,C                                               ,C                            ,                    ,                   ,                    ,                ,                           ,F                          ,                         ,C                              ,R                 ,                    ,                  ,F                      ,                        ,R                 ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 36,X,CC,  27.00,    338.3000,Resiwati ,Nannofossils                                 ,A              ,M/G               ,                       ,C                   ,R                     ,                   ,R                 ,F                   ,A                  ,                         ,F                      ,R                     ,C                       ,                       ,                         ,A               ,F                       ,C                     ,F                  ,C                          ,                   ,                   ,R               ,                      ,C              ,R                  ,C                ,                  ,F                          ,R                           ,F                        ,C                      ,C                           ,                ,                   ,R                 ,                  ,                 ,F                   ,C                      ,                    ,                ,R                      ,                      ,R                        ,R                     ,R                      ,                         ,F                                               ,C                            ,R                   ,                   ,R                   ,F               ,R                          ,C                          ,                         ,F                              ,R                 ,                    ,F                 ,R                      ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,R                      ,F                    ,R                   ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 37,X, 1,  14.00,    344.0400,Resiwati ,Nannofossils                                 ,A              ,M                 ,                       ,C                   ,R                     ,                   ,                  ,C                   ,C                  ,                         ,R                      ,                      ,C                       ,R                      ,R                        ,A               ,C                       ,C                     ,F                  ,C                          ,R                  ,                   ,                ,                      ,               ,                   ,C                ,                  ,                           ,                            ,R                        ,                       ,F                           ,F               ,                   ,                  ,R                 ,F                ,C                   ,A                      ,C                   ,                ,                       ,                      ,                         ,C                     ,R                      ,                         ,                                                ,                             ,C                   ,                   ,                    ,R               ,                           ,F                          ,                         ,F                              ,R                 ,                    ,                  ,R                      ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 37,X,CC,  36.00,    344.5700,Resiwati ,Nannofossils                                 ,A              ,M                 ,                       ,A                   ,R                     ,                   ,                  ,A                   ,C                  ,                         ,C                      ,                      ,C                       ,C                      ,F                        ,A               ,C                       ,F                     ,C                  ,A                          ,F                  ,                   ,F               ,                      ,F              ,                   ,F                ,                  ,                           ,                            ,F                        ,F                      ,A                           ,                ,                   ,                  ,C                 ,F                ,C                   ,A                      ,C                   ,                ,                       ,                      ,                         ,R                     ,                       ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,F                          ,C                          ,                         ,F                              ,                  ,                    ,                  ,R                      ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 38,X, 1,  46.00,    353.0600,Resiwati ,Nannofossils                                 ,A              ,M                 ,                       ,C                   ,                      ,                   ,                  ,C                   ,A                  ,                         ,C                      ,F                     ,C                       ,                       ,C                        ,A               ,F                       ,C                     ,C                  ,A                          ,A                  ,                   ,                ,                      ,F              ,R                  ,C                ,                  ,                           ,R                           ,C                        ,C                      ,C                           ,                ,                   ,                  ,                  ,F                ,C                   ,C                      ,F                   ,                ,                       ,                      ,R                        ,C                     ,F                      ,                         ,F                                               ,                             ,F                   ,                   ,C                   ,                ,                           ,F                          ,                         ,                               ,F                 ,                    ,                  ,F                      ,R                       ,R                 ,                   ,                     ,               ,                           ,                  ,                  ,            ,R                      ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 38,X,CC,  18.00,    355.7800,Resiwati ,Nannofossils                                 ,A              ,M                 ,                       ,A                   ,                      ,                   ,C                 ,C                   ,C                  ,                         ,C                      ,F                     ,C                       ,F                      ,C                        ,A               ,C                       ,C                     ,C                  ,C                          ,F                  ,                   ,                ,                      ,               ,                   ,                 ,                  ,?                          ,                            ,C                        ,F                      ,C                           ,                ,                   ,                  ,F                 ,F                ,C                   ,C                      ,F                   ,?               ,                       ,?                     ,R                        ,                      ,                       ,                         ,C                                               ,                             ,                    ,                   ,                    ,                ,                           ,C                          ,                         ,                               ,                  ,                    ,                  ,                       ,F                       ,                  ,                   ,?                    ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 39,X, 1,  47.00,    358.0700,Resiwati ,Nannofossils                                 ,A              ,M                 ,                       ,A                   ,R                     ,                   ,                  ,                    ,C                  ,                         ,F                      ,                      ,C                       ,                       ,C                        ,A               ,C                       ,C                     ,R                  ,A                          ,F                  ,                   ,                ,                      ,F              ,                   ,C                ,                  ,                           ,                            ,C                        ,R                      ,R                           ,F               ,                   ,                  ,F                 ,F                ,C                   ,C                      ,C                   ,                ,                       ,F                     ,R                        ,C                     ,                       ,                         ,A                                               ,                             ,F                   ,                   ,                    ,                ,                           ,C                          ,                         ,F                              ,                  ,                    ,                  ,R                      ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 39,X,CC,  26.00,    359.6700,Resiwati ,Nannofossils                                 ,A              ,M                 ,                       ,A                   ,R                     ,                   ,F                 ,C                   ,C                  ,                         ,C                      ,C                     ,C                       ,F                      ,                         ,A               ,C                       ,F                     ,F                  ,A                          ,R                  ,                   ,                ,R                     ,C              ,                   ,R                ,C                 ,?                          ,?                           ,C                        ,                       ,C                           ,F               ,                   ,                  ,F                 ,F                ,C                   ,C                      ,C                   ,R               ,                       ,F                     ,C                        ,C                     ,                       ,                         ,A                                               ,F                            ,C                   ,                   ,                    ,?               ,R                          ,R                          ,                         ,                               ,R                 ,                    ,                  ,R                      ,R                       ,                  ,F                  ,R                    ,               ,                           ,                  ,?                 ,F           ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 40,X, 1,  47.00,    367.7700,Resiwati ,Nannofossils                                 ,A              ,M                 ,                       ,A                   ,R                     ,                   ,F                 ,                    ,C                  ,                         ,R                      ,                      ,C                       ,C                      ,C                        ,A               ,A                       ,C                     ,C                  ,C                          ,F                  ,                   ,                ,                      ,C              ,                   ,                 ,                  ,                           ,                            ,C                        ,F                      ,C                           ,F               ,                   ,                  ,C                 ,C                ,C                   ,C                      ,C                   ,C               ,A                      ,                      ,C                        ,C                     ,R                      ,                         ,A                                               ,                             ,C                   ,                   ,R                   ,                ,R                          ,A                          ,                         ,C                              ,                  ,                    ,                  ,                       ,C                       ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC23              ,              ,121, 758,A, 40,X, 2,  47.00,    369.2700,Resiwati ,Nannofossils                                 ,A              ,M                 ,                       ,A                   ,R                     ,                   ,                  ,                    ,C                  ,                         ,C                      ,                      ,                        ,R                      ,F                        ,C               ,C                       ,C                     ,C                  ,C                          ,R                  ,                   ,                ,                      ,R              ,                   ,C                ,                  ,                           ,R                           ,C                        ,                       ,C                           ,R               ,                   ,                  ,C                 ,F                ,R                   ,C                      ,C                   ,                ,C                      ,                      ,R                        ,C                     ,                       ,                         ,A                                               ,                             ,C                   ,                   ,                    ,R               ,                           ,F                          ,                         ,R                              ,                  ,                    ,                  ,                       ,C                       ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 40,X,CC,   0.00,    370.0500,Resiwati ,Nannofossils                                 ,A              ,M                 ,                       ,A                   ,R                     ,                   ,                  ,F                   ,C                  ,A                        ,F                      ,                      ,C                       ,F                      ,C                        ,A               ,C                       ,C                     ,F                  ,C                          ,                   ,                   ,                ,R                     ,C              ,R                  ,C                ,                  ,                           ,?                           ,C                        ,F                      ,C                           ,F               ,                   ,                  ,C                 ,R                ,F                   ,                       ,C                   ,C               ,C                      ,                      ,                         ,F                     ,F                      ,                         ,A                                               ,                             ,A                   ,                   ,                    ,R               ,F                          ,A                          ,R                        ,R                              ,                  ,                    ,                  ,                       ,F                       ,                  ,R                  ,                     ,C              ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 41,X, 1,  46.00,    377.4600,Resiwati ,Nannofossils                                 ,C              ,P/M               ,                       ,A                   ,R                     ,                   ,R                 ,C                   ,R                  ,C                        ,                       ,                      ,C                       ,F                      ,C                        ,A               ,C                       ,C                     ,F                  ,C                          ,                   ,                   ,R               ,                      ,C              ,R                  ,C                ,                  ,F                          ,                            ,C                        ,C                      ,C                           ,R               ,                   ,                  ,C                 ,F                ,F                   ,C                      ,C                   ,C               ,C                      ,                      ,                         ,C                     ,F                      ,                         ,F                                               ,F                            ,F                   ,                   ,                    ,R               ,R                          ,C                          ,R                        ,                               ,R                 ,                    ,F                 ,F                      ,F                       ,                  ,                   ,                     ,               ,                           ,R                 ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 41,X, 3,  46.00,    380.4600,Resiwati ,Nannofossils                                 ,C              ,M                 ,                       ,A                   ,R                     ,                   ,F                 ,F                   ,R                  ,C                        ,F                      ,                      ,C                       ,C                      ,F                        ,C               ,C                       ,C                     ,C                  ,C                          ,R                  ,                   ,                ,R                     ,C              ,                   ,C                ,                  ,                           ,                            ,R                        ,C                      ,C                           ,F               ,                   ,                  ,C                 ,F                ,C                   ,C                      ,C                   ,C               ,C                      ,F                     ,R                        ,R                     ,                       ,                         ,F                                               ,F                            ,C                   ,                   ,                    ,R               ,                           ,F                          ,R                        ,                               ,R                 ,                    ,                  ,                       ,R                       ,                  ,                   ,R                    ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
