Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeugrhabdotus embergeri,Watznaueria barnesae,Tranolithus phacelosus,Tranolithus gabalus,Thoracosphaera sp.,Stradneria crenulata,Reinhardtites levis,Reinhardtites anthophorus,Prediscosphaera stoveri,Prediscosphaera honjoi,Prediscosphaera cretacea,Placozygus fibuliformis,Monomarginatus pectinatus,Micula decussata,Microrhabdulus decoratus,Kamptnerius magnificus,Gartnerago obliquum,Eiffellithus turriseiffelii,Eiffellithus gorkae,Corollithion signum,Chiastozygus sp.,Chiastozygus amphipons,Biscutum magnum,Biscutum dissimilis,Biscutum constans,Biscutum castrorum,Arkhangelskiella specillata,Arkhangelskiella cymbiformis,Ahmuellerella octoradiata,Prediscosphaera spinosa,Cribrosphaerella ehrenbergii,Biscutum coronum,Tranolithus exiguus,Zygodiscus xenotus,Broinsonia enormis,Vekshinella parma,Phanulithus obscurus,Lucianorhabdus cayeuxii,Cretarhabdus conicus,Staurolithus sp.,Repagalum parvidentatum,Prediscosphaera bukryi,Glaukolithus diplogrammus,Glaukolithus compactus,Chiastozygus garrisonii,Thoracosphaera operculata,Reinhardtites sp. aff. Reinhardtites anthophorus,Prediscosphaera arkhangelskyi,Placozygus sigmoides,Scampanella cornuta,Rhagodiscus angustus,Quadrum trifidum,Misceomarginatus pleniporus,Lithraphidites carniolensis,Braarudosphaera bigelowii,Aspidolithus parcus constrictus,Quadrum sissinghii,Eiffellithus eximius,Broinsonia furtiva,Prediscosphaera grandis,Chiastozygus litterarius,Markalius inversus,Cretarhabdus loriei,Rhagodiscus splendens,Rhagodiscus sp.,Cretarhabdus angustiforatus,Biscutum notaculum,Phanulithus ovalis,Micula murus,Manivitella pemmatoidea,Nephrolithus corystus,Lapideacassis mariae,Prediscosphaera intercisa,Ceratolithoides aculeus,Cribrosphaerella daniae,Lithraphidites quadratus,Monomarginatus quaternarius,Lucianorhabdus arcuatus,Comment
  SR,Maestrichtian    ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 41,X, 5,  46.00,    383.4600,Resiwati ,Nannofossils                                 ,C              ,M                 ,                       ,A                   ,F                     ,                   ,                  ,C                   ,R                  ,C                        ,C                      ,F                     ,C                       ,F                      ,C                        ,C               ,C                       ,F                     ,C                  ,C                          ,                   ,                   ,                ,R                     ,               ,F                  ,C                ,                  ,                           ,                            ,C                        ,C                      ,C                           ,F               ,                   ,                  ,C                 ,                 ,                    ,C                      ,F                   ,F               ,C                      ,C                     ,                         ,F                     ,R                      ,                         ,F                                               ,F                            ,C                   ,                   ,                    ,                ,R                          ,F                          ,                         ,F                              ,R                 ,R                   ,                  ,R                      ,C                       ,                  ,R                  ,R                    ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 41,X,CC,   0.00,    384.3400,Resiwati ,Nannofossils                                 ,F              ,P/M               ,                       ,F                   ,                      ,                   ,F                 ,F                   ,F                  ,C                        ,C                      ,F                     ,C                       ,F                      ,                         ,C               ,F                       ,F                     ,C                  ,F                          ,R                  ,                   ,                ,                      ,               ,R                  ,R                ,                  ,F                          ,F                           ,F                        ,F                      ,R                           ,F               ,                   ,                  ,F                 ,F                ,F                   ,C                      ,F                   ,C               ,C                      ,                      ,F                        ,                      ,R                      ,                         ,C                                               ,F                            ,F                   ,                   ,?                   ,R               ,                           ,                           ,                         ,F                              ,R                 ,R                   ,                  ,F                      ,                        ,                  ,                   ,R                    ,               ,R                          ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 42,X, 1,  21.00,    386.8100,Resiwati ,Nannofossils                                 ,C              ,P/M               ,                       ,F                   ,                      ,                   ,F                 ,F                   ,F                  ,C                        ,C                      ,F                     ,C                       ,C                      ,C                        ,A               ,C                       ,F                     ,C                  ,C                          ,C                  ,                   ,                ,                      ,               ,R                  ,F                ,                  ,R                          ,F                           ,C                        ,F                      ,F                           ,F               ,                   ,                  ,                  ,F                ,F                   ,C                      ,F                   ,C               ,C                      ,F                     ,F                        ,R                     ,F                      ,                         ,F                                               ,F                            ,C                   ,R                  ,R                   ,R               ,R                          ,C                          ,                         ,F                              ,?                 ,R                   ,F                 ,                       ,F                       ,                  ,R                  ,?                    ,R              ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 42,X, 3,  47.00,    390.0700,Resiwati ,Nannofossils                                 ,C              ,M                 ,                       ,C                   ,R                     ,                   ,F                 ,A                   ,F                  ,C                        ,C                      ,                      ,C                       ,C                      ,C                        ,C               ,C                       ,C                     ,C                  ,C                          ,F                  ,                   ,                ,                      ,F              ,                   ,                 ,F                 ,R                          ,A                           ,R                        ,F                      ,F                           ,R               ,                   ,                  ,F                 ,F                ,F                   ,C                      ,C                   ,C               ,C                      ,?                     ,                         ,R                     ,F                      ,                         ,F                                               ,F                            ,C                   ,                   ,                    ,?               ,F                          ,C                          ,                         ,                               ,?                 ,R                   ,                  ,C                      ,R                       ,                  ,R                  ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 42,X,CC,  46.00,    391.8700,Resiwati ,Nannofossils                                 ,R              ,P                 ,                       ,F                   ,R                     ,                   ,                  ,                    ,F                  ,F                        ,                       ,                      ,F                       ,F                      ,F                        ,                ,F                       ,F                     ,                   ,                           ,                   ,                   ,                ,                      ,               ,                   ,F                ,R                 ,                           ,                            ,                         ,                       ,                            ,                ,                   ,                  ,                  ,                 ,                    ,                       ,F                   ,                ,                       ,                      ,                         ,                      ,                       ,                         ,R                                               ,                             ,                    ,                   ,                    ,?               ,                           ,                           ,                         ,?                              ,F                 ,                    ,                  ,                       ,                        ,?                 ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 43,X, 1,  19.00,    396.4900,Resiwati ,Nannofossils                                 ,F              ,P/M               ,                       ,C                   ,R                     ,                   ,                  ,R                   ,F                  ,C                        ,C                      ,F                     ,                        ,                       ,C                        ,C               ,                        ,R                     ,C                  ,C                          ,R                  ,                   ,?               ,                      ,R              ,R                  ,C                ,                  ,                           ,                            ,C                        ,C                      ,F                           ,R               ,                   ,                  ,                  ,F                ,                    ,C                      ,C                   ,                ,A                      ,                      ,                         ,                      ,F                      ,                         ,R                                               ,F                            ,R                   ,                   ,R                   ,?               ,                           ,                           ,                         ,R                              ,F                 ,R                   ,                  ,R                      ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 43,X,CC,  17.00,    396.9500,Resiwati ,Nannofossils                                 ,R              ,P                 ,                       ,F                   ,                      ,                   ,                  ,                    ,R                  ,R                        ,F                      ,R                     ,F                       ,                       ,                         ,C               ,                        ,?                     ,R                  ,                           ,                   ,                   ,                ,                      ,               ,                   ,?                ,R                 ,                           ,?                           ,                         ,R                      ,                            ,                ,                   ,                  ,                  ,                 ,                    ,C                      ,                    ,                ,                       ,                      ,                         ,                      ,                       ,                         ,R                                               ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,                               ,?                 ,                    ,                  ,?                      ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 44,X,CC,  36.00,    399.9600,Resiwati ,Nannofossils                                 ,F              ,P/M               ,                       ,C                   ,R                     ,                   ,                  ,R                   ,R                  ,C                        ,F                      ,                      ,                        ,                       ,C                        ,F               ,C                       ,R                     ,C                  ,C                          ,                   ,                   ,R               ,                      ,R              ,                   ,R                ,                  ,                           ,R                           ,C                        ,F                      ,                            ,                ,                   ,                  ,F                 ,F                ,                    ,C                      ,                    ,                ,C                      ,                      ,                         ,                      ,                       ,                         ,R                                               ,R                            ,R                   ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,R                   ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 45,X,CC,  25.00,    405.8500,Resiwati ,Nannofossils                                 ,F              ,P                 ,                       ,F                   ,                      ,                   ,                  ,                    ,R                  ,R                        ,?                      ,                      ,F                       ,                       ,                         ,A               ,F                       ,F                     ,                   ,F                          ,                   ,                   ,                ,                      ,R              ,R                  ,                 ,?                 ,R                          ,                            ,F                        ,R                      ,F                           ,R               ,                   ,F                 ,R                 ,                 ,                    ,C                      ,                    ,                ,F                      ,?                     ,                         ,                      ,R                      ,                         ,R                                               ,                             ,                    ,                   ,                    ,                ,F                          ,                           ,                         ,R                              ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 46,X,CC,  19.00,    415.3900,Resiwati ,Nannofossils                                 ,C              ,P/M               ,                       ,C                   ,?                     ,                   ,                  ,F                   ,R                  ,C                        ,C                      ,                      ,C                       ,                       ,C                        ,A               ,C                       ,F                     ,F                  ,C                          ,                   ,                   ,                ,                      ,               ,                   ,F                ,                  ,F                          ,R                           ,A                        ,C                      ,                            ,                ,                   ,                  ,C                 ,C                ,                    ,C                      ,F                   ,                ,A                      ,C                     ,                         ,                      ,F                      ,                         ,R                                               ,                             ,C                   ,                   ,                    ,                ,R                          ,                           ,                         ,                               ,R                 ,                    ,                  ,                       ,C                       ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 46,X,CC,  37.00,    415.5700,Resiwati ,Nannofossils                                 ,C              ,M                 ,                       ,C                   ,                      ,R                  ,F                 ,F                   ,R                  ,C                        ,                       ,F                     ,F                       ,                       ,C                        ,A               ,C                       ,C                     ,F                  ,F                          ,F                  ,                   ,                ,                      ,R              ,                   ,                 ,                  ,                           ,C                           ,                         ,F                      ,C                           ,?               ,                   ,                  ,F                 ,C                ,                    ,C                      ,R                   ,C               ,A                      ,C                     ,F                        ,                      ,F                      ,                         ,C                                               ,                             ,F                   ,                   ,                    ,                ,?                          ,                           ,                         ,F                              ,R                 ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 47,R, 2,  80.00,    423.8000,Resiwati ,Nannofossils                                 ,F              ,P/M               ,                       ,C                   ,R                     ,                   ,F                 ,F                   ,R                  ,?                        ,F                      ,                      ,C                       ,?                      ,F                        ,C               ,                        ,F                     ,C                  ,R                          ,F                  ,                   ,R               ,                      ,               ,                   ,                 ,                  ,R                          ,R                           ,R                        ,C                      ,F                           ,                ,R                  ,                  ,F                 ,F                ,                    ,C                      ,R                   ,C               ,A                      ,                      ,                         ,                      ,R                      ,                         ,                                                ,R                            ,?                   ,                   ,R                   ,                ,R                          ,R                          ,                         ,                               ,                  ,R                   ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 47,R,CC,  10.00,    424.8900,Resiwati ,Nannofossils                                 ,R              ,P/M               ,                       ,C                   ,                      ,                   ,F                 ,                    ,R                  ,C                        ,                       ,                      ,F                       ,                       ,F                        ,C               ,F                       ,F                     ,                   ,F                          ,R                  ,                   ,                ,                      ,               ,?                  ,                 ,                  ,R                          ,                            ,F                        ,                       ,                            ,                ,                   ,                  ,F                 ,F                ,                    ,F                      ,                    ,                ,C                      ,                      ,                         ,                      ,                       ,                         ,R                                               ,                             ,                    ,                   ,                    ,R               ,R                          ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 48,R, 1,  19.00,    431.3900,Resiwati ,Nannofossils                                 ,F              ,P/M               ,                       ,C                   ,                      ,                   ,R                 ,F                   ,R                  ,F                        ,C                      ,?                     ,C                       ,R                      ,C                        ,C               ,F                       ,F                     ,C                  ,F                          ,R                  ,                   ,                ,                      ,F              ,R                  ,                 ,F                 ,F                          ,R                           ,F                        ,C                      ,C                           ,F               ,                   ,                  ,                  ,F                ,                    ,C                      ,F                   ,R               ,C                      ,C                     ,R                        ,C                     ,R                      ,                         ,R                                               ,R                            ,                    ,                   ,R                   ,                ,R                          ,                           ,                         ,?                              ,                  ,R                   ,                  ,R                      ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 48,R, 3,  38.00,    434.5800,Resiwati ,Nannofossils                                 ,R              ,P                 ,                       ,C                   ,                      ,                   ,                  ,                    ,                   ,                         ,                       ,                      ,F                       ,                       ,                         ,C               ,                        ,                      ,                   ,F                          ,                   ,                   ,                ,                      ,               ,                   ,                 ,                  ,                           ,                            ,                         ,F                      ,                            ,                ,                   ,                  ,                  ,F                ,                    ,F                      ,                    ,F               ,C                      ,R                     ,                         ,                      ,R                      ,                         ,                                                ,                             ,                    ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 48,R,CC,   0.00,    437.1800,Resiwati ,Nannofossils                                 ,R              ,P/M               ,                       ,C                   ,                      ,                   ,F                 ,R                   ,                   ,C                        ,F                      ,?                     ,F                       ,                       ,C                        ,                ,F                       ,F                     ,C                  ,C                          ,C                  ,                   ,?               ,?                     ,R              ,                   ,?                ,                  ,F                          ,R                           ,C                        ,F                      ,F                           ,R               ,                   ,F                 ,R                 ,F                ,                    ,F                      ,                    ,R               ,A                      ,F                     ,F                        ,R                     ,F                      ,                         ,                                                ,                             ,R                   ,                   ,R                   ,R               ,R                          ,                           ,R                        ,F                              ,?                 ,R                   ,R                 ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 49,R, 1,  28.00,    441.1800,Resiwati ,Nannofossils                                 ,R              ,P                 ,                       ,C                   ,                      ,                   ,F                 ,R                   ,R                  ,C                        ,F                      ,                      ,F                       ,                       ,C                        ,C               ,R                       ,C                     ,F                  ,C                          ,F                  ,                   ,                ,                      ,R              ,R                  ,                 ,                  ,                           ,R                           ,F                        ,F                      ,F                           ,R               ,                   ,                  ,R                 ,R                ,                    ,F                      ,                    ,R               ,A                      ,C                     ,R                        ,                      ,R                      ,                         ,                                                ,                             ,                    ,                   ,R                   ,                ,R                          ,                           ,                         ,R                              ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 49,R,CC,   0.00,    441.6000,Resiwati ,Nannofossils                                 ,R              ,P                 ,                       ,F                   ,                      ,                   ,                  ,                    ,                   ,F                        ,C                      ,                      ,F                       ,F                      ,R                        ,C               ,F                       ,F                     ,C                  ,F                          ,F                  ,                   ,                ,                      ,F              ,                   ,C                ,                  ,R                          ,R                           ,F                        ,F                      ,C                           ,                ,                   ,F                 ,R                 ,                 ,                    ,C                      ,R                   ,F               ,C                      ,                      ,                         ,                      ,                       ,                         ,C                                               ,                             ,R                   ,                   ,                    ,                ,                           ,                           ,                         ,F                              ,?                 ,F                   ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 50,R, 2,  47.00,    452.5700,Resiwati ,Nannofossils                                 ,R              ,M                 ,                       ,C                   ,                      ,                   ,                  ,R                   ,                   ,F                        ,R                      ,                      ,                        ,R                      ,C                        ,C               ,                        ,F                     ,F                  ,F                          ,F                  ,                   ,                ,                      ,               ,R                  ,                 ,F                 ,                           ,R                           ,C                        ,                       ,R                           ,R               ,                   ,                  ,                  ,C                ,R                   ,F                      ,                    ,F               ,C                      ,                      ,                         ,                      ,F                      ,                         ,R                                               ,R                            ,                    ,                   ,                    ,                ,                           ,                           ,R                        ,F                              ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 50,R, 3,  47.00,    454.0700,Resiwati ,Nannofossils                                 ,F              ,P/M               ,                       ,F                   ,                      ,                   ,                  ,C                   ,                   ,F                        ,                       ,                      ,F                       ,                       ,C                        ,C               ,F                       ,F                     ,C                  ,C                          ,R                  ,                   ,                ,                      ,               ,R                  ,                 ,F                 ,                           ,                            ,C                        ,C                      ,R                           ,                ,R                  ,                  ,                  ,                 ,R                   ,                       ,C                   ,C               ,A                      ,                      ,F                        ,                      ,R                      ,R                        ,R                                               ,R                            ,C                   ,                   ,                    ,                ,R                          ,F                          ,                         ,R                              ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 50,R,CC,   0.00,    454.9000,Resiwati ,Nannofossils                                 ,R              ,P                 ,                       ,C                   ,                      ,                   ,R                 ,                    ,                   ,C                        ,                       ,                      ,                        ,                       ,F                        ,C               ,C                       ,F                     ,C                  ,R                          ,                   ,                   ,                ,                      ,F              ,R                  ,                 ,F                 ,                           ,                            ,C                        ,                       ,                            ,                ,                   ,?                 ,                  ,                 ,                    ,C                      ,R                   ,C               ,C                      ,                      ,F                        ,R                     ,                       ,                         ,?                                               ,                             ,F                   ,                   ,                    ,                ,                           ,                           ,                         ,F                              ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 51,R, 1,  26.00,    460.4600,Resiwati ,Nannofossils                                 ,F              ,P/M               ,                       ,C                   ,F                     ,                   ,C                 ,R                   ,                   ,C                        ,C                      ,                      ,                        ,R                      ,F                        ,C               ,C                       ,C                     ,C                  ,C                          ,C                  ,                   ,                ,                      ,C              ,R                  ,                 ,C                 ,                           ,                            ,C                        ,C                      ,F                           ,                ,                   ,                  ,F                 ,F                ,                    ,C                      ,                    ,C               ,C                      ,C                     ,F                        ,                      ,                       ,                         ,                                                ,                             ,R                   ,                   ,F                   ,                ,                           ,                           ,                         ,R                              ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,CC22(Perch-Nielsen),              ,121, 758,A, 51,R, 2,  53.00,    462.2300,Resiwati ,Nannofossils                                 ,F              ,M                 ,                       ,C                   ,R                     ,                   ,F                 ,                    ,                   ,C                        ,C                      ,?                     ,C                       ,                       ,C                        ,                ,C                       ,C                     ,C                  ,C                          ,                   ,                   ,                ,                      ,R              ,?                  ,                 ,R                 ,                           ,                            ,C                        ,C                      ,C                           ,                ,                   ,                  ,                  ,                 ,                    ,C                      ,                    ,C               ,C                      ,F                     ,R                        ,                      ,                       ,                         ,                                                ,                             ,R                   ,                   ,                    ,                ,                           ,                           ,                         ,                               ,                  ,                    ,                  ,                       ,                        ,                  ,                   ,                     ,               ,                           ,                  ,                  ,            ,                       ,                     ,                    ,                         ,                       ,                       ,                        ,                           ,                       ,from ODP Leg 121 SR Chapter 5 Table 5 p 159-161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
