Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
138, 846,B,Post Moratorium          ,       0.000,    0.000000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,       1.800,    0.039000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,       3.700,    0.088000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,       5.960,    0.127000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,       6.760,    0.148000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,       7.380,    0.171000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,       7.940,    0.184000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,       8.760,    0.220000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,       9.600,    0.240000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,       9.940,    0.247000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      11.040,    0.278000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      11.260,    0.290000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      11.840,    0.310000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      12.360,    0.326000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      12.660,    0.333000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      13.440,    0.354000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      15.040,    0.388000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      15.700,    0.405000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      16.260,    0.422000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      17.060,    0.446000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      18.780,    0.479000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      19.900,    0.509000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      20.140,    0.515000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      20.380,    0.523000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      20.960,    0.544000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 846,B,Post Moratorium          ,      22.120,    0.579000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
