Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphenolithus verensis	Reticulofenestra pseudoumbilicus	Reticulofenestra minutula	Reticulofenestra minuta	Reticulofenestra haqii	Reticulofenestra gelida	Discoaster pentaradiatus	Coccolithus pelagicus	Calcidiscus leptoporus	Sphenolithus moriformis	Discoaster variabilis	Discoaster intercalaris	Discoaster berggrenii	Calcidiscus macintyrei	Discoaster quinqueramus	Discoaster brouweri	Pontosphaera multipora	Helicosphaera kamptneri	Amaurolithus tricorniculatus	Discoaster bollii	Ceratolithus rugosus	Discoaster asymmetricus	Rhabdosphaera procera	Helicosphaera sellii	Discoaster tamalis	Discoaster surculus	Pseudoemiliania lacunosa	Discoaster triradiatus	Gephyrocapsa oceanica	Gephyrocapsa caribbeanica	Gephyrocapsa parallela	Gephyrocapsa ericsonii	Reticulofenestra asanoi	Emiliania huxleyi	Helicosphaera inversa	Ceratolithus telesmus	Comment
  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 63	X	CC	  28.00	    589.9100	Li       	Nannofossils                                 	C              	G                 	                     	F                               	                         	                       	                      	C                      	                        	C                    	F                     	R                      	                     	                       	                     	F                     	rR                     	                   	F                     	                       	                            	                 	                    	F                      	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	                 	Early Pliocene   	CN10c             	CN11          	186	1150	A	 64	X	CC	  23.00	    601.3500	Li       	Nannofossils                                 	C              	M                 	F                    	A                               	                         	                       	                      	                       	                        	C                    	R                     	                       	F                    	R                      	rR                   	A                     	F                      	                   	                      	                       	                            	R                	R                   	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	Early Pliocene   	Late Miocene     	                  	CN10          	186	1150	A	 65	X	CC	  36.00	    609.9600	Li       	Nannofossils                                 	C              	M                 	F                    	C                               	                         	C                      	                      	                       	R                       	F                    	F                     	                       	R                    	R                      	R                    	C                     	F                      	                   	R                     	R                      	R                           	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	Early Pliocene   	Late Miocene     	                  	CN10          	186	1150	A	 66	X	CC	  24.00	    627.0500	Li       	Nannofossils                                 	T              	P                 	                     	                                	                         	                       	                      	                       	                        	R                    	                      	                       	rR                   	                       	                     	R                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	Early Pliocene   	Late Miocene     	                  	CN10          	186	1150	A	 67	X	CC	  37.00	    636.7300	Li       	Nannofossils                                 	R              	P                 	                     	                                	                         	                       	                      	                       	                        	R                    	                      	                       	R                    	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	Early Pliocene   	Late Miocene     	                  	CN10          	186	1150	A	 69	X	CC	  29.00	    655.4900	Li       	Nannofossils                                 	F              	M                 	                     	F                               	F                        	R                      	                      	R                      	                        	                     	F                     	                       	R                    	                       	                     	F                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	Early Pliocene   	Late Miocene     	                  	CN10          	186	1150	A	 70	X	CC	  26.00	    663.1600	Li       	Nannofossils                                 	F              	M                 	R                    	F                               	F                        	R                      	                      	R                      	                        	F                    	F                     	R                      	R                    	                       	                     	F                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	Early Pliocene   	Late Miocene     	                  	CN10          	186	1150	A	 74	X	CC	  26.00	    702.8400	Li       	Nannofossils                                 	C              	M                 	R                    	C                               	C                        	                       	C                     	C                      	F                       	C                    	C                     	                       	                     	                       	R                    	F                     	F                      	F                  	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	Early Pliocene   	Late Miocene     	                  	CN10          	186	1150	A	 75	X	CC	  38.00	    713.1200	Li       	Nannofossils                                 	C              	M                 	F                    	C                               	C                        	                       	                      	C                      	C                       	C                    	C                     	F                      	F                    	R                      	R                    	F                     	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

  IR	Early Pliocene   	Late Miocene     	                  	CN10          	186	1150	A	 76	X	CC	  42.00	    722.8500	Li       	Nannofossils                                 	F              	P                 	F                    	D                               	F                        	F                      	F                     	F                      	R                       	R                    	F                     	                       	                     	                       	                     	                      	                       	                   	                      	                       	                            	                 	                    	                       	                     	                    	                  	                   	                        	                      	                     	                         	                      	                      	                       	                 	                     	                     	       

