leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
48,403,,1,1,95.0,108.0,0.00,0.95,1.08,, NANNO OOZE, 10YR6/2-PALE YELLOWISH BROWN,,,,,, CONTAC T SHARP WITH LAYER BELOW, SOFT, 11111210
48,403,,1,1,108.0,117.0,0.00,1.08,1.17,, MARLY FORAM OOZE, 10YR5/4-MODERATE YELLOWISH BROW N,,,,,,, SOFT, 11111221.3908
48,403,,1,2,0.0,35.0,0.00,1.50,1.85,, MARLY FORAM OOZE, 10YR6/2-MODERATE YELLOWISH BROW N,,,,,,, SOFT, 11111221.3908
48,403,,1,2,35.0,42.0,0.00,1.85,1.92,, NANNO OOZE, 10YR6/2-PALE YELLOWISH BROWN,,,,,, CONTAC T TRANSITION, SOFT, 11111210
48,403,,1,2,42.0,87.5,0.00,1.92,2.38,, NANNO OOZE, 10YR6/2-MODERATE YELLOWISH BROWN,,,,,, CO NTACT SHARP WITH LAYER BELOW, SOFT, 11111210
48,403,,1,2,87.5,94.0,0.00,2.38,2.44,, NANNO OOZE, 10YR8/2-PALE YELLOWISH BROWN,, SLIGHTLY DISTURBED,,,, COLOR TRANSITION 10YR8/2 AT 87.5 TO 94 TO 10YR6/2 AT 94 TO 104,, 11111210
48,403,,1,2,94.0,104.0,0.00,2.44,2.54,, NANNO OOZE, 10YR6/2,, SLIGHTLY DISTURBED,,,, CONTACT TRANSITION, SOFT, 11111210
48,403,,1,2,104.0,120.0,0.00,2.54,2.70,, NANNO OOZE, 10YR6/2-MODERATE YELLOWISH BROWN,, SLIGHTLY DISTURB ED,,,, CO NTACT TRANSITION WITH LOWER LAYER, SOFT, 11111210
48,403,,1,2,120.0,133.0,0.00,2.70,2.83,, NANNO OOZE, 10YR6/2-MODERATE YELLOWISH BROWN,, SLIGHTLY DISTURBE D,,,, TR ANSITION FROM 10YR6/2 TO 10YR6/2 CONTACT TRANSITION AT 133, SOFT, 11111210
48,403,,1,2,133.0,150.0,0.00,2.83,3.00,, NANNO OOZE, 10YR8/2-VERY PALE ORANGE,,,,,, TRANSITION FROM VERY PALE ORANGE 10YR8/2 TO GRAYISH ORANGE 10Y R7/4, SOFT*,
48,403,,1,3,0.0,20.0,0.00,3.00,3.20,, NANNO OOZE, 10YR6/2-MODERATE YELLOWISH BROWN,,, CL AY PEBBLE,,, CONTACT TRANSITION WITH LOWER LAY ER*, SOFT,
48,403,,1,3,20.0,150.0,0.00,3.20,4.50,, MARLY FORAM OOZE," 10YR6/2-MODERATE YELLOWISH BROW N,10YR8/2-VERY PALE ORANGE,10YR6/2-MODERATE YELLOWIS H BROWN", FROM 55 TO 97 INTERBEDDED VERY PALE ORANGE 10YR8/2 D OMINANTLY AND MODERATE YELLOWISH BROWN 10YR6/2 THICK NESS OF LAYERS 3/5CM, SLIGHTLY DISTURBED FROM 20 TO 97,,,," CONTACT TRANSITIONS AT 20,55 AND 150,CONTACT SHARP AT 97", SOFT*,
48,403,,1,4,0.0,10.0,0.00,4.50,4.60,, MARLY FORAM OOZE, 10YR6/2-MODERATE YELLOWISH BROW N,,,,,, CONTACT TRANSITION AT LOWER BOUNDRY*, SOFT,
48,403,,1,4,10.0,32.0,0.00,4.60,4.82,, NANNO OOZE, -PALE YELLOWISH BROWN,, MODERA TELY DISTURBED*,,,,, SOFT,
