leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
108,657,B,001,Hydraulic (Advanced) Piston Core,01,KAT,000,,,090,,,foram-bearing nannofossil ooze with silty clay at 61-83cm,"pink (0-61cm), olive gray (61-83cm), gray (83-90cm)","5yr 7/4, 5y 5/2, 5y 5/1",,highly to soupy? (61-83cm) disturbed,,,"forams and nannos (0-61,83-90cm)",silty clay (61-83cm),,,H,21.33150,-20.94883,0000.00,0,90
108,657,B,001,Hydraulic (Advanced) Piston Core,CC,KAT,000,,,017,,,foram-bearing nannofossil ooze with silty clay (0-5cm),"dark gray silty clay (0-5cm), light gray (5-17cm)","5y 4/1, 5y 7/1",,highly disturbed?,,,nannos and forams (5-17cm),,,,H,21.33150,-20.94883,0000.90,89,106
108,657,B,002,Hydraulic (Advanced) Piston Core,01,KAT,000,,,150,,,"foram-bearing nannofossil ooze and nannofossil ooze, void (146-150cm)","pink (0-140cm), white (140-146cm)","5yr 7/3, 2.5y 8/0",,highly disturbed,,,"nannos, forams",,,,H,21.33150,-20.94883,0002.70,270,420
108,657,B,002,Hydraulic (Advanced) Piston Core,02,KAT,000,,,084,,,foram-bearing nannofossil ooze and nannofossil ooze,"pink (0-58cm), very dark gray (58-61cm),light bluish gray (61-70cm),gray (70-73cm), light gray (73-84cm)","5yr 7/3, 5yr 3/1, 5b 7/1, 5yr 5/1, 5yr 6/1","minor bioturbation (15-25,65-70cm), shell debris (38cm), megafossil? or concretion? (15cm)",slightly disturbed,concretions? (15cm),quartz (0-58cm),"shell fragments (38cm), nannos, forams, megafossil? (15cm)",,,,H,21.33150,-20.94883,0004.20,419,503
108,657,B,002,Hydraulic (Advanced) Piston Core,02,KAT,084,,,115,,,"foram-bearing nannofossil ooze and nannofossil ooze with nannofossil-bearing, quartz sand? (103-115cm)","light greenish gray (84-93cm), reddish brown (93-103cm), greenish gray (103-115cm)","5g 7/1, 2.5yr 5/4, 5gy 5/1","minor bioturbation (93-103cm), fining upward of very fine sand unit (103-115cm)",slightly disturbed,,quartz? (103-115cm),"nannos, forams",very fine grained turbidite sand (103-115cm) with sharp lower contact?,,,H,21.33150,-20.94883,0004.20,503,534
108,657,B,002,Hydraulic (Advanced) Piston Core,02,KAT,115,,,150,,,foram-bearing nannofossil ooze and nannofossil ooze,"gray/light gray (115-125cm), white (133-141cm), pinkish gray (141-150cm)","5y 6/1, 10y 8/1 (125-133cm), 2.5y 8/0, 7.5yr 6/2","minor (125-133cm) to moderate (141-150cm) bioturbation, chondrites (141-145cm)",slightly disturbed,,,"nannos, forams",,,,H,21.33150,-20.94883,0004.20,534,569
108,657,B,002,Hydraulic (Advanced) Piston Core,03,KAT,000,,,048,,,foram-bearing nannofossil ooze and nannofossil ooze with quartz sand (28-29cm),"light gray (0-2,13-28,33-48cm), white (2-13,29-33cm), dark greenish gray (28-29cm)","5y 7/1, 5y 8/1, 5gy 4/1","chondrites (5,47cm), moderate to minor bioturbation, normal graded bedding (28-29cm), parallel laminae (33-38cm)",,,quartz (28-29cm),"nannos, forams",quartz sand turbidite (28-29cm),,,H,21.33150,-20.94883,0005.70,569,617
108,657,B,002,Hydraulic (Advanced) Piston Core,03,KAT,048,,,150,,,foram-bearing nannofossil ooze and nannofossil ooze,"olive (48-57cm), light greenish gray (57-62,70-80cm), light gray (62-70cm), white (80-150cm)","5y 5/3, 5gy 7/1 (57-62cm), 5y 7/1, 5g 7/1 (70-86cm), 5y 8/1","chondrites (48-57,80-86cm), moderate bioturbation (48-57,70-80cm)",,,,"nannos, forams",,,,H,21.33150,-20.94883,0005.70,617,719
108,657,B,002,Hydraulic (Advanced) Piston Core,04,JAN,000,,,150,,,nannofossil ooze and foram-bearing nannofossil ooze with quartz sand (12-19cm),"white (0-12,30-136,144-150cm), light greenish gray (12-19,90-100,134-135,136-144cm), light gray (19-30cm)","5y 8/1 (0-12,30-120cm), 5g 7/1, 5y 7/1, 5yr 8/1 (120-136,144-150cm)","moderate (30-45cm) to minor (70-80cm) bioturbation, normal graded bedding (12-19cm), laminae (12-19,90-100,134-135cm)",slightly disturbed,,quartz (12-19cm),"forams, nannos",quartz sand turbidite (12-19cm),,,H,21.33150,-20.94883,0007.20,719,869
108,657,B,002,Hydraulic (Advanced) Piston Core,05,KAT,000,,,047,,,nannofossil ooze and foram-bearing nannofossil ooze,"light greenish gray (0-37cm), olive gray (37-47cm)","5gy 7/1 (0-37cm), 5y 5/2 (37-47cm)","moderate bioturbation (37-47cm), laminae (10-15cm), zoophycos (16cm), chondrites (37-41cm)",slightly disturbed,,,"nannos, forams",,,,H,21.33150,-20.94883,0008.70,869,916
108,657,B,002,Hydraulic (Advanced) Piston Core,05,KAT,047,,,076,,,nannofossil ooze and foram-bearing nannofossil ooze with quartz sand at 47-51cm,"dark gray (47-51cm), white (51-76cm)","5y 4/1 (47-51cm), 5yr 8/1 (41-76cm)","moderate bioturbation (51-76cm), normal graded bedding and fining upward sequence (47-51cm), erosive contact (51cm)",slightly disturbed,,quartz (47-51cm),"nannos, forams",quartz sand turbidite with erosive lower contact (47-51cm),,,H,21.33150,-20.94883,0008.70,916,945
108,657,B,002,Hydraulic (Advanced) Piston Core,05,KAT,076,,,150,,,nannofossil ooze and foram-bearing nannofossil ooze,"light gray (76-103,131-136cm), white (103-131,136-150cm)","5y 7/1, 5yr 8/1","zoophycos (140-145cm), minor (76-103,136-145cm) to moderate (131-136cm) bioturbation",slightly disturbed,,,"forams, nannos",,,,H,21.33150,-20.94883,0008.70,945,1019
108,657,B,002,Hydraulic (Advanced) Piston Core,06,JAN,000,,,150,,,nannofossil ooze and foram-bearing nannofossil ooze with quartz sand (57-59cm),"white (0-13,92-120cm), light gray (13-92cm), dark greenish gray laminae (57,110cm)","5yr 8/1, 5y 7/1, 10y 4/2 (120-150cm), 5bg 4/1 laminae","minor bioturbation (20-40,90-110,125-140cm), fining upward & normal graded bedding (70cm), laminae (57,110cm)",slightly disturbed,,"quartz (57-59,120-150cm)","forams, nannos",quartz sand turbidite (57-59cm),,,H,21.33150,-20.94883,0010.20,1019,1169
