leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
70,506,D,9,1,0.0,30.90,30.90,   31.50,"SCHRADER, E. L.",BASALT,PCES NO PCE NUMBERS ASSIGNED,,,,"FORAM NANNO OOZE SOUP WITH SCATTERED BASALT FRAGMENTS (UP TO 1CM LARGEST DIMENSION), BASALT CONCENTRATED AROUND BASE OF SECTION, LARGEST PCES ALSO FOUND AT BASE",,,,,,
70,506,D,9,CC,0.0,30.90,31.60,   31.70,"LAVERNE, C.",BASALT,PCES NO PCE NUMBERS ASSIGNED,"SMALL (23MM) FRAGMENTS OF GLASS (ONE OF THEM IS A CHILLED MARGIN FRAGMENT (3CM IN DIAMETER, 0.5MM THICKNESS)",,,"NUMEROUS VOLCANIC FRAGMENTS IN FORAM NANNO OOZE, 5CM FRAGMENTS OF BASALT",,,,,,
