Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
150, 903,C,Initial Reports          ,     765.000,   13.370000,base NN6
,,,,,,
150, 903,C,Initial Reports          ,     876.000,   16.000000,base NN5
,,,,,,
150, 903,C,Initial Reports          ,     923.640,   18.799999,base NN4
,,,,,,
150, 903,C,Initial Reports          ,     992.300,   24.700001,base NN1
,,,,,,
150, 903,C,Initial Reports          ,     998.800,   22.799999,base NN2
,,,,,,
150, 903,C,Initial Reports          ,    1033.830,   27.600000,base NP25
,,,,,,
150, 903,C,Initial Reports          ,    1064.130,   37.099998,base NP19-20
,,,,,,
150, 903,C,Initial Reports          ,    1064.340,   33.700001,based NP23
,,,,,,
150, 903,C,Initial Reports          ,    1087.200,   38.400002,base P16-P17
,,,,,,
150, 903,C,Initial Reports          ,    1112.400,   40.599998,based on NP18
,,,,,,
