leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
87,583,C,1,1,0.0,10.0,25.00,25.00,25.10,AJS, MUD,,,,,,,, SOFT, 33213000,2b276a041d0b0f9749c88a4fdae79a79,87-583C-1-1
87,583,C,1,CC,0.0,15.0,25.00,25.21,25.26,AJS, MUD,,,,,,,, SOFT, 33213000,effcc42f44bd6d25c3d16bc4aa46594a,87-583C-1-CC
87,583,C,2,1,0.0,145.0,30.00,30.00,31.45,JC," MUD,SILT",,,,,,,, SOFT, 33213000,68c5e1798b666a1bde51471772b16adc,87-583C-2-1
87,583,C,2,2,0.0,120.0,30.00,31.50,32.70,CLS," MUD,SILT",,,,,,,, SOFT, 33213000,9bd44c5a77ff107ccbb8ee743c460dba,87-583C-2-2
87,583,C,2,3,0.0,135.0,30.00,33.00,34.35,CLS," MUD,SANDY SILT",,,,,,,, SOFT, 00000000,6efe32b5c93b4473ada15debd2890d6b,87-583C-2-3
87,583,C,2,4,0.0,60.0,30.00,34.50,35.10,CLS," MUD,SAND",,,,,,,, SOFT, 00000000,ad916f10543fda6e55d0a8afaba278c6,87-583C-2-4
87,583,C,2,CC,0.0,24.0,30.00,35.22,35.36,CLS," MUD,SAND",,,,,,,, SOFT, 00000000,54b7a860e8ffb3164c95cc3271802363,87-583C-2-CC
87,583,C,3,1,0.0,150.0,35.00,35.00,36.50,CLS," MUD,SILTY TURBIDITES",,,,,,,, SOFT, 00000000,98a6744aa41a1c8523890b423dfe61ad,87-583C-3-1
87,583,C,3,2,0.0,150.0,35.00,36.50,38.00,CLS," MUD, TURBIDITES",,,,,,,, SOFT, 00000000,1ec68dc278355699f205957d2aaf1add,87-583C-3-2
87,583,C,3,3,0.0,150.0,35.00,38.00,39.50,AT," MUD, TURBIDITES",,,,,,,, SOFT, 00000000,5d0cb5cfd51a7628492f619e081a1c9d,87-583C-3-3
87,583,C,3,4,0.0,43.0,35.00,39.50,39.93,AT," MUD,SAND",,,,,,,, SOFT, 00000000,0cc84fada0a2ad38fa9d53ad3e4409cb,87-583C-3-4
87,583,C,4,1,0.0,150.0,40.00,40.00,41.50,COUL," MUD,SILT,SAND",,,,,,,, SOFT, 00000000,7fe28253c8d0057d960c1ea86d2e68f0,87-583C-4-1
87,583,C,4,2,0.0,135.0,40.00,41.50,42.85,COUL," MUD,SILT,SAND",,,,,,,, SOFT, 00000000,1889da7836c8b22ea8880a270d652ec0,87-583C-4-2
87,583,C,4,3,0.0,12.0,40.00,43.00,43.12,COUL, MUD,,,,,,,, SOFT, 00000000,2c007f2471ff2597c853885698ddfc67,87-583C-4-3
87,583,C,4,CC,0.0,33.0,40.00,43.22,43.45,COUL, MUD,,,,,,,, SOFT, 00000000,3b11314443e2cbe2644b5fce98d98935,87-583C-4-CC
87,583,C,5,1,0.0,150.0,45.00,45.00,46.50,JC, MUD,,,,,,,, SOFT, 00000000,72a8eeb05293b749f83d542f15ff205d,87-583C-5-1
87,583,C,5,2,0.0,150.0,45.00,46.50,48.00,JC, MUD,,,,,,,, SOFT, 00000000,a6a68a8fdaf60193d19a923e7ada88d8,87-583C-5-2
87,583,C,5,3,0.0,80.0,45.00,48.00,48.80,JC, MUD,,,,,,,, SOFT, 33213000,b0049a68d66a9560b64381dcc27348da,87-583C-5-3
87,583,C,5,CC,0.0,15.0,45.00,48.90,48.95,JC, MUD,,,,,,,, SOFT, 33213000,8f54c29f7826002f7c76ca9cbb1eb031,87-583C-5-CC
