leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
78,543,,1,1,0.0,150.0,0.00,0.00,1.50,NAT," CALCAREOUS MUD,VITRIC CALCAREOUS MUD"," BROWN,OLIVE GRAY,DARK GRAY",, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000.1110,ca8bfe0e6937c81939e8782b25708dc0,78-543-1-1
78,543,,1,2,0.0,150.0,0.00,1.50,3.00,NAT," CALCAREOUS MUD,VITRIC CALCAREOUS MUD", BROWN,, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000.1110,ba52a2a6671ea74d9ef6c175df6467e0,78-543-1-2
78,543,,1,3,0.0,100.0,0.00,3.00,4.00,NAT," CALCAREOUS MUD,VITRIC CALCAREOUS MUD", BROWN,, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000.1110,75de44ebd5087b9cf8fa71a4570a4749,78-543-1-3
78,543,,1,4,0.0,150.0,0.00,4.50,6.00,NAT," CALCAREOUS MUD,VITRIC CALCAREOUS MUD", BROWN,, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH, FORAMINIFERS,, SOFT, 33213000.1110,6a81200d852fe056b24628725f7ce392,78-543-1-4
78,543,,1,5,0.0,150.0,0.00,6.00,7.50,NAT," CALCAREOUS MUD,VITRIC CALCAREOUS MUD", BROWN,, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000.1110,615ed668bfcd47efa5e6a2c0d153e5f1,78-543-1-5
78,543,,1,6,0.0,150.0,0.00,7.50,9.00,NAT," VITRIC MUD,FORAMINIFER NANNOFOSSIL MUD"," BROWN,GRAYISH BROWN",, GREATLY DISTURBED,,,,, SOFT, 33213000.1110,287f2ce515d20e85ed8901c607940ee6,78-543-1-6
78,543,,1,7,0.0,150.0,0.00,9.00,10.50,NAT," VITRIC MUD,CALCAREOUS MUD", GRAYISH BROWN,, GREATLY DISTURBED, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 33213000.1110,231d18ba5eaa32063a36448bf515422b,78-543-1-7
78,543,,2,1,0.0,150.0,10.50,10.50,12.00,AUD, CALCAREOUS MUD," PALE BROWN,DARK GRAY,GRAYISH BROWN", MOTTLING, GREATLY DISTURBED, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 33213000.1110,9d6efb6787bd1d4656ee5b3f6fee461c,78-543-2-1
78,543,,2,2,0.0,150.0,10.50,12.00,13.50,AUD, CALCAREOUS MUD," LIGHT GRAY,PALE BROWN,GRAYISH BROWN,PINKISH GRAY",, GREATLY DISTURBED, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 33213000.1110,dfad5a94193d94a20255c6fe95f7225b,78-543-2-2
78,543,,2,3,0.0,150.0,10.50,13.50,15.00,AUD, CALCAREOUS MUD," PALE BROWN,LIGHT GRAY,YELLOWISH BROWN",, GREATLY DISTURBED, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 33213000.1110,05b02c88e2c55149a3e1a789a8f1a7b1,78-543-2-3
78,543,,2,4,0.0,140.0,10.50,15.00,16.40,NAT, CALCAREOUS MUD," PALE BROWN,YELLOWISH BROWN",, GREATLY DISTURBED, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 33213000.1110,fd8efac55b594f691a078e267a88eb93,78-543-2-4
78,543,,2,5,0.0,150.0,10.50,16.50,18.00,NAT, CALCAREOUS MUD," PALE BROWN,YELLOWISH BROWN",, GREATLY DISTURBED, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 33213000.1110,60bf2b4b75c04853cc5a76b911d92758,78-543-2-5
78,543,,2,6,0.0,29.0,10.50,18.00,18.29,AUD, CALCAREOUS MUD, PALE BROWN,, GREATLY DISTURBED,,,,, SOFT, 33213000.1110,42d2b1f67df9f0375be03952a41fde0f,78-543-2-6
78,543,,2,CC,0.0,10.0,10.50,18.39,18.39,AUD, CALCAREOUS MUD, PALE BROWN,, GREATLY DISTURBED,,,,, SOFT, 33213000.1110,b6d0c18a42046d98294b04b915e776f1,78-543-2-CC
78,543,,3,1,0.0,150.0,20.00,20.00,21.50,NAT, CALCAREOUS MUD," PALE BROWN,PALE OLIVE",, GREATLY DISTURBED,,,,, SOFT, 33213000.1110,268e8ac8fcb163361e52ee6712d78a4b,78-543-3-1
78,543,,3,2,0.0,150.0,20.00,21.50,23.00,NAT, CALCAREOUS MUD," PALE BROWN,PALE OLIVE",, GREATLY DISTURBED, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 33213000.1110,38388d29961193d1c8e136dcd6272f54,78-543-3-2
78,543,,3,3,0.0,150.0,20.00,23.00,24.50,NAT, CALCAREOUS MUD," PALE BROWN,PALE OLIVE,OLIVE GRAY",, GREATLY DISTURBED,,,,, SOFT, 33213000.1110,57de28930b1642ccec32a8c03ab22403,78-543-3-3
78,543,,3,4,0.0,120.0,20.00,24.50,25.70,NAT," MUD,VITRIC MUD"," OLIVE GRAY,OLIVE",, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000.1110,9a9329149fceb9798091a47c4b24e01a,78-543-3-4
78,543,,3,5,0.0,150.0,20.00,26.00,27.50,NAT," CALCAREOUS MUD,VITRIC MUD"," OLIVE GRAY,OLIVE",, MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000.1110,058df68ced44a8ae2ca00c5d4a89cad7,78-543-3-5
78,543,,3,6,0.0,150.0,20.00,27.50,29.00,NAT," CALCAREOUS MUD,VITRIC MUD"," OLIVE GRAY,OLIVE",, MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000.1110,042cca932d77f45f41e837f06dff9942,78-543-3-6
78,543,,3,7,0.0,65.0,20.00,29.00,29.65,AUD, CALCAREOUS MUD," OLIVE GRAY,BROWN",, MODERATELY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000.1110,50b16e8d5decb9d907809b0150c002f8,78-543-3-7
78,543,,3,CC,0.0,20.0,20.00,29.76,29.86,AUD, CALCAREOUS MUD, GRAY,, GREATLY DISTURBED,,,,, SOFT, 33213000.1110,fc9eef9f154b5e2ff03767bf13a27455,78-543-3-CC
78,543,,4,1,0.0,150.0,29.50,29.50,31.00,NAT," MUD,VITRIC MUD"," GREENISH GRAY,OLIVE GRAY,DARK GRAY",, GREATLY DISTURBED,,,,, SOFT, 33213000.1110,f5ad60063c97df9331b96100c5793e48,78-543-4-1
78,543,,4,2,0.0,150.0,29.50,31.00,32.50,NAT, CALCAREOUS MUD, DARK GRAY,, GREATLY DISTURBED, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 33213000.1110,cb0d680c7b6e6b315f012bd3e8a55f58,78-543-4-2
78,543,,4,3,0.0,150.0,29.50,32.50,34.00,NAT," MUD,VITRIC MUD"," DARK GRAY,BROWNISH GRAY",, MODERATELY DISTURBED, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 33213000,c0be12abba40020d4f54aa62f32db49f,78-543-4-3
78,543,,4,4,0.0,150.0,29.50,34.00,35.50,NAT," MUD,VITRIC MUD"," OLIVE GRAY,OLIVE",,, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 33213000,a053311925894eca7ecfb702143420eb,78-543-4-4
78,543,,4,5,0.0,135.0,29.50,35.50,36.85,NAT," MUD,VITRIC MUD"," OLIVE GRAY,OLIVE",, MODERATELY DISTURBED, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 33213000,482ee283c383a884217a8f051705734c,78-543-4-5
