leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor,,,,,
110,674,A,009,Extended Core Barrel,03,DOL,069,,,150,,,"claystone, with volcanic ash(15%)(common diffuse ashy blebs)",gray(69-90 cm); medium greenish gray(?)(90-150 cm); dark gray blebs,5y 5/1(69-90 cm); 10y 5/1(90-150 cm); n5/blebs,moderate bioturbation; subhorizontal bedding,slightly disturbed,,volcanic ash(15%)(common diffuse ashy blebs),,,,,X,15.53817,-58.85150,0075.60,7628,7709,,,,,
110,674,A,009,Extended Core Barrel,04,SCN,000,,,150,,,"claystone, with volcanic ash in mottles throughout","meduim greenish gray(?), with gray/light gray ash mottles",10y 5/1; 5y 6/1,minor bioturbation; mottling; subhorizontal bedding,slightly fractured,,volcanic ash(in mottles throughout,,"absolutely boring, monotonous, homogeneous and dull claystone-- a clay mineralogist",,,X,15.53817,-58.85150,0077.10,7709,7859,,,,,
110,674,A,009,Extended Core Barrel,05,SCN,000,,,150,,,"claystone, with volcanic ash dispersed throughout",gray; gray/light gray ash,"5y 5/1, 5y 6/1",minor bioturbation; subhorizontal bedding,slightly fractured,,volcanic ash dispersed throughout,,,,,X,15.53817,-58.85150,0078.60,7859,8009,,,,,
110,674,A,009,Extended Core Barrel,06,BRO,000,,,145,,,"claystone, with volcanic ash(blebs and burrows)and(ash-rich layers at 40-50, 110-125 cm)","gray to dark gray, with: whiter/light green layer at ~55-56 cm; gray/light gray ash",5y 5/1 to 5y 4/1 (110-145 cm); 5y 6/1,moderate bioturbation; subhorizontal bedding,slightly disturbed,,"volcanic ash(blebs and burrows)&(layers at 40-50,110-125cm)",,,,,X,15.53817,-58.85150,0080.10,8009,8154,,,,,
110,674,A,009,Extended Core Barrel,06,BRO,145,,,150,,,interstitial water sample,,,,,,,,,,,X,15.53817,-58.85150,0080.10,8154,8159,,,,,
110,674,A,009,Extended Core Barrel,07,BRO,000,,,026,,,"claystone, more volcanic ash-rich w/ silty texture(1-5, 10-20 cm)",gray; gray/light gray ash,"5y 5/1, 5y 6/1",subhorizontal bedding,slightly disturbed,,"volcanic ash-rich zones(1-5, 10-20 cm)",,,,,X,15.53817,-58.85150,0081.60,8159,8185,,,,,
110,674,A,009,Extended Core Barrel,CC,BRO,000,,,033,,,"claystone, with volcanic ash layer(17-22 cm)","gray, with dark gray ash at 17-22 cm","5y 5/1, with 5y 4/1 at 17-22 cm",burrows; subhorizontal bedding; minor (0-10) to modrate bioturbation (15-20 cm),slightly disturbed,,volcanic ash layer(17-22 cm),,"ash layer has burrowed top ""right way up""",,,X,15.53817,-58.85150,0081.85,8184,8217,,,,,
110,674,A,010,Extended Core Barrel,01,DOL,000,,,150,,,"mudstone, with volcanic ash(~10-15% disseminated patches throughout section) void (86-88, 146-150 cm)",gray,5y 5/1,moderate bioturbation; bedding dips 10 degrees,drilling breccia(0-10 cm); slightly disturbed(10-150 cm),,"volcanic ash(~10-15%), patches(48-70, 78-90, 122-126 cm)",,,,,X,15.53817,-58.85150,0082.10,8209,8359,,,,,
110,674,A,010,Extended Core Barrel,02,DOL,000,,,127,,,"mudstone, with volcanic ash blebs in planolite burrows at 108 and 116 cm","gray(0-46 cm); greenish gray(46-127 cm), w/ common disseminated gray patches throughout",5y 5/1(0-46 cm); 5gy 5/1(46-127 cm),"moderate bioturbation; planolite burrows(108, 116 cm); bedding dips 10 degrees",drilling breccia(0-20 cm); slightly disturbed(20-127 cm),,volcanic ash-rich section(70-90 cm);disseminated patches,,blebs(volcanic ash blebs in planolite burrows at 108-116 cm),,,X,15.53817,-58.85150,0083.60,8359,8486,,,,,
110,674,A,010,Extended Core Barrel,02,DOL,127,,,150,,,"mudstone, with volcanic ash(highly altered ash? at 127-148 cm) and (blebs of ash at 128, 136 cm)","greenish gray, w/ common disseminated gray patches throughout; thin white blebs(128, 136 cm)",5g 6/1(127-148 cm); 5gy 5/1(148-150 cm),moderate bioturbation; bedding dips 10 degrees,slightly disturbed,,volcanic ash(127-148 cm); blebs especially(128-136 cm),,,,,X,15.53817,-58.85150,0083.60,8486,8509,,,,,
110,674,A,010,Extended Core Barrel,03,BRO,000,,,150,,,"mudstone, with volcanic ash(blebs in burrows throughout); (altered ash layers at 0-3, 125-130 cm)","greenish gray(0-3, 125-130 cm); gray(3-125, 130-150 cm)","5g 6/1(0-3, 125-130 cm); 5y 5/1(3-125, 130-150 cm)",minor bioturbation; horizontal bedding; burrows,moderately fragmented,,"volcanic ash(blebs throughout and layers at 0-3, 125-130 cm)",,blebs of volcanic ash scattered throughout,,,X,15.53817,-58.85150,0085.10,8509,8659,,,,,
110,674,A,010,Extended Core Barrel,04,DOL,000,,,150,,,"mudstone, with volcanic ash in blebs throughout section",greenish gray w/dark greenish gray laminae(134 cm),5gy 5/1; 5gy 4/1,moderate bioturbation; planolites; laminae dips ~10 degrees at 134 cm; bedding dips 10 degrees,slightly disturbed,,volcanic ash in blebs throughout,,,,,X,15.53817,-58.85150,0086.60,8659,8809,,,,,
110,674,A,010,Extended Core Barrel,05,SCN,000,,,150,,,"mudstone, with some volcanic ash(mottled)",greenish gray,5gy 5/1,minor bioturbation; mottling; bedding dips 10 degrees,slightly fractured,,volcanic ash(mottled),,,,,X,15.53817,-58.85150,0088.10,8809,8959,,,,,
110,674,A,010,Extended Core Barrel,CC,SCN,000,,,047,,,mudstone mottled with volcanic ash; and siliceous mudstone (46-47 cm),"greenish gray(0-46 cm), pale olive (46-47 cm)",5gy 5/1; 5y 6/3,minor bioturbation; mottling; bedding dips 10 degrees,slightly fractured,,volcanic ash(as mottles),,sharp contact at 46 cm,,,X,15.53817,-58.85150,0089.60,8959,9006,,,,,
110,674,A,011,Extended Core Barrel,01,DOL,000,,,120,,,mudstone,light gray(0-10cm);light yellowish brown and black(10-60cm);light brownish gray(60-120cm) w/greenish gray(56-63 cm),10yr 7/1(0-10cm); 10yr 6/4 & n3/(10-60cm); 2.5y 6/2(60-120cm); 5gy 6/1(56-63 cm),scaly cleavage?,highly(0-65 cm)to slightly(65-120 cm)disturbed,,,,,,,X,15.53817,-58.85150,0091.60,9159,9279,,,,,
110,674,A,011,Extended Core Barrel,01,DOL,120,,,150,,,organic geochemistry sample,,,,,,,,,,,X,15.53817,-58.85150,0091.60,9279,9309,,,,,
110,674,A,011,Extended Core Barrel,02,SCN,000,,,045,,,mudstone,yellowish brown mottled w/ black,10yr 6/4 mottled w/ 10yr 2.5/1,,highly fragmented,,,,,,,X,15.53817,-58.85150,0093.10,9309,9354,,,,,
110,674,A,011,Extended Core Barrel,02,SCN,045,,,100,,,mudstone,grayish brown to light olive brown mottled w/ black,2.5y 5/3 mottled w/ 10yr 2.5/1,,drilling breccia,,,,,,,X,15.53817,-58.85150,0093.10,9354,9409,,,,,
110,674,A,011,Extended Core Barrel,02,SCN,100,,,145,,,mudstone,olive mottled w/ black streaks and horizons,5y 5/3 mottled w/ 10yr 2.5/1,scaly esp. (136-145 cm),drilling breccia,,,,,,,X,15.53817,-58.85150,0093.10,9409,9454,,,,,
110,674,A,011,Extended Core Barrel,02,SCN,145,,,150,,,mudstone,dark greenish gray(145-148 cm); olive mottled w/black streaks and horizons (148-150 cm),5g 4/1; 5y 5/3 mottled w/10yr 2.5/1 (148-150 cm),,drilling breccia,,,,,,,X,15.53817,-58.85150,0093.10,9454,9459,,,,,
110,674,A,011,Extended Core Barrel,03,SCN,000,,,107,,,mudstone mottled w/ volcanic ash,olive mottled w/ dark gray ash,5y 5/3,minor bioturbation; fractures; mottling,"moderately fragmented(0-15, 35-107 cm);to drilling breccia",,,,,,,X,15.53817,-58.85150,0094.60,9459,9566,,,,,
110,674,A,011,Extended Core Barrel,CC,VRO,000,,,038,,,mudstone,olive; olive and brownish yellow (26-38 cm),"5y 5/4, 5y 5/4 and 10yr 6/6",locally slightly scaly,moderately fragmented,,,,,,,X,15.53817,-58.85150,0095.66,9566,9604,,,,,
110,674,A,012,Extended Core Barrel,01,OGA,000,,,007,,,"claystone, w/ volcanic ash(10% ashy material at 6-7 cm)",olive(0-5 cm); grayish green(5-6 cm); dark bluish gray(6-7 cm),5y 4/4(0-5 cm); 5g 5/2(5-6 cm); 5b 4/1(6-7 cm),,moderately fragmented,,volcanic ash(10% ash at 6-7 cm),,,,,X,15.53817,-58.85150,0101.10,10109,10116,,,,,
110,674,A,012,Extended Core Barrel,01,OGA,007,,,150,,,claystone,gray to dark gray to gray,5y 5/1 to 5y 4/1 to 5y 5/1,shear fractures; subhorizontal cleavage,moderately fragmented,,plagioclase(10%)in mudstone,,,,,X,15.53817,-58.85150,0101.10,10116,10259,,,,,
110,674,A,012,Extended Core Barrel,02,BER,000,,,150,,,claystone,gray,5y 5/1,"minor bioturbation(90-150 cm); chondrites(90-150 cm); subhorizontal cleavage(10-30, 60, 70 cm)",drilling breccia(0-7 cm); moderately fragmented(7-150 cm),,,,,,,X,15.53817,-58.85150,0102.60,10259,10409,,,,,
110,674,A,012,Extended Core Barrel,03,OGA,000,,,140,,,claystone,"gray; grayish green intercalated steeply dipping layers (from 102-109 cm); ""dark"" streak (from 99-102 cm)",5y 5/1; 5g 5/2,"moderate bioturbation(10-65,80-95cm);chondrites;teichichnus;planolites(80-86cm);bedding(50-60 degrees);faults(80-86cm)",moderately fragmented,,,,,,,X,15.53817,-58.85150,0104.10,10409,10549,,,,,
110,674,A,012,Extended Core Barrel,03,OGA,140,,,150,,,interstitial water sample,,,,,,,,,,,X,15.53817,-58.85150,0104.10,10549,10559,,,,,
110,674,A,012,Extended Core Barrel,04,BER,000,,,150,,,claystone,gray,5y 5/1,minor bioturbation; chondrites; moderate bedding dips 50 degrees,moderately fragmented,,,,,,,X,15.53817,-58.85150,0105.60,10559,10709,,,,,
110,674,A,012,Extended Core Barrel,CC,OGA,000,,,019,,,"calcareous mudstone, with volcanic ash(10%)at 5-12 cm)",gray,5y 5/1,,moderately fragmented,,"volcanic ash, plagioclase, hornblende (5-12 cm)",,rather soft,,,X,15.53817,-58.85150,0107.10,10709,10728,,,,,
110,674,A,013,Extended Core Barrel,01,BCK,000,,,063,,,mudstone,olive gray(0-8 cm); dark greenish gray(8-63 cm),5y 5/2(0-8 cm); 5gy 4/1(8-63 cm),,moderately fragmented(0-10 cm)to drilling breccia(10-63 cm),,,,,,,X,15.53817,-58.85150,0110.60,11059,11122,,,,,
110,674,A,013,Extended Core Barrel,01,BCK,063,,,150,,,mudstone,dark greenish gray (63-150 cm),5gy 4/1 (63-150 cm),,highly disturbed,,,,,,,X,15.53817,-58.85150,0110.60,11122,11209,,,,,
110,674,A,013,Extended Core Barrel,02,BCK,000,,,150,,,"mudstone, with volcanic ash(25-50 cm)",greenish gray,5gy 5/1,moderate bioturbation(25-50 cm); minor bioturbation(70-90 cm),moderately fragmented,,volcanic ash(25-50 cm),,locally slight calcareous,,,X,15.53817,-58.85150,0112.10,11209,11359,,,,,
110,674,A,013,Extended Core Barrel,03,BCK,000,,,150,,,mudstone,dark greenish gray to grayish green,5gy 4/1 to 5g 4/2,"minor bioturbation(30-40, 90-113 cm)",moderately fragmented,,,,locally slightly calcareous; scaly fabric in biscuits (tectonic in origin?),,,X,15.53817,-58.85150,0113.60,11359,11509,,,,,
110,674,A,013,Extended Core Barrel,04,BER,000,,,150,,,mudstone,gray,5y 5/1,irregular scaly fabric(25-150 cm),moderately fragmented,,,,,,,X,15.53817,-58.85150,0115.10,11509,11659,,,,,
110,674,A,013,Extended Core Barrel,05,OGA,000,,,037,,,mudstone,"gray, mottled with darker color",5y 5/1,moderate bioturbation; chondrites?; mottling; burrows,moderately fragmented,,,,,,,X,15.53817,-58.85150,0116.60,11659,11696,,,,,
110,674,A,013,Extended Core Barrel,CC,OGA,000,,,037,,,"mudstone, with volcanic ash (layer at 33-37 cm) and (fragments ~5-10% scattered)",gray,5y 5/1,,moderately fragmented,,"volcanic ash(~5-10% in fragments scattered)(~10%, 33-37 cm)",,soft,,,X,15.53817,-58.85150,0116.96,11695,11732,,,,,
110,674,A,014,Extended Core Barrel,01,VRO,000,,,150,,,"mudstone, with some volcanic ash(5% ash in ashy mudstone at 40-150 cm)",light yellowish brown to light brownish gray,2.5y 6/4 to 2.5y 6/2,moderate bioturbation(70-150 cm); fault dipping 55 degrees(40-46 cm); fractures,moderately fragmented,,volcanic ash(40-150 cm),,fractures and scalings due to tectonics(?),,,X,15.53817,-58.85150,0120.10,12009,12159,,,,,
110,674,A,014,Extended Core Barrel,02,OGA,000,,,150,,,"mudstone, with some volcanic ash(~10%)","gray mottled with olive, w/ bedding trace of greenish gray or black (24-34 cm)","5y 5/1 mottled w/ 5y 4/4,w/ bedding trace of 5g 5/1(24-34cm) or n/1",minor bioturbation; mottling; possible bedding trace of high angle(70 deg. at 24-34 cm),moderately fragmented,,volcanic ash(~10%),,,,,X,15.53817,-58.85150,0121.60,12159,12309,,,,,
110,674,A,014,Extended Core Barrel,03,VRO,000,,,121,,,"mudstone, with volcanic ash (~3%) dispersed throughout sediment",grayish brown,2.5y 5/2,"moderate bioturbation(0-25, 35-60, 70-90, 100-129 cm)",moderately fragmented,,volcanic ash(~3%)dispersed; 2 vertical streaks(40-50 cm),,,,,X,15.53817,-58.85150,0123.10,12309,12430,,,,,
110,674,A,014,Extended Core Barrel,03,VRO,121,,,150,,,organic geochemistry sample,,,,,,,,,,,X,15.53817,-58.85150,0123.10,12430,12459,,,,,
110,674,A,014,Extended Core Barrel,04,BCK,000,,,150,,,"mudstone, with volcanic ash at 47-50 and 96-104 cm","dark grayish brown to yellowish brown to dark grayish brown, w/ olive gray(47-50,96-104 cm)","10yr 4/2 to 10yr 5/4 to 10yr 4/2, w/ 5y 4/2(47-50,96-104cm)","minor bioturbation(40-55, 90-105, 115-130 cm)",moderately fragmented,,"volcanic ash(47-50, 96-104 cm)",,,,,X,15.53817,-58.85150,0124.60,12459,12609,,,,,
110,674,A,014,Extended Core Barrel,05,BCK,000,,,042,,,"mudstone, with volcanic ash(some patches of dark ashy material)",olive gray,5y 5/2,minor bioturbation,moderately fragmented,,volcanic ash(some patches of dark ashy material),,,,,X,15.53817,-58.85150,0126.10,12609,12651,,,,,
110,674,A,014,Extended Core Barrel,05,BCK,042,,,052,,,"mudstone, with volcanic ash(bed at 42-46 cm) and(patches of ashy material at 46-52 cm)","black(42-46 cm); yellowish red, black, and dark grayish brown mixed(46-52 cm)","5yr 2/1? (42-46 cm)to 5yr 5/6, 5yr 2/1? , and 10yr 4/2 mixed",minor bioturbation,moderately fragmented,,volcanic ash(bed at 42-46 cm) and(patches at 46-52 cm),,,,,X,15.53817,-58.85150,0126.10,12651,12661,,,,,
110,674,A,014,Extended Core Barrel,CC,OGA,000,,,036,,,"mudstone, with volcanic ash in black layers and spots(3-4, 20-22, 24-26, 28-29, 33-35 cm)","gray to olive gray, with black(3-4, 20-22, 24-26, 28-29, 33-35 cm)",5y 5/1 to 5y 5/2,,moderately fragmented,,"volcanic ash spots(3-4, 20-22, 24-26, 28-29, 33-35 cm)",,,,,X,15.53817,-58.85150,0126.60,12659,12695,,,,,
110,674,A,015,Extended Core Barrel,01,OGA,000,,,150,,,claystone,"olive to olive gray, w/ small black specks",5y 5/3 to 5y 4/2,minor bioturbation; fractures; planolites(68-90 cm),drilling breccia to moderately fragmented,small black specks throughout(pyrite & mn oxide),small black specks throughout(pyrite & mn oxide),,,,,X,15.53817,-58.85150,0129.60,12960,13110,,,,,
110,674,A,015,Extended Core Barrel,02,OGA,000,,,140,,,"claystone, with volcanic ash(10%)","olive gray, with scattered black spots",5y 5/2,chondrites; fractures,moderately fragmented,,volcanic ash(10%),,black spots scattered,,,X,15.53817,-58.85150,0131.10,13110,13250,,,,,
110,674,A,015,Extended Core Barrel,02,OGA,140,,,150,,,interstitial water sample,,,,,,,,,,,X,15.53817,-58.85150,0131.10,13250,13260,,,,,
110,674,A,015,Extended Core Barrel,03,VRO,000,,,073,,,"claystone, with volcanic ash(2-3%)(dark gray mn-rich ashy? material)(35-73 cm)","olive gray to olive gray plus dark gray; dark gray in burrows (ash, mn-rich?)",5y 4/2 to 5y 4/2 plus 5y 4/1,"strong(0-35 cm)to moderate(35-73 cm)bioturbation; zoophycos(35-73 cm); vertical burrows,bedding; minor scaly fabric",moderately fragmented,,volcanic ash(2-3%)(mn-rich ashy materials at 35-73 cm),,,,,X,15.53817,-58.85150,0132.60,13260,13333,,,,,
110,674,A,015,Extended Core Barrel,CC,VRO,000,,,035,,,"claystone, with volcanic ash in burrows",garyish green plus dark greenish gray,5g 4/2 plus 5g 4/1,moderate(0-20 cm)to minor(20-35 cm)bioturbation; burrows(dipping 45-90 deg.); zoophycos; minor scaly fabric,moderately fragmented,,volcanic ash mn-rich in zoophycos burrows,,,,,X,15.53817,-58.85150,0133.32,13332,13367,,,,,
110,674,A,016,Extended Core Barrel,01,VRO,000,,,060,,,"claystone, with volcanic ash bleb(~45 cm)",olive gray,5y 4/2,moderate bioturbation; scaly fabric,drilling breccia(0-20 cm)to moderately fragmented(20-60 cm),2 mm rounded scaly pebbles,volcanic ash bleb(~45 cm),,extremely scaly may be fault zone?,,,X,15.53817,-58.85150,0139.10,13910,13970,,,,,
110,674,A,016,Extended Core Barrel,01,VRO,060,,,150,,,claystone,olive gray,5y 4/2,moderate bioturbation; scaly fabric,highly fragmented,2 mm round scaly pebbles,,,extremely scaly may be a fault zone?,,,X,15.53817,-58.85150,0139.10,13970,14060,,,,,
110,674,A,016,Extended Core Barrel,02,VRO,000,,,060,,,claystone,olive gray to dark greenish gray,5y 4/2 to 5g 4/1,,moderately fragmented,,,,,,,X,15.53817,-58.85150,0140.60,14060,14120,,,,,
110,674,A,016,Extended Core Barrel,02,VRO,060,,,150,,,"claystone, with volcanic ash(ash-rich ~10% horizon 60-75 cm)and(ash-rich bleb 123-125 cm)",dark greenish gray plus very dark gray(60-75 cm)to gray to greenish gray(~75-150 cm),5gy 4/1 plus 5y 3/1(60-75 cm); 5y 5/1 to 5gy 5/1(75-150 cm),moderate(60-90 cm)to minor(115-150 cm)bioturbation,moderately fragmented,,volcanic ash(horizon 10% 60-75 cm)(bleb 123-125 cm),,,,,X,15.53817,-58.85150,0140.60,14120,14210,,,,,
110,674,A,016,Extended Core Barrel,03,BER,000,,,150,,,claystone,dark greenish gray(0-50 cm); olive gray(50-150 cm),5gy 4/1(0-50 cm); 5y 5/2(50-150 cm),,"drilling breccia(0-55, 95-150 cm);highly fragmented(55-95cm)",,,,,,,X,15.53817,-58.85150,0142.10,14210,14360,,,,,
110,674,A,016,Extended Core Barrel,04,BER,000,,,016,,,claystone,"gray to olive gray, w/ patches of pale olive","5y 5/1 to 5y 5/2, w/ patches of 5y 6/4",,drilling breccia,,,,,,,X,15.53817,-58.85150,0143.60,14360,14376,,,,,
110,674,A,016,Extended Core Barrel,CC,BER,000,,,032,,,claystone,gray,5y 5/1,,drilling breccia,,,,,,,X,15.53817,-58.85150,0143.76,14375,14407,,,,,
110,674,A,017,Extended Core Barrel,01,DOL,000,,,150,,,"mudstone, with thin conglomerate bed(110-120 cm)","dark gray(0-101,126-150 cm);dark gray with greenish gray & dark greenish gray clasts(101-126cm)","5y 4/1(0-101, 126-150 cm); 5y 4/1 mixed w/ 5gy 6/1, 5gy 5/1, 5g 4/1 (101-126 cm)","steep to vertical bedding(101-126 cm); graded bedding(109-113 cm); scaly fabric (24-101, 126-141 cm)",moderately fragmented,,,,,,Y,X,15.53817,-58.85150,0148.60,14860,15010,,,,,
110,674,A,017,Extended Core Barrel,02,DOL,000,,,025,,,"mudstone, with altered volcanic ash(15-25 cm)",gray(0-15 cm); dark greenish gray(15-25 cm); red-brown staining (21-25 cm),5y 5/1(0-15 cm); 5g 3/1 & 5bg 4/1(15-25 cm),strong bioturbation(10-20 cm); laminae(~15 cm); planolites?(10-15 cm); beds dip 20 degrees(15-25 cm);,moderately fragmented,sedimentary dike/sill system in 1mm thick zone (21-25 cm),volcanic ash(15-25 cm),,,,Y,X,15.53817,-58.85150,0150.10,15010,15035,,,,,
110,674,A,017,Extended Core Barrel,02,DOL,025,,,114,,,mudstone,gray,5y 5/1,"scaly fabric (26-68, 77-114 cm)",moderately fragmented,,,,"sharp base at 26 cm; scaly fabric(26-68, 77-114 cm) w/ sharp contacts,scaly clays dip 15 degrees",,Y,X,15.53817,-58.85150,0150.10,15035,15124,,,,,
110,674,A,017,Extended Core Barrel,CC,BRO,000,,,030,,,"mudstone, with volcanic ash(8-12 cm)",olive gray to gray to dark greenish gray to olive gray,5y 4/2 to (3mm ashbed n5/ to 5bg 4/1) to 5y 4/2,moderate bioturbation(0-8 cm); fault dipping 25 degrees at truncates ashbed 12 cm; bedding dipping 80 degrees,moderately fragmented,,volcanic ash(8-12 cm),,,,,X,15.53817,-58.85150,0151.23,15122,15152,,,,,
110,674,A,018,Extended Core Barrel,01,VRO,000,,,150,,,mudstone,olive gray,5y 4/2,"moderate bioturbation(5-25, 120-135 cm)","moderately fragmented(15-30, 55-75, 105-115 cm)",,,,"sheared by very intense scaly fabric, mostly at low angle(30,45, and 43 degrees)",,,X,15.53817,-58.85150,0158.10,15810,15960,,,,,
110,674,A,018,Extended Core Barrel,02,DOL,000,,,150,,,mudstone,olive gray gradually changing to gray at ~77 cm,5y 5/2 gradually changing to 5y 5/1 at ~77 cm,intense scaly fabric (30-45 degree dips),"moderately fragmented(0-10, 45-55, 90-100, 130-145 cm)",,,,"scaly fabric, most appears relatively planar, dipping ~30-40 degrees",,,X,15.53817,-58.85150,0159.60,15960,16110,,,,,
110,674,A,018,Extended Core Barrel,03,DOL,000,,,150,,,mudstone,gray w/gray and olive burrow mottles,5y 5/1,moderate(0-100 cm)to minor(100-150 cm)bioturbation; burrow mottles; chondrites; intense scaly fabric(30-45 degree dips),moderately fragmented,,,,,,,X,15.53817,-58.85150,0161.10,16110,16260,,,,,
110,674,A,018,Extended Core Barrel,04,BRO,000,,,150,,,"mudstone, with volcanic ash in burrow mottles(0-45 cm)",greenish gray,5gy 5/1,moderate bioturbation(0-45 cm); moderate scaly fabric(30-40 degree dips),moderately fragmented,,carbonate vein ~145 cm; volcanic ash(in mottles at 0-45 cm),,,,,X,15.53817,-58.85150,0162.60,16260,16410,,,,,
110,674,A,018,Extended Core Barrel,05,VRO,000,,,100,,,mudstone,olive gray,5y 5/2,moderate - intense scaly fabric (0-100 cm); calcareous shear veins(5-13 cm)dip ~40 degrees,moderately fragmented,,,,moderate - intense scaly fabric (0-100 cm),,,X,15.53817,-58.85150,0164.10,16410,16510,,,,,
110,674,A,018,Extended Core Barrel,05,VRO,100,,,141,,,mudstone,olive gray with calcareous white veins (100-120 cm),5y 5/2,moderate - intense scaly fabric (128-141 cm); intense scaly foliation (100-120 cm); veins (100-120 cm),moderately fragmented,fragments of vein structures (100-125 cm) dip ~60-70 degrees,,,"fragments of veins occur down to 125 cm, subparallel & dip ~60-70 degrees",,,X,15.53817,-58.85150,0164.10,16510,16551,,,,,
110,674,A,018,Extended Core Barrel,05,VRO,141,,,150,,,interstitial water sample,,,,,,,,,,,X,15.53817,-58.85150,0164.10,16551,16560,,,,,
110,674,A,018,Extended Core Barrel,06,SCN,000,,,150,,,mudstone mottled with volcanic ash;drill-induced pebble conglomerate horizon(17-26 cm);  void(140-150 cm),"greenish gray, mottled w/ gray ashy material",5gy 5/1,moderate bioturbation; mottling; faint scaly fabric decreases downsection,moderately fragmented,,volcanic ash(gray ashy material forming mottles throughout),,,,,X,15.53817,-58.85150,0165.60,16560,16710,,,,,
110,674,A,018,Extended Core Barrel,07,DOL,000,,,040,,,mudstone w/ drill-induced granule-pebble conglomerate horizons,"gray, w/ patch of dark greenish gray(33-35 cm)","5y 5/1, w/ 5g 4/1","weakly developed scaly fabric (0-17, 26-40 cm)","moderately fragmented(0-15, 30-40 cm)to drilling breccia",,,,"weakly developed scaly fabric (0-17, 26-40 cm)",,,X,15.53817,-58.85150,0167.00,16700,16740,,,,,
110,674,A,018,Extended Core Barrel,CC,SCN,000,,,036,,,conglomerate of pebbles with mudstone matrix(0-8 cm); mudstone(8-36 cm),greenish gray in gray green matrix(0-8cm)and dark gray material found in bioturbations(8-36cm),5gy 5/1,moderate bioturbation(8-36 cm),drilling breccia(0-20 cm); moderately fragmented(20-36 cm),,,,conglomerate probably is drilling contamination,,,X,15.53817,-58.85150,0167.36,16736,16772,,,,,
110,674,A,019,Extended Core Barrel,01,DOL,000,,,151,,,mudstone,dark gray with gray mottles(0-13 cm); dark greenish gray(13-151 cm),5y 4/1(0-13 cm); 5gy 4/1(13-151 cm),minor bioturbation;chondrites;planolites;zoophycos(92-96 cm);mottling;steeply dipping bedding;scaly fabric(142-151 cm),moderately fragmented,,,,near vertical zoophycos cut by 35 degree dip-may imply steeply dipping bedding (92-96 cm),,,X,15.53817,-58.85150,0167.60,16760,16911,,,,,
110,674,A,019,Extended Core Barrel,02,DOL,000,,,119,,,mudstone,dark greenish gray,5gy 4/1,minor bioturbation; scaly fabric(dips 10-40 degrees),moderately fragmented,,,,,,,X,15.53817,-58.85150,0169.10,16910,17029,,,,,
110,674,A,019,Extended Core Barrel,02,DOL,119,,,150,,,organic geochemistry sample,,,,,,,,,,,X,15.53817,-58.85150,0169.10,17029,17060,,,,,
110,674,A,019,Extended Core Barrel,03,DOL,000,,,150,,,mudstone; void(107-115 cm),dark greenish gray(0-107 cm); greenish gray(?)(115-150 cm),5gy 4/1(0-107 cm); 10y 5/1(115-150 cm),"strong(0-16 cm)to moderate(16-107,115-150 cm)bioturbation;planolites,chondrites,& zoophycos(0-35cm);intense scaly fabric",moderately fragmented,,,,"3 generations of burrows, 45 degrees dipping zoophycos cross-cuts other burrows",,,X,15.53817,-58.85150,0170.60,17060,17210,,,,,
110,674,A,019,Extended Core Barrel,CC,DOL,000,,,018,,,mudstone,dark gray,5y 4/1,,drilling breccia,,,,,,,X,15.53817,-58.85150,0172.10,17210,17228,,,,,
110,674,A,020,Extended Core Barrel,01,DOL,000,,,150,,,mudstone,"dark greenish gray, w/ common dark gray","5gy 4/1, w/ common n4/","strong bioturbation(0-125 cm); planolites; chondrites(after planolites); scaly fabric esp(3-25, 80-84 cm)",highly fragmented(0-125 cm); drilling breccia(125-150 cm),,,,,,,X,15.53817,-58.85150,0177.10,17710,17860,,,,,
110,674,A,020,Extended Core Barrel,02,DOL,000,,,151,,,"mudstone, w/ volcanic ash(125-135 cm)",dark greenish gray w/ dark gray and olive burrow mottles (63-85 cm); black ash layer (125-135 cm),5gy 4/1,strong(60-75 cm)to moderate (75-85 cm)to minor (85-151 cm) bioturbation; planolites (63-69 cm); chondrites (143-145 cm),drilling breccia(0-65 cm); highly fragmented(65-151 cm),,volcanic ash(125-135 cm),,3 generations of burrows; moderate scaly fabric (135-143 cm),,,X,15.53817,-58.85150,0178.60,17860,18011,,,,,
110,674,A,020,Extended Core Barrel,03,SCN,000,,,150,,,mudstone,dark greenish gray mottled with dark gray throughout,5gy 4/1,moderate bioturbation; mottling; scaly fabric(?)throughout,highly fragmented,,,,,,,X,15.53817,-58.85150,0180.10,18010,18160,,,,,
