Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
125, 786,A,Initial Reports          ,       0.200,    1.700000,FO G. oceanica
,,,,,,
125, 786,A,Initial Reports          ,       3.900,    2.400000,FO D. surculus
,,,,,,
125, 786,A,Initial Reports          ,       6.900,    2.600000,LO D. tamalis
,,,,,,
125, 786,A,Initial Reports          ,      24.500,    3.400000,LO Sphenolithus spp.
,,,,,,
125, 786,A,Initial Reports          ,      28.700,    3.600000,LO A. delicatus
,,,,,,
125, 786,A,Initial Reports          ,      31.800,    5.600000,LO D. quinqueramus
,,,,,,
125, 786,A,Initial Reports          ,      41.400,    6.500000,FO A. delicatus
,,,,,,
125, 786,A,Initial Reports          ,      47.600,    8.300000,FO D. quinqueramus
,,,,,,
125, 786,A,Initial Reports          ,      49.500,   10.000000,FO D. hamatus
,,,,,,
125, 786,A,Initial Reports          ,      57.100,   10.800000,LO D. kugleri
,,,,,,
125, 786,A,Initial Reports          ,      68.900,   14.400000,LO S. heteromorphus
,,,,,,
125, 786,A,Initial Reports          ,      85.100,   23.700001,LO D. bisectus
,,,,,,
125, 786,A,Initial Reports          ,      92.300,   30.100000,FO S. ciperoensis
,,,,,,
125, 786,A,Initial Reports          ,      94.800,   34.099998,FO S. distentus
,,,,,,
125, 786,A,Initial Reports          ,      95.700,   35.099998,LO E. formosa
,,,,,,
125, 786,A,Initial Reports          ,      97.700,   37.799999,FO I. recurvus
,,,,,,
125, 786,A,Initial Reports          ,     102.900,   39.599998,LO C. grandis
,,,,,,
125, 786,A,Initial Reports          ,     105.700,   42.200001,FO S. predistentus
,,,,,,
125, 786,A,Initial Reports          ,     107.500,   42.799999,FO D. saipanensis
,,,,,,
