Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
119, 738,C,Post Moratorium          ,     227.030,   52.599998,FO Discoaster sublodoensis
,,,,,,
119, 738,C,Post Moratorium          ,     259.700,   54.000000,FO Acarinina pentacamerata
,,,,,,
119, 738,C,Post Moratorium          ,     264.430,   55.400002,FO Discoaster lodoensis
,,,,,,
119, 738,C,Post Moratorium          ,     283.850,   56.700001,FO Discoaster diastypus
,,,,,,
119, 738,C,Post Moratorium          ,     283.980,   56.599998,FO Acarinina wilcoxensis
,,,,,,
119, 738,C,Post Moratorium          ,     297.920,   57.500000,FO Planorotalites australiformis
,,,,,,
119, 738,C,Post Moratorium          ,     302.650,   59.200001,FO Discoaster multiradiatus
,,,,,,
119, 738,C,Post Moratorium          ,     317.100,   61.700001,LO Subbotina pseudobulloides
,,,,,,
119, 738,C,Post Moratorium          ,     326.740,   60.500000,FO Discoaster mohleri
,,,,,,
119, 738,C,Post Moratorium          ,     326.750,   62.000000,FO Igorina pusilla
,,,,,,
119, 738,C,Post Moratorium          ,     334.950,   61.599998,FO Heliolithus kleinpellii
,,,,,,
119, 738,C,Post Moratorium          ,     335.420,   60.200001,FO Acarinina praepentacamerata
,,,,,,
119, 738,C,Post Moratorium          ,     337.750,   62.400002,FO Acarinina mckannai
,,,,,,
119, 738,C,Post Moratorium          ,     350.680,   63.400002,"FO ""Planorotalites"" imitatus"
,,,,,,
119, 738,C,Post Moratorium          ,     351.250,   64.000000,LO Globoconusa daubjergensis
,,,,,,
119, 738,C,Post Moratorium          ,     351.500,   63.200001,FO Chiasmolithus bidens
,,,,,,
119, 738,C,Post Moratorium          ,     360.180,   63.799999,FO Prinsius martinii
,,,,,,
119, 738,C,Post Moratorium          ,     364.600,   64.800003,FO Chiasmolithus danicus
,,,,,,
119, 738,C,Post Moratorium          ,     373.480,   64.500000,FO Planorotalites compressus
,,,,,,
119, 738,C,Post Moratorium          ,     373.490,   65.099998,"FO ""Morozovella"" inconstans"
,,,,,,
119, 738,C,Post Moratorium          ,     376.390,   66.199997,FO Cruciplacolithus tenuis
,,,,,,
119, 738,C,Post Moratorium          ,     376.590,   66.099998,FO Subbotina pseudobulloides
,,,,,,
119, 738,C,Post Moratorium          ,     376.810,   66.349998,FO Globoconusa daubjergensis
,,,,,,
119, 738,C,Post Moratorium          ,     377.100,   66.400002,FO Biantholithus sparsus
,,,,,,
119, 738,C,Post Moratorium          ,     377.170,   66.349998,FO Eoglobigerina fringa
,,,,,,
119, 738,C,Post Moratorium          ,     378.670,   66.400002,LO Abathomphalus mayaroensis
,,,,,,
119, 738,C,Post Moratorium          ,     410.090,   68.000000,FO Nephrolithus frequens
,,,,,,
119, 738,C,Post Moratorium          ,     410.390,   70.500000,FO Abathomphalus mayaroensis
,,,,,,
119, 738,C,Post Moratorium          ,     467.120,   81.900002,FO Broinsonia parca
,,,,,,
