Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
130, 807,C,Initial Reports          ,     862.250,   33.799999,LO R. umbilica (N)
,,,,,,
130, 807,C,Initial Reports          ,     911.400,   36.599998,LO G. cerroazulensis (F)
,,,,,,
130, 807,C,Initial Reports          ,     991.920,   40.000000,LO C. grandis (N)
,,,,,,
130, 807,C,Initial Reports          ,     991.930,   40.000000,Hiatus young side
,,,,,,
130, 807,C,Initial Reports          ,     991.940,   42.299999,Hiatus old side
,,,,,,
130, 807,C,Initial Reports          ,     991.950,   42.299999,LO C. solitus (N)
,,,,,,
130, 807,C,Initial Reports          ,    1058.850,   44.400002,FO R. umbilica (N)
,,,,,,
130, 807,C,Initial Reports          ,    1094.820,   47.400002,FO C. gigas (N)
,,,,,,
130, 807,C,Initial Reports          ,    1094.830,   47.400002,Hiatus young side
,,,,,,
130, 807,C,Initial Reports          ,    1094.840,   49.799999,Hiatus old side
,,,,,,
130, 807,C,Initial Reports          ,    1094.850,   49.799999,FO N. alata (N)
,,,,,,
130, 807,C,Initial Reports          ,    1104.400,   54.000000,LO T. orthostylus (N)
,,,,,,
130, 807,C,Initial Reports          ,    1152.700,   56.799999,LO Fasciculithus (N)
,,,,,,
130, 807,C,Initial Reports          ,    1161.850,   57.700001,LO E. robusta (N)
,,,,,,
130, 807,C,Initial Reports          ,    1182.420,   62.299999,FO Fasciculithus spp. (N)
,,,,,,
130, 807,C,Initial Reports          ,    1193.240,   66.400002,K/T (FO abund. Thoracosphaera)
,,,,,,
130, 807,C,Initial Reports          ,    1266.000,   71.900002,LO T. trifidium (N)
,,,,,,
130, 807,C,Initial Reports          ,    1348.190,   76.000000,FO T. trifidium (N)
,,,,,,
130, 807,C,Initial Reports          ,    1351.500,   76.169998,Red clay contact
,,,,,,
