Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
120, 749,B,Initial Reports          ,       0.310,   30.000000,D3;  FO  C. rhombicus
,,,,,,
120, 749,B,Initial Reports          ,      10.550,   31.000000,D4;  FO  L. ornata
,,,,,,
120, 749,B,Initial Reports          ,      12.670,   31.500000,D5;  FO  R. vigilans
,,,,,,
120, 749,B,Initial Reports          ,      20.050,   32.000000,D6;  FO  S. jouseana
,,,,,,
120, 749,B,Initial Reports          ,      20.060,   36.599998,P3;  LO  G. index & F3; LO S. linaperta
,,,,,,
120, 749,B,Initial Reports          ,      20.070,   37.000000,D7;  LO  M. architecturalis
,,,,,,
120, 749,B,Initial Reports          ,      39.050,   39.799999,N3;  FO  C. oamaruensis
,,,,,,
120, 749,B,Initial Reports          ,      39.060,   40.599998,F4;  LO  Acarinina spp.
,,,,,,
120, 749,B,Initial Reports          ,      39.070,   42.299999,N4;  LO  C. solitus
,,,,,,
120, 749,B,Initial Reports          ,      48.550,   42.799999,F5;  LO  A. primitiva
,,,,,,
120, 749,B,Initial Reports          ,     121.400,   52.000000,N5;  lower/middle Eocene boundary
,,,,,,
120, 749,B,Initial Reports          ,     121.800,   52.599998,N6;  FO  D. sublodoensis
,,,,,,
