leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
87,583,G,1,1,0.0,150.0,306.60,306.60,308.10,JKL, SILTY MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,1,2,0.0,150.0,306.60,308.10,309.60,JKL, SILTY MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,1,3,0.0,148.0,306.60,309.60,311.08,JKL, SILTY MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,2,1,0.0,55.0,316.20,316.20,316.75,JKL, DRILL BRECCIA,,,,,,,, HARD, 00000000
87,583,G,2,1,55.0,150.0,316.20,316.75,317.70,JKL, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,2,2,0.0,150.0,316.20,317.70,319.20,COUL," MUDSTONE,MUD",,,,,,,," HARD,FIRM", 00000000
87,583,G,2,3,0.0,150.0,316.20,319.20,320.70,COUL, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,2,4,0.0,140.0,316.20,320.70,322.10,COUL," MUDSTONE,SAND",,,,,,,, HARD, 00000000
87,583,G,3,1,0.0,150.0,325.90,325.90,327.40,COUL, MUD,,,,,,,, FIRM, 00000000
87,583,G,3,2,0.0,45.0,325.90,327.40,327.85,COUL, MUD,,,,,,,, FIRM, 00000000
87,583,G,3,2,45.0,150.0,325.90,327.85,328.90,COUL, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,3,3,0.0,150.0,325.90,328.90,330.40,COUL, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,3,4,0.0,60.0,325.90,330.40,331.00,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,3,CC,0.0,24.0,325.90,331.10,331.24,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,4,1,0.0,150.0,335.60,335.60,337.10,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,4,2,0.0,150.0,335.60,337.10,338.60,JL, SILTY MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,4,3,0.0,150.0,335.60,338.60,340.10,JL, SILTY MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,4,4,0.0,150.0,335.60,340.10,341.60,JL, MUDDY SILTSTONE,,,,,,,, HARD, 00000000
87,583,G,4,5,0.0,44.0,335.60,341.60,342.04,JL, MUDDY SILTSTONE,,,,,,,, HARD, 00000000
87,583,G,4,CC,0.0,10.0,335.60,342.14,342.14,JL, MUDDY SILTSTONE,,,,,,,, HARD, 00000000
87,583,G,5,1,0.0,150.0,345.30,345.30,346.80,JL, MUD,,,,,,,, FIRM, 00000000
87,583,G,5,2,0.0,150.0,345.30,346.80,348.30,JL, MUDSTONE,,,,,,,, FIRM, 00000000
87,583,G,5,3,0.0,67.0,345.30,348.30,348.97,JL, MUDSTONE,,,,,,,, FIRM, 00000000
87,583,G,6,1,0.0,150.0,355.00,355.00,356.50,JL, MUDSTONE,,,,,,,, FIRM, 00000000
87,583,G,6,2,0.0,150.0,355.00,356.50,358.00,JL, MUDSTONE,,,,,,,, FIRM, 00000000
87,583,G,6,3,0.0,120.0,355.00,358.00,359.20,JL, MUDSTONE,,,,,,,, FIRM, 00000000
87,583,G,6,4,0.0,150.0,355.00,359.50,361.00,JL, SILTY MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,6,5,0.0,15.0,355.00,361.00,361.15,JL, SILTY MUDSTONE,,,,,,,, HARD, 33233000
87,583,G,6,CC,0.0,20.0,355.00,361.25,361.35,JL, SILTY MUDSTONE,,,,,,,, HARD, 33233000
87,583,G,7,1,0.0,150.0,364.70,364.70,366.20,JL, MUDSTONE,,,,,,,, HARD, 33233000
87,583,G,7,2,0.0,60.0,364.70,366.20,366.80,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,7,2,60.0,150.0,364.70,366.80,367.70,JC, SANDY SILT,,,,,,,, HARD, 00000000
87,583,G,7,3,0.0,150.0,364.70,367.70,369.20,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,7,4,0.0,135.0,364.70,369.20,370.55,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,7,5,0.0,75.0,364.70,370.70,371.45,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,7,CC,0.0,15.0,364.70,371.55,371.60,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,8,1,130.0,150.0,374.40,375.70,375.90,JC, SAND,,,,,,,, SOFT, 00000000
87,583,G,8,2,0.0,18.0,374.40,375.90,376.08,JC, SANDY SILT,,,,,,,, SOFT, 00000000
87,583,G,8,2,18.0,80.0,374.40,376.08,376.70,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,8,2,80.0,95.0,374.40,376.70,376.85,JC, MUD,,,,,,,, SOFT, 00000000
87,583,G,8,2,95.0,150.0,374.40,376.85,377.40,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,8,3,0.0,150.0,374.40,377.40,378.90,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,8,4,0.0,50.0,374.40,378.90,379.40,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,8,CC,0.0,10.0,374.40,379.50,379.50,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,9,1,0.0,141.0,384.10,384.10,385.51,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,9,CC,0.0,15.0,384.10,385.61,385.66,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,10,1,0.0,150.0,393.80,393.80,395.30,JC, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,10,2,0.0,129.0,393.80,395.30,396.59,JP, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,10,2,129.0,150.0,393.80,396.59,396.80,JP, SILTSTONE,,,,,,,, HARD, 00000000
87,583,G,10,3,0.0,130.0,393.80,396.80,398.10,JP, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,10,4,0.0,48.0,393.80,398.30,398.78,JP, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,10,4,48.0,65.0,393.80,398.78,398.95,JP, SILT,,,,,,,, FIRM, 00000000
87,583,G,10,4,65.0,120.0,393.80,398.95,399.50,JP, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,10,5,0.0,103.0,393.80,399.80,400.83,JP, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,10,CC,0.0,10.0,393.80,400.94,400.94,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,11,1,0.0,70.0,403.50,403.50,404.20,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,11,2,0.0,150.0,403.50,405.00,406.50,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,11,3,0.0,71.0,403.50,406.50,407.21,JL, SAND,,,,,,,, SOFT, 00000000
87,583,G,11,CC,0.0,18.0,403.50,407.59,407.67,JL, SAND,,,,,,,, SOFT, 00000000
87,583,G,12,1,0.0,117.0,413.10,413.10,414.27,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,12,CC,0.0,12.0,413.10,414.52,414.54,JL, MUDSTONE,,,,,,,, HARD, 33233000
87,583,G,13,1,0.0,150.0,422.70,422.70,424.20,JL, MUDSTONE,,,,,,,, HARD, 33233000
87,583,G,13,CC,0.0,8.0,422.70,424.30,424.28,JL, MUDSTONE,,,,,,,, HARD, 33233000
87,583,G,14,1,0.0,135.0,432.30,432.30,433.65,JL, MUDSTONE,,,,,,,, HARD, 33233000
87,583,G,14,1,135.0,144.0,432.30,433.65,433.74,JL, SAND,,,,,,,, SOFT, 33233000
87,583,G,14,1,144.0,150.0,432.30,433.74,433.80,JL, MUDSTONE,,,,,,,, HARD, 33233000
87,583,G,14,CC,0.0,15.0,432.30,433.90,433.95,JL, MUDSTONE,,,,,,,, HARD, 33233000
87,583,G,15,1,0.0,140.0,442.00,442.00,443.40,JL, MUDSTONE,,,,,,,, HARD, 33233000
87,583,G,15,1,140.0,150.0,442.00,443.40,443.50,JL, DRILL BRECCIA,,,,,,,, HARD, 33233000
87,583,G,15,2,0.0,28.0,442.00,443.50,443.78,COUL, DRILL BRECCIA,,,,,,,, HARD, 33233000
87,583,G,15,2,28.0,105.0,442.00,443.78,444.55,COUL, MUDSTONE,,,,,,,, HARD, 33233000
87,583,G,15,2,105.0,120.0,442.00,444.55,444.70,COUL, DRILL BRECCIA,,,,,,,, HARD, 33233000
87,583,G,15,3,0.0,83.0,442.00,445.00,445.83,COUL, SAND,,,,,,,, SOFT, 33233000
87,583,G,H2,1,0.0,60.0,200.70,200.70,201.30,FF, MUD,,,,,,,, SOFT, 00000000
87,583,G,H2,CC,0.0,13.0,200.70,201.40,201.43,FF, MUD,,,,,,,, SOFT, 00000000
87,583,G,H3,1,0.0,30.0,229.20,229.20,229.50,FF, MUD,,,,,,,, FIRM, 00000000
87,583,G,H3,1,30.0,150.0,229.20,229.50,230.70,FF, CLAYSTONE,,,,,,,, HARD, 00000000
87,583,G,H3,2,0.0,150.0,229.20,230.70,232.20,JP," MUD,CLAYSTONE",,,,,,,," FIRM,HARD", 00000000
87,583,G,H3,3,0.0,150.0,229.20,232.20,233.70,JP, MUD,,,,,,,, FIRM, 00000000
87,583,G,H3,4,0.0,150.0,229.20,233.70,235.20,JP, MUD,,,,,,,, FIRM, 00000000
87,583,G,H3,5,0.0,150.0,229.20,235.20,236.70,JP, MUD,,,,,,,, FIRM, 00000000
87,583,G,H3,6,0.0,72.0,229.20,236.70,237.42,JP, MUD,,,,,,,, FIRM, 00000000
87,583,G,H3,CC,0.0,16.0,229.20,237.52,237.58,JP, MUD,,,,,,,, FIRM, 00000000
87,583,G,H4,1,0.0,150.0,258.00,258.00,259.50,JP, MUD,,,,,,,, FIRM, 00000000
87,583,G,H4,2,0.0,116.0,258.00,259.50,260.66,JP, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,H4,2,116.0,150.0,258.00,260.66,261.00,JP, SANDY SILTY CLAY,,,,,,,, FIRM, 00000000
87,583,G,H4,3,0.0,150.0,258.00,261.00,262.50,JP, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,H4,4,0.0,18.0,258.00,262.50,262.68,JP, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,H4,CC,0.0,8.0,258.00,262.78,262.76,JP, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,H5,1,0.0,60.0,287.40,287.40,288.00,JP, MUD,,,,,,,, FIRM, 00000000
87,583,G,H5,1,60.0,150.0,287.40,288.00,288.90,JP, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,H5,2,0.0,135.0,287.40,288.90,290.25,JP, MUDSTONE,,,,,,,, HARD, 00000000
87,583,G,H5,3,0.0,6.0,287.40,290.40,290.46,JP, SILTY MUD,,,,,,,, FIRM, 00000000
87,583,G,H5,3,6.0,35.0,287.40,290.46,290.75,JP, SILT,,,,,,,, FIRM, 00000000
87,583,G,H5,3,35.0,110.0,287.40,290.75,291.50,JP, SAND,,,,,,,, FIRM, 00000000
87,583,G,H5,3,110.0,128.0,287.40,291.50,291.68,JP, SAND,,,,,,,, FIRM, 00000000
87,583,G,H5,3,128.0,150.0,287.40,291.68,291.90,JP, MUDSTONE,,,,,,,, FIRM, 00000000
87,583,G,H5,4,0.0,150.0,287.40,291.90,293.40,JP, MUDSTONE,,,,,,,, FIRM, 00000000
87,583,G,H5,5,0.0,12.0,287.40,293.40,293.52,JP, MUDSTONE,,,,,,,, FIRM, 00000000
87,583,G,H5,CC,0.0,20.0,287.40,293.62,293.72,JP, MUDSTONE,,,,,,,, FIRM, 00000000
