leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
3,17,B,1,1,0.0,150.0,86.60,86.60,88.10,, NANNO CHALK OOZE," 10YR6/4-LIGHT YELLOW BROWN,10YR 8/3", SLIGHT BUTROWED 10YR8/3 MOTTLES FROM 61-62 AND 105-106 CM,,,,,,, 00000000
3,17,B,1,2,0.0,150.0,86.60,88.10,89.60,, NANNO CHALK OOZE," 10YR6/4-LIGHT YELLOW BROWN,10YR 8/3", SLIGHT BURROWED 10YR8/3 MOTTLES AT 40 AND 100 CM,,,,, UNIFORM,, 00000000
3,17,B,1,3,0.0,150.0,86.60,89.60,91.10,, NANNO CHALK OOZE, 10YR6/4-LIGHT YELLOW BROWN,,,,,, UN IFORM,, 00000000
3,17,B,1,4,0.0,150.0,86.60,91.10,92.60,, NANNO CHALK OOZE, 10YR7/4-VERY PALE BROWN,,,,,, UNIFO RM,, 00000000
3,17,B,1,5,25.0,150.0,86.60,92.85,94.10,, NANNO CHALK OOZE, 10YR7/4-VERY PALE BROWN,,,,,," UNIFO RM,VOID FROM 0-25 CM",, 00000000
3,17,B,1,6,30.0,150.0,86.60,94.40,95.60,, NANNO CHALK OOZE, 10YR7/4-VERY PALE BROWN,,,,,," UNIFO RM,VOID FROM 0-30 CM",, 00000000
3,17,B,2,1,0.0,150.0,95.70,95.70,97.20,, NANNO CHALK OOZE," 10YR6/4-LIGHT YELLOW BROWN,10YR 3/3-DARK BROWN,10YR7/4-VERY PALE BROWN"," DARK BROWN AND VERY PALE BROWN REWORKED PLIOCENE MOTTLES FROM 1 0-23 CM,DARK BROWN REWORKED PLIOCENE MOTTLES FROM 43 -76 CM", DISTURBED,,,, UNIFORM,, 00000000
3,17,B,2,2,0.0,150.0,95.70,97.20,98.70,, NANNO CHALK OOZE," 10YR6/4-LIGHT YELLOW BROWN,10YR 7/4-VERY PALE BROWN", SLIGHT UNCERTAIN VERY PALE BRO WN MOTTLES AT 109 AND FROM 143-150 CM, DISTURBED,,,, UNIFORM,, 00000000
3,17,B,2,3,0.0,150.0,95.70,98.70,100.20,, NANNO CHALK OOZE, 10YR6/4-LIGHT YELLOW BROWN,,,,,, UN IFORM,, 00000000
3,17,B,2,4,0.0,150.0,95.70,100.20,101.70,, NANNO CHALK OOZE," 10YR6/4-LIGHT YELLOW BROWN,10YR 8/4", SLIGHT UNCERTAIN 10YR8/4 MOTTLES FROM 55-57 AN D 81-83 CM,,,,, UNIFORM,, 00000000
3,17,B,2,5,0.0,150.0,95.70,101.70,103.20,, NANNO CHALK OOZE, 10YR6/4-LIGHT YELLOW BROWN,,,,,, UN IFORM,, 00000000
3,17,B,2,6,0.0,150.0,95.70,103.20,104.70,, NANNO CHALK OOZE,,,,,,, SAME AS CORE 2 SECTION 5,, 00000000
3,17,B,3,1,0.0,150.0,104.90,104.90,106.40,, NANNO CHALK OOZE,,,,,,, SAME AS CORE 2 SECTION 5,, 00000000
3,17,B,3,2,0.0,150.0,104.90,106.40,107.90,, NANNO CHALK OOZE, 10YR6.5/4-VERY PALE YELLOW BROW N,,,,,, UNIFORM,, 00000000
3,17,B,3,3,0.0,150.0,104.90,107.90,109.40,, NANNO CHALK OOZE," 10YR6/4-LIGHT YELLOW BROWN,10YR 7/4-VERY PALE BROWN", SLIGHT UNCERTAIN VERY PALE BRO WN MOTTLES FROM 50-120 CM,,,,, UNIFORM,, 00000000
3,17,B,3,4,0.0,150.0,104.90,109.40,110.90,, NANNO CHALK OOZE, 10YR6/4-LIGHT YELLOW BROWN,,,,,, UN IFORM,, 00000000
3,17,B,3,5,0.0,150.0,104.90,110.90,112.40,, NANNO CHALK OOZE, 10YR6/4-LIGHT YELLOW BROWN,,,,,," VO ID FROM 63-65 CM,UNIFORM",, 00000000
