leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
101,635,B,001,Rotary,01,FUL,000,,,010,,,packstone,light gray,10yr 7/2,,soupy,,,"pteropods, forams",,unlithified,,R,25.41967,-77.33300,0000.00,0,10
101,635,B,001,Rotary,01,FUL,010,,,078,,,calcareous ooze,very pale brown (10-28 cm) grading down to light gray (28-78 cm),10yr 7/3 (10-28 cm) grading down to 5y 7/1 (28-78 cm),minor bioturbation,moderately disturbed,,,,,unlithified,,R,25.41967,-77.33300,0000.00,10,78
101,635,B,001,Rotary,01,FUL,078,,,089,,,crs-grained packstone,light gray,5y 7/1,,moderately disturbed,,,"pteropods, forams",,unlithified,,R,25.41967,-77.33300,0000.00,78,89
101,635,B,001,Rotary,01,FUL,090,,,096,,,calcareous ooze,light gray,5y 7/1,minor bioturbation,moderately disturbed,,,,,unlithified,,R,25.41967,-77.33300,0000.00,90,96
101,635,B,001,Rotary,01,FUL,096,,,130,,,crs-grained packstone,light gray,5y 7/1,,moderately disturbed,,,"pteropods, forams",,unlithified,,R,25.41967,-77.33300,0000.00,96,130
101,635,B,001,Rotary,01,FUL,130,,,136,,,calcareous ooze,light gray,5y 7/1,minor bioturbation,moderately disturbed,,,,,unlithified,,R,25.41967,-77.33300,0000.00,130,136
101,635,B,001,Rotary,01,FUL,136,,,150,,,crs-grained packstone,light gray,5y 7/1,,moderately disturbed,,,"pteropods, forams",,unlithified,,R,25.41967,-77.33300,0000.00,136,150
101,635,B,001,Rotary,02,FUL,000,,,015,,,crs- to very crs-grained packstone,light gray,10yr 7/1,,moderately disturbed,,,"forams, pteropods",,unlithified,,R,25.41967,-77.33300,0001.50,150,165
101,635,B,001,Rotary,02,FUL,015,,,022,,,calcareous ooze,light gray,10yr 7/1,minor bioturbation,moderately disturbed,,,pteropods forced in by disturbance,,unlithified,,R,25.41967,-77.33300,0001.50,165,172
101,635,B,001,Rotary,02,FUL,022,,,030,,,crs- to very crs-grained packstone,white,10yr 8/2,,moderately disturbed,,,"forams, pteropods",,unlithified,,R,25.41967,-77.33300,0001.50,172,180
101,635,B,001,Rotary,02,FUL,030,,,055,,,crs- to very crs-grained grainstone,white,10yr 8/2,,moderately disturbed,,,"forams, pteropods",,unlithified,,R,25.41967,-77.33300,0001.50,180,205
101,635,B,001,Rotary,02,FUL,055,,,063,,,calcareous ooze,light gray,10yr 7/1,minor bioturbation,moderately disturbed,,,pteropods forced in by disturbance,,unlithified,,R,25.41967,-77.33300,0001.50,205,213
