Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
124, 767,B,Initial Reports          ,      18.500,    0.275000,Base zone NN21
,,,,,,
124, 767,B,Initial Reports          ,      28.000,    0.474000,Base zone NN20
,,,,,,
124, 767,B,Initial Reports          ,     149.500,    1.890000,base zone NN19
,,,,,,
124, 767,B,Initial Reports          ,     168.000,    2.350000,base zone NN18
,,,,,,
124, 767,B,Initial Reports          ,     187.000,    2.450000,base zone NN17
,,,,,,
124, 767,B,Initial Reports          ,     215.400,    3.400000,base zone NN16
,,,,,,
124, 767,B,Initial Reports          ,     261.400,    3.700000,base zone NN15
,,,,,,
124, 767,B,Initial Reports          ,     311.800,    5.200000,base zone NN12
,,,,,,
124, 767,B,Initial Reports          ,     393.200,    8.200000,base zone NN11
,,,,,,
124, 767,B,Initial Reports          ,     433.900,    8.900000,base zone NN10
,,,,,,
124, 767,B,Initial Reports          ,     553.500,   10.000000,base zone NN9
,,,,,,
124, 767,B,Initial Reports          ,     723.000,   24.299999,as L. elongata
,,,,,,
124, 767,B,Initial Reports          ,     739.000,   33.200001,base D. ateuchus
,,,,,,
