Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
172,1063,A,Initial Reports          ,      85.750,    0.401000,Reent. Globorotalia tumida flexuosa
,,,,,,
172,1063,A,Initial Reports          ,      94.660,    0.460000,T Pseudoemiliania lacunosa
,,,,,,
172,1063,A,Initial Reports          ,     134.270,    0.750000,Reent. G.  crassaformis hessi
,,,,,,
172,1063,A,Initial Reports          ,     179.490,    1.000000,Reent. medium sized Gephyrocapsa spp.
,,,,,,
172,1063,A,Initial Reports          ,     206.450,    1.240000,T large Gephyrocapsa spp.
,,,,,,
172,1063,A,Initial Reports          ,     213.510,    1.300000,T Globigerinoides obliquus
,,,,,,
172,1063,A,Initial Reports          ,     255.120,    1.670000,T Calcidiscus macintyrei
,,,,,,
172,1063,A,Initial Reports          ,     259.220,    1.690000,B medium sized Gephyrocapsa spp.
,,,,,,
172,1063,A,Initial Reports          ,     281.510,    1.950000,T Discoaster brouweri
,,,,,,
172,1063,A,Initial Reports          ,     292.110,    2.000000,B Truncorotalia truncatulinoides
,,,,,,
172,1063,A,Initial Reports          ,     302.650,    2.150000,Acme Discoaster triradiatus
,,,,,,
172,1063,A,Initial Reports          ,     303.780,    2.150000,B (common) Globoconella inflata
,,,,,,
172,1063,A,Initial Reports          ,     328.540,    2.410000,T Globoconella punticulata
,,,,,,
172,1063,A,Initial Reports          ,     361.240,    2.830000,T Discoaster tamalis
,,,,,,
