Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stellarima sp.	Rhizosolenia oligocaenica	Rhizosolenia hebetata	Pyxilla (all generic taxa)	Hemiaulus polycystinorum	Hemiaulus insignis	Coscinodiscus rhombicus	Coscinodiscus marginatus	Coscinodiscus hajosiae	Cestodiscus pulchellus	Azpeitia oligocenica	Asterolampra vugaris var. hyalina	Trinacria excavata	Stephanopyxis grunowii	Rouxia granda	Rhizosolenia antarctica	Rouxia obesa	Cestodiscus parmula	Bogorovia veniamini	Asterolampra schmidtii	Hemiaulus pungens	Coscinodiscus lewisianus	Cestodiscus convexus	Cestodiscus antarcticus	Asterolampra acutiloba	Azpeitia oligocenica var. nodosa	Stephanopyxis turris	Sceptroneis pesplanus	Sceptroneis grunowii	Cestodiscus sp.	Cestodiscus robustus	Pseudotriceratium radiosoreticulatum	Navicula udintsevii	Cestodiscus reticulatus	Actinoptychus thumii	Triceratium unguiculatum	Rocella praenitida	Paralia sulcata	Synedra jouseana	Melosira architecturalis	Rocella vigilans	Pseudotriceratium chenevieri	Rocella gelida	Lisitzinia ornata	Paralia clavigera	Stephanopyxis marginata	Coscinodiscus sp.	Nitzschia maleinterpretaria	Rocella schraderi	Hemiaulus taurus	Thalassiosira primalabiata	Rossiella symmetrica	Rossiella paleacea	Azpeitia praenodulifera	Thalassiosira spinosa	Asteromphalus oligocenicus	Raphidodiscus marylandicus	Coscinodiscus blysmos	Thalassiosira spumellaroides	Thalassiosira fraga	Denticulopsis maccollumii	Crucidenticula paranicobarica	Crucidenticula nicobarica	Azpeitia tabularis	Rhizosolenia praebarboi	Nitzschia barronii	Denticulopsis lauta	Denticulopsis hyalina	Azpeitia salisburyana	Actinocyclus ingens  var. nodus	Actinocyclus ingens	Coscinodiscus vulnificus	Denticulopsis hustedtii	Rhizosolenia barboi	Denticulopsis praedimorpha	Denticulopsis dimorpha	Azpeitia nodulifer	Rouxia californica	Denticulopsis dimorpha var. areolata	Rouxia naviculoides	Nitzschia praeinterfrigidaria	Nitzschia porteri	Hemidiscus karstenii	Eucampia antarctica	Thalassiosira oestrupii	Thalassiosira inura	Rhizosolenia styliformis	Nitzschia kerguelenis	Nitzschia denticuloides	Nitzschia cylindrus	Cosmiodiscus insignis	Coscinodiscus elliptopora	Diatoms (unspecified pennate taxa)	Diatoms (unspecified centric taxa)	Chaetoceros spp. (resting spores)	Comment

  SR	                 	                 	                  	              	119	 744	A	  1	H	 2	  35.00	      1.8500	Stockwell	Diatoms                                      	               	                  	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	22240                             	3025                              	178                              	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	A	  1	H	 2	  85.00	      2.3500	Stockwell	Diatoms                                      	               	                  	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	13452                             	2093                              	0                                	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	A	  1	H	 2	 135.00	      2.8500	Stockwell	Diatoms                                      	               	                  	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	7002                              	2626                              	0                                	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	A	  1	H	 3	  35.00	      3.3500	Stockwell	Diatoms                                      	               	                  	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	5427                              	1571                              	0                                	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	A	  1	H	 3	  85.00	      3.8500	Stockwell	Diatoms                                      	               	                  	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	4191                              	2825                              	0                                	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	A	  1	H	CC	  13.00	      4.0600	Baldauf  	Diatoms                                      	A              	G                 	F             	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	F                 	                       	                  	                   	                     	                     	                               	A                  	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	F                  	                       	R                  	                        	F                    	                       	F                  	                     	R                        	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  2	H	 2	 150.00	      7.2000	Baldauf  	Diatoms                                      	A              	G                 	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	C                  	                        	                       	F                  	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	R                    	                       	                   	                     	R                        	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  2	H	CC	  12.00	     10.1100	Baldauf  	Diatoms                                      	A              	G                 	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	F                	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	F                 	                       	                  	                   	                     	                     	                               	F                  	R                       	F                      	R                  	                          	R                     	                  	                  	                                    	F                  	                             	                 	                    	                   	R                      	F                  	F                       	F                    	R                      	F                  	R                    	F                        	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  3	H	CC	  15.00	     19.9700	Baldauf  	Diatoms                                      	A              	M                 	              	                         	                     	                          	                        	                  	                       	F                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	F                  	                        	F                      	                   	                          	F                     	                  	                  	                                    	F                  	R                            	R                	R                   	R                  	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  4	H	 1	  40.00	     23.6000	Baldauf  	Diatoms                                      	C              	G                 	              	                         	F                    	                          	                        	                  	                       	F                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	R                  	                        	F                      	                   	                          	F                     	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  4	H	CC	  20.00	     28.6400	Baldauf  	Diatoms                                      	C              	M                 	              	                         	F                    	                          	                        	                  	                       	C                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	F                 	                       	R                 	                   	                     	                     	                               	                   	                        	C                      	F                  	                          	F                     	                  	R                 	R                                   	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  5	H	CC	  18.00	     37.8400	Baldauf  	Diatoms                                      	A              	G                 	              	                         	                     	                          	                        	                  	                       	C                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	F                 	                       	                  	                   	                     	                     	                               	C                  	                        	C                      	                   	                          	A                     	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  6	H	CC	  16.00	     48.2800	Baldauf  	Diatoms                                      	A              	G                 	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	F                 	                   	R                    	                     	                               	C                  	                        	A                      	R                  	A                         	A                     	R                 	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  7	H	 1	  60.00	     52.3000	Baldauf  	Diatoms                                      	A              	M                 	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	R                        	C                 	                       	C                 	                   	C                    	                     	R                              	C                  	                        	A                      	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  7	H	 2	  60.00	     53.8000	Baldauf  	Diatoms                                      	C              	M                 	              	                         	                     	                          	                        	                  	                       	R                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	R               	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	F                        	F                 	                       	                  	                   	C                    	                     	F                              	C                  	                        	R                      	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  7	H	 3	  60.00	     55.3000	Baldauf  	Diatoms                                      	C              	P                 	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	F                     	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	R               	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	A                        	                             	                         	                  	                       	                  	F                  	A                    	                     	                               	                   	F                       	F                      	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  7	H	 4	  60.00	     56.8000	Baldauf  	Diatoms                                      	A              	P                 	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	F                     	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	R                       	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  7	H	 5	  60.00	     58.3000	Baldauf  	Diatoms                                      	A              	M                 	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	R                       	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	                  	                   	                     	                     	F                              	C                  	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  7	H	 6	  46.00	     59.1600	Baldauf  	Diatoms                                      	A              	M                 	              	                         	                     	                          	                        	                  	                       	                        	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	R               	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	                         	                             	                         	                  	                       	R                 	                   	                     	                     	R                              	A                  	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  7	H	CC	  13.00	     59.4000	Baldauf  	Diatoms                                      	C              	P                 	              	                         	                     	                          	                        	                  	                       	F                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	R                          	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	                   	F                        	                             	                         	                  	                       	R                 	F                  	F                    	R                    	R                              	F                  	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  8	H	CC	  17.00	     67.1200	Baldauf  	Diatoms                                      	C              	M                 	              	                         	                     	                          	                        	                  	                       	F                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	R                       	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	F               	                        	                	                            	              	                 	                 	                       	                 	F                          	                 	                	                          	                    	                  	                       	                     	                          	F                         	R                    	                            	                   	C                        	                             	C                        	                  	F                      	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	  9	H	CC	  20.00	     71.8500	Baldauf  	Diatoms                                      	C              	M                 	              	                         	                     	                          	                        	                  	                       	F                       	                      	R                     	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	F               	                        	                	                            	              	                 	                 	                       	                 	F                          	                 	                	                          	                    	                  	R                      	                     	R                         	R                         	                     	                            	                   	R                        	R                            	R                        	F                 	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 10	H	 1	  46.00	     80.6600	Baldauf  	Diatoms                                      	A              	G                 	              	                         	                     	                          	                        	                  	                       	C                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	F                          	                 	                	                          	                    	                  	                       	                     	                          	                          	                     	                            	A                  	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 10	H	 2	  46.00	     82.1600	Baldauf  	Diatoms                                      	A              	G                 	              	                         	                     	                          	                        	                  	                       	C                       	                      	                      	                    	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	F                          	                 	                	                          	                    	                  	                       	                     	F                         	                          	                     	                            	C                  	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

  SR	                 	                 	                  	              	119	 744	A	 10	H	 3	  46.00	     83.6600	Baldauf  	Diatoms                                      	C              	M                 	              	                         	                     	                          	                        	                  	                       	F                       	                      	                      	R                   	                                 	                  	                      	             	                       	            	                   	                   	                      	                 	                        	                    	                       	                      	                                	                    	                     	                    	               	                    	                                    	                   	                       	                    	                        	                  	               	                	                        	                	                            	              	                 	                 	                       	                 	                           	                 	                	                          	                    	                  	                       	R                    	F                         	                          	                     	                            	F                  	                         	                             	                         	                  	                       	                  	                   	                     	                     	                               	                   	                        	                       	                   	                          	                      	                  	                  	                                    	                   	                             	                 	                    	                   	                       	                   	                        	                     	                       	                   	                     	                         	                                  	                                  	                                 	from 119 SR Chapter 29 Table 7 pages 566 - 569.

