,,,,Lithic clasts (>2 mm) 2ND ORDER,,,,,,,
,,,,Lithic clasts (>2 mm) 3RD ORDER,,,,,,,
,,,,Lithic clasts (>2 mm) DOMINANT,,,,,,,
,,,,Lithification,,,,,,,
,,,,Lithification [name],,,,,,,
,,,,Lithification rank [read only],,,,,,,
,,,,Lithologic accessories,,,,,,,
,,,,Lithologic unit (preliminary),,,,,,,
,,,,Lithological Accessories 1,,,,,,,
,,,,Lithological Accessories 2,,,,,,,
,,,,Lithological accessories comment,,,,,,,
,,,,Lithological asseccories,,,,,,,
,,,,Lithological unit number,,,,,,,
,,,,Lithology  abundance [%],,,,,,,
,,,,Lithology (%),,,,,,,
,,,,Lithology (5),,,,,,,
,,,,Lithology [%],,,,,,,
,,,,Lithology ave. grain size class,,,,,,,
,,,,Lithology ave. grain size rank [read only],,,,,,,
,,,,Lithology avg. grain size,,,,,,,
,,,,Lithology avg. grain size rank,,,,,,,
,,,,Lithology classification,,,,,,,
,,,,Lithology color,,,,,,,
,,,,Lithology color (Munsell),,,,,,,
,,,,Lithology color (simple),,,,,,,
,,,,Lithology comment,,,,,,,
,,,,Lithology comments,,,,,,,
,,,,Lithology lithification,,,,,,,
,,,,Lithology max. grain size class,,,,,,,
,,,,Lithology max. grain size rank [read only],,,,,,,
,,,,Lithology name,,,,,,,
,,,,Lithology name+suffix,,,,,,,
,,,,Lithology name+suffix [read only],,,,,,,
,,,,Lithology prefix + name,,,,,,,
,,,,Lithology prefix+name [read only],,,,,,,
,,,,Lithology prefix+name+suffix [read only],,,,,,,
,,,,Lowerr boundary ave. grain size class,,,,,,,
,,,,MAJ Lith. Prefix abundance Plot [%],,,,,,,
,,,,MAJ Lith. Principal name abundance Plot [%],,,,,,,
,,,,MAJ Lith. abundance [%],,,,,,,
,,,,MAJ Lith. ave. grain size,,,,,,,
,,,,MAJ Lith. ave. grain size rank,,,,,,,
,,,,MAJ Lith. ave. grain size rank [read only],,,,,,,
,,,,MAJ Lith. color,,,,,,,
,,,,MAJ Lith. max. grain size,,,,,,,
,,,,MAJ Lith. max. grain size rank,,,,,,,
,,,,MAJ Lith. max. grain size rank [read only],,,,,,,
,,,,MAJ Lith. name+suffix,,,,,,,
,,,,MAJ Lith. prefix + name,,,,,,,
,,,,MAJ Lith. prefix abundance plot [%],,,,,,,
,,,,MAJ Lith. prefix+name [read only],,,,,,,
,,,,MAJ Lith. prefix+name+suffix,,,,,,,
,,,,MAJ Lith. prefix+name+suffix [read only],,,,,,,
,,,,MAJ Lith. principal name abundance plot [%],,,,,,,
,,,,MAJ Lithology ABC,,,,,,,
,,,,MAJ Lithology color,,,,,,,
,,,,MAJ lith color (simple),,,,,,,
,,,,MAJ lithology comment,,,,,,,
,,,,MIN Lith. abundance [%],,,,,,,
,,,,MIN Lith. ave. grain size,,,,,,,
,,,,MIN Lith. ave. grain size rank,,,,,,,
,,,,MIN Lith. color,,,,,,,
,,,,MIN Lith. max. grain size,,,,,,,
,,,,MIN Lith. max. grain size rank,,,,,,,
,,,,MIN Lith. name+suffix,,,,,,,
,,,,MIN Lith. prefix + name,,,,,,,
,,,,MIN Lith. prefix+name+suffix,,,,,,,
,,,,MIN lith color (simple),,,,,,,
,,,,MIN lithology comment,,,,,,,
,,,,Macrofossil,,,,,,,
,,,,Macrofossil abundance name,,,,,,,
,,,,Matrix 1 igneous - pumiceous [%],,,,,,,
,,,,Matrix 2 igneous - scoriaceous [%],,,,,,,
,,,,Matrix 3 igneous - massive [%],,,,,,,
,,,,Matrix 4 igneous - vesicular [%],,,,,,,
,,,,Matrix 5 volcaniclastic [%],,,,,,,
,,,,Matrix 6 sediment [%],,,,,,,
,,,,Matrix 7 -other lithology [%],,,,,,,
,,,,Matrix abund. sum [%],,,,,,,
,,,,Matrix abundance [%],,,,,,,
,,,,Matrix alteration intensity,,,,,,,
,,,,Matrix alteration rank,,,,,,,
,,,,Matrix biogenic carbonate [%],,,,,,,
,,,,Matrix carbonate [%],,,,,,,
,,,,Matrix comment,,,,,,,
,,,,Matrix comments,,,,,,,
,,,,Matrix detritical carbonate [%],,,,,,,
,,,,Matrix modifier,,,,,,,
,,,,Matrix sorting,,,,,,,
,,,,"Matrix, fines (<2 mm) 2ND ORDER",,,,,,,
,,,,"Matrix, fines (<2 mm) 3ND ORDER",,,,,,,
,,,,"Matrix, fines (<2 mm) DOMINANT",,,,,,,
,,,,Microfossil abundance,,,,,,,
,,,,Minor components,,,,,,,
,,,,Minor trace fossils,,,,,,,
,,,,Non-skeletal components,,,,,,,
,,,,Non-skeletal components comment,,,,,,,
,,,,Number of clasts (>2mm),,,,,,,
,,,,Opaques abundance,,,,,,,
,,,,Other mineral,,,,,,,
,,,,Other sedimentary feature,,,,,,,
,,,,PHENOCRYST COMPOSITION,,,,,,,
,,,,PHENOCRYST GRAIN SIZE (mm),,,,,,,
,,,,Phenocryst 1 (most abundant),,,,,,,
,,,,Phenocryst 1 abundance [%],,,,,,,
,,,,Phenocryst 1 comments,,,,,,,
,,,,Phenocryst 1 shape,,,,,,,
,,,,Phenocryst 1 size MAX [mm],,,,,,,
,,,,Phenocryst 1 size MODE [mm],,,,,,,
,,,,Phenocryst 2 (2nd most abundant),,,,,,,
,,,,Phenocryst 2 abundance [%],,,,,,,
,,,,Phenocryst 2 comments,,,,,,,
,,,,Phenocryst 2 shape,,,,,,,
,,,,Phenocryst 2 size MAX [mm],,,,,,,
,,,,Phenocryst 2 size MODE [mm],,,,,,,
,,,,Primary sedimentary structure,,,,,,,
,,,,Primary trace fossils,,,,,,,
,,,,Pyroxene abundance,,,,,,,
,,,,Quartz abundance,,,,,,,
,,,,REFERENCE,,,,,,,
,,,,Radiolarians abundance,,,,,,,
,,,,Rock fragment - plutonic lithic,,,,,,,
,,,,Rock fragment - sedimentary lithic,,,,,,,
,,,,Rock fragment - volcanic lithic,,,,,,,
,,,,Sample domain name (if >1 domain),,,,,,,
,,,,Sample domain number (if >1 domain),,,,,,,
,,,,Secondary trace fossils,,,,,,,
,,,,Sed. structures,,,,,,,
,,,,Sediment structures,,,,,,,
,,,,Sedimentary structure,,,,,,,
,,,,Sedimentary structure comment,,,,,,,
,,,,Siliciclastic,,,,,,,
,,,,"Silicoflagellate, ebridian, actiniscidian abundance",,,,,,,
,,,,Skeletal components INTERMEDIATE,,,,,,,
,,,,Skeletal components INTERMEDIATE comment,,,,,,,
,,,,Skeletal components MAJOR,,,,,,,
,,,,Skeletal components MAJOR comment,,,,,,,
,,,,Skeletal components MINOR,,,,,,,
,,,,Skeletal components MINOR comment,,,,,,,
,,,,Sorting,,,,,,,
,,,,Sponge spicule fragments abundance,,,,,,,
,,,,Structure comment,,,,,,,
,,,,Subdominant Clasts % [%],,,,,,,
,,,,Subdominant Clasts ave. grain size class,,,,,,,
,,,,Subdominant Clasts ave. grain size rank [read only],,,,,,,
,,,,Subdominant Clasts max. grain size class,,,,,,,
,,,,Subdominant Clasts max. grain size rank [read only],,,,,,,
,,,,Subdominant clast roundness,,,,,,,
,,,,TEPHRA type,,,,,,,
,,,,Tephra,,,,,,,
,,,,Texture Rank,,,,,,,
,,,,Texture Rank [read only],,,,,,,
,,,,Texture comment,,,,,,,
,,,,Thickness of interbeds,,,,,,,
,,,,Total LITH abundance [%],,,,,,,
,,,,Total clasts calculated LITH 1 [%],,,,,,,
,,,,Total matrix calculated LITH 1 [%],,,,,,,
,,,,Total phenocryst abundance [%],,,,,,,
,,,,Upper boundary ave. grain size class,,,,,,,
,,,,VESICLE ABUNDANCE,,,,,,,
,,,,VESICLE SHAPE,,,,,,,
,,,,VOLCANICLASTIC GRAINS,,,,,,,
,,,,Vesicle abundance,,,,,,,
,,,,Vesicle comments,,,,,,,
,,,,Vesicle filling,,,,,,,
,,,,Vesicle roundness,,,,,,,
,,,,Vesicle size MAX [mm],,,,,,,
,,,,Vesicle size MODE [mm],,,,,,,
,,,,Vesicle sphericity,,,,,,,
,,,,Vitric clasts (>2 mm) 2ND ORDER,,,,,,,
,,,,Vitric clasts (>2 mm) 3RD ORDER,,,,,,,
,,,,Vitric clasts (>2 mm) DOMINANT,,,,,,,
,,,,Volcanic clasts (>2 mm) 2ND ORDER,,,,,,,
,,,,Volcanic clasts (>2 mm) 3RD ORDER,,,,,,,
,,,,Volcanic clasts (>2 mm) DOMINANT,,,,,,,
,,,,Volcaniclastic grain minerals,,,,,,,
,,,,Volcaniclastic grain size name,,,,,,,
,,,,dupes and comments,,,,,,,
,,,,lithology classification,,,,,,,
,,,,lithology_classification,,,,,,,
,,,,structure,,,,,,,
